IDRoute,linkid
5,537266722
5,537266744
5,537266821
5,537266837
5,537266904
5,537266928
5,537266945
5,537266956
5,537267010
5,537267027
5,537267199
5,537267242
5,537269579
5,537269992
5,537270253
5,537270283
5,537270574
5,537270616
5,537270660
5,537270848
5,537270892
5,537270898
5,537270901
5,537270944
5,537270999
5,537271010
5,537271152
5,537271181
5,537271217
5,537271328
5,537271644
5,537271659
5,537271676
5,537271759
5,537271924
5,537271993
5,537271994
5,537272190
5,537272201
5,537272203
5,537272205
5,537272222
5,537272294
5,537272403
5,537272575
5,537272579
5,537272764
5,537272765
5,537272819
5,537273104
5,537273142
5,537275208
5,537275364
5,537275825
5,537276060
5,537276070
5,537276346
5,537276388
5,537276484
5,537276490
5,537276509
5,537276581
5,537276605
5,537276991
5,537277794
5,537278508
5,537278761
5,537279129
5,537279892
5,537282464
5,537282976
5,537282978
5,537282980
5,537282982
5,537282983
5,537282987
5,537283012
5,537283370
5,537283371
5,537283376
5,537283541
5,537283659
5,537283669
5,537283683
5,537283890
5,537285146
5,537285209
5,537285928
5,537286964
5,537286965
5,537286980
5,537286983
5,537286984
5,537287028
5,537287035
5,537287036
5,537287095
5,537287096
5,537287105
5,537287108
5,537287109
5,537287164
5,537287167
5,537287168
5,537287169
5,537287668
5,537287680
5,537287681
5,537287766
5,537287806
5,537287808
5,537287874
5,537287954
5,537287955
5,537317562
5,537317653
5,537317758
5,542388206
5,542388207
5,542388216
5,542388221
5,542388222
5,542388230
5,542388237
5,542388240
5,553204845
5,593891352
5,593891353
5,593891898
5,593892122
5,593892305
5,593892308
5,593893629
5,593896213
5,593896218
5,593896220
5,593896227
5,593896374
5,593896375
5,593896376
5,593896556
5,709416337
5,709417970
5,709417972
5,711226298
5,711226300
5,711226301
5,711226302
5,711226304
5,711246536
5,711246537
5,743692196
5,743791052
5,743791053
5,746336578
5,746343980
5,746343981
5,746714937
5,746714938
5,746722001
5,746722002
5,746722006
5,746819303
5,746819304
5,747107872
5,747107873
5,761787022
5,761787023
5,772035239
5,799484283
5,799484284
5,799484742
5,799484743
5,799484744
5,799484989
5,799484990
5,799484991
5,801541802
5,801772489
5,806649663
5,806649664
5,810155078
5,810155079
5,810767266
5,811226453
5,811242781
5,811242782
5,811295402
5,811295403
5,811378705
5,811378706
5,811381632
5,811381634
5,811381635
5,811381636
5,811381637
5,811381639
5,811381640
5,811381641
5,811542680
5,811747360
5,811747361
5,811751312
5,838075006
5,840880440
5,840880441
5,841358372
5,841358374
5,841358375
5,841416061
5,841416081
5,841416084
5,841465617
5,841465621
5,841465625
5,841465626
5,841465649
5,841465663
5,841545993
5,851580265
5,851580266
5,851630907
5,851649685
5,851662008
5,851662009
5,851690408
5,851690409
5,851690410
5,851690419
5,851690420
5,851814575
5,851814576
5,854495902
5,854736631
5,855914697
5,867573909
5,867573910
5,877415190
5,877415192
5,897497322
5,897519177
5,897519179
5,897528127
5,897530274
5,900920907
5,900920908
5,901109992
5,901109993
5,901109996
5,901109997
5,901122630
5,901122631
5,901123713
5,901124058
5,901124059
5,901124339
5,901124340
5,901125065
5,901125066
5,901125385
5,901125386
5,901127650
5,901127651
5,901128987
5,901128988
5,901128989
5,901307134
5,901309900
5,901309902
5,901309903
5,901328328
5,901328329
5,901337753
5,901337754
5,901352077
5,901352078
5,901465802
5,901465803
5,901465804
5,901465805
5,901465806
5,901465807
5,901900760
5,902016769
5,902016771
5,902016773
5,902016774
5,902016793
5,902016794
5,902016796
5,902016797
5,902016798
5,902016799
5,902016800
5,902121267
5,902121271
5,902124291
5,902218040
5,902218041
5,902218042
5,905312465
5,905312466
5,907148917
5,907148918
5,907148922
5,907314479
5,910755160
5,910755162
5,910773094
5,910773095
5,910773096
5,910773097
5,910773322
5,910773323
5,910773325
5,913062630
5,913160873
5,913160875
5,913160876
5,913160878
5,913167100
5,913167101
5,913198508
5,913198509
5,913199508
5,913199509
5,913765701
5,914208608
5,932653189
5,932653190
5,942491796
5,947390104
5,947390106
5,950013160
5,984318856
5,984318857
5,984393547
5,984393548
5,985046918
5,985046919
5,985046921
5,985046922
5,985109700
5,985113599
5,985137049
5,985137051
5,985137052
5,993108509
5,993474119
5,993474120
5,993641765
5,993658557
5,994048976
5,995990809
5,995990810
5,1020530820
5,1020530822
5,1041052315
5,1041052316
5,1091220433
5,1110063762
5,1117592132
5,1117592133
5,1162461066
5,1162461067
5,1195958868
5,1195958869
5,1196279919
5,1196360316
5,1196360317
5,1199240345
5,1199546877
5,1199556340
5,1199556342
5,1201493154
5,1201493155
5,1201706354
5,1201706355
5,1201797737
5,1201797739
5,1201797740
5,1201870477
5,1201923907
5,1201923908
5,1202258581
5,1202259014
5,1202259015
5,1202654129
5,1202655416
5,1202683587
5,1202707927
5,1202708168
5,1202708169
5,1202708182
5,1202708183
5,1202749960
5,1202749961
5,1202762606
5,1202762955
5,1202875761
5,1202875762
5,1202882113
5,1202882427
5,1202882428
5,1202882510
5,1202884714
5,1202884715
5,1202884716
5,1202884717
5,1202885259
5,1202918550
5,1202921841
5,1202921977
5,1202921978
5,1202922881
5,1202922882
5,1202923716
5,1202923717
5,1203577919
5,1203628274
5,1203628275
5,1204682018
5,1204682019
5,1204704292
5,1204704293
5,1204704294
5,1204704295
5,1206623719
5,1212297514
5,1212401297
5,1212617408
5,1212622300
5,1212623592
5,1212623593
5,1212799872
5,1212799873
5,1212882810
5,1212935010
5,1212935011
5,1212935376
5,1212948168
5,1213163918
5,1213251719
5,1213252073
5,1213252120
5,1213252121
5,1213273625
5,1213273626
5,1213274215
5,1213344304
5,1213880808
5,1213880809
5,1213943484
5,1213957851
5,1213957852
5,1214292034
5,1214292035
5,1216889203
5,1216889204
5,1217204282
5,1218078482
5,1218078483
5,1218309338
5,1220141572
5,1220142203
5,1220142204
5,1220142670
5,1220156473
5,1220156474
5,1220163713
5,1220163714
5,1221713657
5,1227213368
5,1227213369
5,1227213376
5,1227213377
5,1227213383
5,1227213385
5,1227214071
5,1227214072
5,1227905340
5,1228054864
5,1231861736
5,1232100693
5,1232100694
5,1233536276
5,1233543550
5,1233543551
5,1233553662
5,1233553666
5,1246600026
6,80216812
6,80218397
6,80218398
6,80264599
6,537264640
6,537264740
6,537264831
6,537265018
6,537265203
6,537265271
6,537265294
6,537265322
6,537265357
6,537265377
6,537265427
6,537265548
6,537265556
6,537265910
6,537265917
6,537265918
6,537265935
6,537265946
6,537266020
6,537266025
6,537266026
6,537268426
6,537268556
6,537268574
6,537268618
6,537268630
6,537268753
6,537268872
6,537269126
6,537269779
6,537269957
6,537270037
6,537270069
6,537270169
6,537270199
6,537270203
6,537270260
6,537270297
6,537270311
6,537270350
6,537270360
6,537270393
6,537270659
6,537270696
6,537270772
6,537270809
6,537271037
6,537271146
6,537272103
6,537272136
6,537272218
6,537272514
6,537272654
6,537273177
6,537273222
6,537273579
6,537274152
6,537274232
6,537274743
6,537274768
6,537275179
6,537275916
6,537276379
6,537276383
6,537276385
6,537276392
6,537276396
6,537276410
6,537276415
6,537276456
6,537276481
6,537276512
6,537276553
6,537276601
6,537276772
6,537276899
6,537278013
6,537278288
6,537278461
6,537279444
6,537279892
6,537281966
6,537281967
6,537282068
6,537282069
6,537282248
6,537282543
6,537282710
6,537282725
6,537282727
6,537282813
6,537282819
6,537282823
6,537283641
6,537283657
6,537283669
6,537283683
6,537283711
6,537283712
6,537284046
6,537284083
6,537284084
6,537284085
6,537284087
6,537284137
6,537284138
6,537284140
6,537284141
6,537285060
6,537285062
6,537285065
6,537285070
6,537285263
6,537285264
6,537285277
6,537285279
6,537285307
6,537285308
6,537285908
6,537285911
6,537285912
6,537285913
6,537313049
6,537315836
6,537316254
6,537316255
6,537316315
6,537316335
6,537317514
6,537317538
6,537317716
6,537317717
6,537318558
6,537318563
6,542385049
6,542386057
6,542386059
6,542386152
6,542386153
6,542386158
6,542386173
6,542386179
6,542386187
6,542386234
6,542386245
6,542386255
6,542386257
6,542386258
6,542386276
6,542386283
6,542386287
6,542386300
6,542386302
6,542387078
6,542388649
6,542388650
6,542388652
6,545370561
6,546976937
6,591361775
6,593888741
6,593888743
6,593888804
6,593892383
6,593892386
6,593892401
6,593892437
6,593892458
6,593892493
6,593892496
6,593892498
6,593892500
6,593892505
6,593892541
6,593892542
6,593892610
6,593894159
6,593894160
6,593894161
6,593896041
6,593896042
6,593896044
6,593896046
6,593896047
6,593896048
6,593896067
6,593896068
6,593896076
6,593896239
6,709894988
6,710749121
6,710749123
6,710749124
6,710749128
6,711154021
6,711350725
6,711670088
6,722734218
6,737239216
6,737239217
6,743591128
6,743624444
6,743625018
6,743692196
6,746296533
6,746296534
6,746399856
6,746425172
6,746425173
6,746432297
6,746450522
6,746450523
6,746727615
6,746727618
6,746727620
6,746813244
6,746813245
6,746952786
6,746952787
6,746952788
6,746952789
6,747352526
6,753438782
6,753438860
6,762356238
6,762356239
6,762356240
6,762586095
6,770475631
6,770475647
6,771584138
6,771584139
6,771969716
6,772865632
6,773519959
6,773519960
6,773519961
6,773519962
6,778211403
6,779526275
6,792335889
6,792335890
6,792335891
6,792335892
6,798699944
6,798699945
6,799363012
6,799398255
6,799398256
6,799407034
6,799407035
6,799407168
6,799407169
6,799408005
6,799408006
6,799409570
6,799409571
6,801804929
6,806665482
6,811233386
6,811241897
6,811241898
6,811241922
6,811241923
6,811543709
6,811549486
6,811549488
6,811550859
6,811550860
6,811551180
6,811620717
6,811620718
6,811691317
6,811691318
6,811691319
6,811691320
6,811747582
6,811747583
6,811753782
6,811753783
6,811820153
6,811820154
6,811825825
6,811825826
6,811827355
6,811900981
6,811954679
6,811958360
6,811958361
6,812034120
6,812135608
6,812135609
6,828267954
6,828267956
6,828267962
6,828267963
6,828284490
6,828683810
6,828683811
6,829291458
6,832884225
6,832884226
6,832884228
6,832884229
6,835909493
6,851491957
6,851491959
6,851491960
6,851493543
6,851493548
6,851500029
6,851500034
6,851519858
6,851519859
6,851590547
6,851607933
6,855357835
6,855375985
6,855375986
6,867763284
6,877428737
6,877428738
6,877574491
6,877624159
6,877624160
6,880709415
6,880709416
6,900930067
6,900930069
6,900930071
6,901281241
6,901281242
6,901289900
6,901328518
6,901882221
6,901882222
6,901895975
6,901895976
6,901895977
6,901905025
6,901905026
6,901905027
6,901905028
6,901914033
6,901914034
6,902016534
6,902016535
6,902143423
6,902143424
6,902236947
6,902236948
6,902236969
6,902236970
6,906122700
6,913198270
6,913198271
6,913198274
6,913198276
6,913201030
6,913201031
6,913201035
6,919956341
6,927360582
6,927360584
6,927360585
6,927360589
6,927360597
6,927360598
6,957884410
6,990648345
6,990648346
6,990648347
6,990648348
6,990650082
6,990650083
6,990650314
6,990650319
6,990650322
6,990650323
6,990656285
6,990656287
6,990656288
6,990656289
6,990658406
6,990658419
6,990658420
6,990658424
6,990658425
6,990658426
6,990701474
6,996441026
6,996471630
6,996471631
6,996471632
6,1006462518
6,1020419444
6,1020419445
6,1046700493
6,1046700494
6,1046702945
6,1046702946
6,1046704908
6,1046704909
6,1046704912
6,1046918263
6,1046918264
6,1059922872
6,1101873157
6,1101873158
6,1102449413
6,1122893054
6,1125776041
6,1129130798
6,1129131893
6,1129131894
6,1165732334
6,1165732917
6,1165732918
6,1195959117
6,1197277598
6,1197932115
6,1199546877
6,1199546878
6,1199546879
6,1201045054
6,1201045055
6,1201259067
6,1201348319
6,1201348357
6,1201348358
6,1201766381
6,1202328809
6,1202388160
6,1202388161
6,1202388238
6,1202388241
6,1202388242
6,1202656162
6,1202656163
6,1202656175
6,1202882510
6,1202883043
6,1202883044
6,1202883809
6,1202883810
6,1202884714
6,1202884717
6,1202885595
6,1202885596
6,1203964280
6,1203964281
6,1206623719
6,1208910784
6,1208910785
6,1208910787
6,1210117145
6,1210117146
6,1210118316
6,1210174607
6,1212238012
6,1212238013
6,1212238019
6,1212238338
6,1212238339
6,1212366204
6,1212366205
6,1212377976
6,1212606159
6,1212606491
6,1212606492
6,1212611697
6,1212611698
6,1212611719
6,1212611855
6,1212611856
6,1212616565
6,1212616566
6,1212717081
6,1212718083
6,1212720307
6,1212721084
6,1212733803
6,1212736693
6,1212736694
6,1212940448
6,1212940449
6,1212943492
6,1212945171
6,1213050191
6,1213050346
6,1213050347
6,1213181479
6,1213181480
6,1213182977
6,1213182978
6,1213183491
6,1213183899
6,1213248007
6,1213252199
6,1213252259
6,1213252401
6,1213252514
6,1213252575
6,1213252610
6,1213252611
6,1213278759
6,1213278761
6,1213278762
6,1214034422
6,1214034441
6,1214034560
6,1214077737
6,1214077738
6,1214078186
6,1214078187
6,1220620299
6,1220620300
6,1221790099
6,1223999223
6,1223999224
6,1224179874
6,1224179875
6,1228126904
6,1231983614
7,80272719
7,80272939
7,80276627
7,80276628
7,537264147
7,537264151
7,537264154
7,537264184
7,537264190
7,537264232
7,537264261
7,537264262
7,537264271
7,537264292
7,537264431
7,537264858
7,537265127
7,537265917
7,537265918
7,537265935
7,537265946
7,537266020
7,537266025
7,537266026
7,537266180
7,537267291
7,537267363
7,537267405
7,537267455
7,537267490
7,537267708
7,537267733
7,537268932
7,537270349
7,537271247
7,537271363
7,537273265
7,537273273
7,537274184
7,537274338
7,537275621
7,537275694
7,537275727
7,537275750
7,537275799
7,537275820
7,537277020
7,537277535
7,537277679
7,537277842
7,537277878
7,537278099
7,537278408
7,537278623
7,537278860
7,537279154
7,537279245
7,537279247
7,537279340
7,537279892
7,537282339
7,537282341
7,537283113
7,537283116
7,537283164
7,537283167
7,537283531
7,537283641
7,537283657
7,537283669
7,537283683
7,537283697
7,537283698
7,537283705
7,537283706
7,537283711
7,537283712
7,537283732
7,537283742
7,537283743
7,537283761
7,537285610
7,537285611
7,537285613
7,537285614
7,537286109
7,537286285
7,537286296
7,537286318
7,537286321
7,537286413
7,537286546
7,537286554
7,537286725
7,537286728
7,537286729
7,537287246
7,537287247
7,537287456
7,537318537
7,537318541
7,542385049
7,542423596
7,542423599
7,542423600
7,545342446
7,545342477
7,545342478
7,545342676
7,545342721
7,545363524
7,545363530
7,545363531
7,575072305
7,591383919
7,593888727
7,593888728
7,593888804
7,593892401
7,593892437
7,593892718
7,593892740
7,593892741
7,593893212
7,593894074
7,593896536
7,593919499
7,709608958
7,709608960
7,709608961
7,709608962
7,709739456
7,709763737
7,709827369
7,711154021
7,719743314
7,720128629
7,720128646
7,721130210
7,722360347
7,722734218
7,743692196
7,743768067
7,746341946
7,746461941
7,746463329
7,746678832
7,746678833
7,746692830
7,746692831
7,746692832
7,746692833
7,746791645
7,746806841
7,746806842
7,746807302
7,746807303
7,746952786
7,746952787
7,753438782
7,753438860
7,770475647
7,771901859
7,771901860
7,771922296
7,771949327
7,772026188
7,773354377
7,773354390
7,778211403
7,799352818
7,799352819
7,811159852
7,811173924
7,811173925
7,811173928
7,811173930
7,811173931
7,811233386
7,811296462
7,811296463
7,811398036
7,811398039
7,811400303
7,811401336
7,811401337
7,811401512
7,811739151
7,811739152
7,811825135
7,811825136
7,811825139
7,811825140
7,811825825
7,811825826
7,811827976
7,811827977
7,811828467
7,811828468
7,811828940
7,811828941
7,811828942
7,812148522
7,812148523
7,812148524
7,812148525
7,812249482
7,812932689
7,812994171
7,829295591
7,832935548
7,832943044
7,837892730
7,841040166
7,851399792
7,851399793
7,851479624
7,851519858
7,851519859
7,851547803
7,851548214
7,851572056
7,851590547
7,851595662
7,851595672
7,851597841
7,851597845
7,851597846
7,851632082
7,851632083
7,856170021
7,862095168
7,868499948
7,876604948
7,876604949
7,880922640
7,880922641
7,897653416
7,897653417
7,897661127
7,897661128
7,897661133
7,897661134
7,897781140
7,900913577
7,900913578
7,900914327
7,900916040
7,900916041
7,900930062
7,900930064
7,901319003
7,901319004
7,901326444
7,901326445
7,901333251
7,901333252
7,902013374
7,902016534
7,902016535
7,912805288
7,912805291
7,912805292
7,912805307
7,913066601
7,913066602
7,927360582
7,927360584
7,927360585
7,927360589
7,927360597
7,927360598
7,927442991
7,927442994
7,927442997
7,927442998
7,927442999
7,927443002
7,927443003
7,927443005
7,927443006
7,927476794
7,927476819
7,927476820
7,937800782
7,937800783
7,937829219
7,937829220
7,990650316
7,990650317
7,990650318
7,990658408
7,990658410
7,990658412
7,990658413
7,990658414
7,990658415
7,996131513
7,996131532
7,996200449
7,996200450
7,996221007
7,996471630
7,996471631
7,996471632
7,997128220
7,997128222
7,997128223
7,997128224
7,997128228
7,997128236
7,997128242
7,997128245
7,997128246
7,997128253
7,997128254
7,997128265
7,997128266
7,997134702
7,997201580
7,997201581
7,997224889
7,997224890
7,997271239
7,997271240
7,997296361
7,1004004691
7,1046704908
7,1046704909
7,1046704912
7,1084898259
7,1104444226
7,1124379202
7,1124379203
7,1125776041
7,1127310613
7,1127310614
7,1160280323
7,1180890001
7,1180890002
7,1180890003
7,1190636428
7,1190636429
7,1191091275
7,1191091276
7,1195927022
7,1196000270
7,1196000271
7,1196163569
7,1198337610
7,1198605980
7,1199546877
7,1199546879
7,1201258566
7,1201329524
7,1201329525
7,1201334439
7,1201400877
7,1201400878
7,1201547048
7,1201547049
7,1201547051
7,1201766077
7,1201766078
7,1201924286
7,1201924287
7,1202328809
7,1202884714
7,1202884715
7,1202884717
7,1203044866
7,1203603717
7,1203964280
7,1203964281
7,1204715953
7,1205401888
7,1205401889
7,1206623719
7,1208910784
7,1208910785
