Categoria criminologa;Sottocategoria Criminologica;Circoscrizione;Localita;Area Verde;Data;Ora
Convivenza Civile;Altro;6;CENTALLO/(VIA)                                                        ;;21/10/2019;14.29
Convivenza Civile;Altro;6;SANTHIA'/(VIA)                                                        ;;21/10/2019;13.37
Convivenza Civile;Altro;1;BERTOLOTTI/DAVIDE (VIA)                                               ;;22/10/2019;12.05
Convivenza Civile;Altro;1;CARLO ALBERTO/(VIA)                                                   ;;22/10/2019;11.02
Convivenza Civile;Altro;7;VERCELLI/(CORSO)                                                      ;;23/10/2019;12.36
Convivenza Civile;Altro;2;DANDOLO/ENRICO (VIA)                                                  ;;24/10/2019;
Convivenza Civile;Altro;6;FERRARI/PAOLO (VIA)                                                   ;;24/10/2019;
Convivenza Civile;Altro;7;COLLETTA/PIETRO (LUNGO DORA)                                          ;Area Verde;24/10/2019;
Convivenza Civile;Altro;9;ARDUINO GASPARE - VERA - LIBERA (VIA)                                 ;;24/10/2019;10.28
Convivenza Civile;Altro;;;Area Verde;25/10/2019;
Convivenza Civile;Altro;4;AQUILA/(VIA)                                                          ;;25/10/2019;
Convivenza Civile;Altro;4;SVIZZERA/(CORSO)                                                      ;;25/10/2019;
Convivenza Civile;Altro;6;MADDALENE/(VIA)                                                       ;;25/10/2019;11.57
Convivenza Civile;Altro;2;CADORNA/RAFFAELE (VIA)                                                ;;27/10/2019;
Convivenza Civile;Altro;5;POTENZA/(CORSO)                                                       ;;27/10/2019;
Convivenza Civile;Altro;3;MONGINEVRO/(VIA)                                                      ;;28/10/2019;11.57
Convivenza Civile;Altro;6;MARTINA/GIOVANNI (VIA)                                                ;;29/10/2019;
Convivenza Civile;Altro;10;GARRONE FRATELLI (VIA)                                                ;;29/10/2019;
Convivenza Civile;Altro;6;RAMAZZINI/BERNARDINO                                                  ;;30/10/2019;09.14
Convivenza Civile;Altro;1;S. FRANCESCO DA PAOLA/(VIA)                                           ;;30/10/2019;11.09
Convivenza Civile;Altro;9;BENGASI/(PIAZZA)                                                      ;;31/10/2019;
Convivenza Civile;Altro;9;VILLADEATI/(VIA)                                                      ;;04/11/2019;10.48
Convivenza Civile;Altro;1;PORTA PALATINA/(VIA)                                                  ;;05/11/2019;
Convivenza Civile;Altro;2;TEMPIO PAUSANIA/(VIA)                                                 ;;05/11/2019;
Convivenza Civile;Altro;7;NAPOLI/(LUNGO DORA)                                                   ;;05/11/2019;09.58
Convivenza Civile;Altro;2;PINCHIA/CARLO (VIA)                                                   ;;05/11/2019;16.42
Convivenza Civile;Altro;5;FOLIGNO/(VIA)                                                         ;;05/11/2019;07.41
Convivenza Civile;Altro;5;NIGRA/COSTANTINO (VIA)                                                ;;06/11/2019;
Convivenza Civile;Altro;3;MONGINEVRO/(VIA)                                                      ;;07/11/2019;09.19
Convivenza Civile;Altro;5;ALTESSANO/(STRADA DI)                                                 ;;08/11/2019;10.30
Convivenza Civile;Altro;4;BORGOSESIA/(VIA)                                                      ;;11/11/2019;
Convivenza Civile;Altro;9;CERCENASCO/(VIA)                                                      ;;11/11/2019;
Convivenza Civile;Altro;3;ADRIANO/(PIAZZA)                                                      ;;11/11/2019;08.47
Convivenza Civile;Altro;5;CIRENE/(PIAZZA)                                                       ;;12/11/2019;
Convivenza Civile;Altro;6;GIULIO CESARE/(CORSO)                                                 ;;12/11/2019;
Convivenza Civile;Altro;5;VALLETTE/(STRADA DELLE)                                               ;;12/11/2019;09.22
Convivenza Civile;Altro;1;BAVA/EUSEBIO (VIA)                                                    ;;12/11/2019;12.20
Convivenza Civile;Altro;1;ARQUATA/(VIA)                                                         ;;14/11/2019;11.03
Convivenza Civile;Altro;2;SARPI/PAOLO (VIA)                                                     ;;15/11/2019;
Convivenza Civile;Altro;9;CANELLI/(VIA)                                                         ;;15/11/2019;09.36
Convivenza Civile;Altro;4;RE GIANFRANCESCO (VIA)                                                ;;16/11/2019;
Convivenza Civile;Altro;6;VERONESE/PAOLO (VIA)                                                  ;;18/11/2019;12.21
Convivenza Civile;Altro;1;DUCA DEGLI ABRUZZI/(CORSO)                                            ;;19/11/2019;
Convivenza Civile;Altro;9;NICHELINO/(VIA)                                                       ;;20/11/2019;
Convivenza Civile;Altro;3;FIDIA/(VIA)                                                           ;;21/11/2019;11.22
Convivenza Civile;Altro;2;RACCONIGI/(CORSO)                                                     ;;23/11/2019;
Convivenza Civile;Altro;5;REISS ROMOLI/GUGLIELMO (VIA)                                          ;;25/11/2019;11.30
Convivenza Civile;Altro;1;ACCADEMIA ALBERTINA/(VIA)                                             ;;26/11/2019;
Convivenza Civile;Altro;5;LULLI/G. BATTISTA (VIA)                                               ;;26/11/2019;
Convivenza Civile;Altro;6;CHERUBINI/LUIGI SALVATORE (VIA)                                       ;;26/11/2019;
Convivenza Civile;Altro;3;MONGINEVRO/(VIA)                                                      ;;26/11/2019;09.51
Convivenza Civile;Altro;;;;26/11/2019;14.46
Convivenza Civile;Altro;8;BIDONE/GIORGIO (VIA)                                                  ;;27/11/2019;10.15
Convivenza Civile;Altro;2;BUENOS AIRES/(VIA)                                                    ;;30/11/2019;
Convivenza Civile;Altro;1;CASSINI/GIAN DOMENICO (VIA)                                           ;;01/12/2019;
Convivenza Civile;Altro;;;;03/12/2019;
Convivenza Civile;Altro;2;TRIPOLI/(VIA)                                                         ;;04/12/2019;12.22
Convivenza Civile;Altro;1;ROSSINI/GIOACHINO (VIA)                                               ;;06/12/2019;
Convivenza Civile;Altro;7;TORTONA/(CORSO)                                                       ;;09/12/2019;11.01
Convivenza Civile;Altro;2;ORBASSANO/(CORSO)                                                     ;;12/12/2019;
Convivenza Civile;Altro;1;REGINA MARGHERITA/(CORSO)                                             ;;12/12/2019;10.31
Convivenza Civile;Altro;6;BARBANIA/(VIA)                                                        ;;14/12/2019;10.39
Convivenza Civile;Altro;6;GIULIO CESARE/(CORSO)                                                 ;;15/12/2019;
Convivenza Civile;Altro;6;CIMAROSA/DOMENICO (VIA)                                               ;;15/12/2019;12.48
Convivenza Civile;Altro;3;RACCONIGI/(CORSO)                                                     ;;16/12/2019;
Convivenza Civile;Altro;1;ROCCA/(VIA DELLA)                                                     ;;16/12/2019;11.41
Convivenza Civile;Altro;7;VARALLO/(VIA)                                                         ;;18/12/2019;11.10
Convivenza Civile;Altro;9;VENTIMIGLIA/(VIA)                                                     ;;19/12/2019;10.09
Convivenza Civile;Altro;9;GENOVA/(VIA)                                                          ;;19/12/2019;10.37
Convivenza Civile;Altro;6;CHERUBINI/LUIGI SALVATORE (VIA)                                       ;;19/12/2019;15.30
Convivenza Civile;Altro;6;TARANTO/(CORSO)                                                       ;;24/12/2019;09.57
Convivenza Civile;Altro;7;GIULIO CESARE/(CORSO)                                                 ;;30/12/2019;09.36
Convivenza Civile;Altro;8;MONCALIERI/(CORSO)                                                    ;;31/12/2019;09.58
Convivenza Civile;Comportamenti molesti;4;TELESIO/BERNARDINO (CORSO)                                            ;Area Verde;02/07/2019;
Convivenza Civile;Comportamenti molesti;4;ZUMAGLIA/(VIA)                                                        ;Area Verde;02/07/2019;
Convivenza Civile;Comportamenti molesti;6;TARANTO/(CORSO)                                                       ;;02/07/2019;
Convivenza Civile;Comportamenti molesti;3;S. PAOLO/(VIA)                                                        ;;03/07/2019;
Convivenza Civile;Comportamenti molesti;7;VIGEVANO/(CORSO)                                                      ;;09/07/2019;
Convivenza Civile;Comportamenti molesti;1;POMBA/GIUSEPPE (VIA)                                                  ;;10/07/2019;
Convivenza Civile;Comportamenti molesti;1;S. AGOSTINO/(VIA)                                                     ;;10/07/2019;
Convivenza Civile;Comportamenti molesti;3;DI NANNI/DANTE (VIA)                                                  ;;11/07/2019;
Convivenza Civile;Comportamenti molesti;4;FRANCIA/(CORSO)                                                       ;;12/07/2019;
Convivenza Civile;Comportamenti molesti;7;S. GIULIA/(PIAZZA)                                                    ;;12/07/2019;11.01
Convivenza Civile;Comportamenti molesti;6;PALERMO/(CORSO)                                                       ;;15/07/2019;
Convivenza Civile;Comportamenti molesti;5;REISS ROMOLI/GUGLIELMO (VIA)                                          ;;16/07/2019;
Convivenza Civile;Comportamenti molesti;1;MASSENA/ANDREA (VIA)                                                  ;;18/07/2019;
Convivenza Civile;Comportamenti molesti;7;PRINCIPE ODDONE/(CORSO)                                               ;;19/07/2019;
Convivenza Civile;Comportamenti molesti;1;PO/(VIA)                                                              ;;23/07/2019;
Convivenza Civile;Comportamenti molesti;4;BALME/(VIA)                                                           ;;27/07/2019;
Convivenza Civile;Comportamenti molesti;5;PRIMULE/(VIA DELLE)                                                   ;;01/08/2019;
Convivenza Civile;Comportamenti molesti;7;PISA/(VIA)                                                            ;;04/08/2019;
Convivenza Civile;Comportamenti molesti;7;VOGHERA/(LUNGO DORA)                                                  ;;05/08/2019;
Convivenza Civile;Comportamenti molesti;5;CHIESA DELLA SALUTE/(VIA)                                             ;;06/08/2019;
Convivenza Civile;Comportamenti molesti;5;STRADELLA/(VIA)                                                       ;;08/08/2019;
Convivenza Civile;Comportamenti molesti;3;FENOGLIO GIUSEPPE (BEPPE) (VIA)                                       ;;08/08/2019;07.54
Convivenza Civile;Comportamenti molesti;1;S. DOMENICO/(VIA)                                                     ;;29/08/2019;
Convivenza Civile;Comportamenti molesti;1;ARQUATA/(VIA)                                                         ;;06/09/2019;
Convivenza Civile;Comportamenti molesti;3;CHALLANT/(VIA)                                                        ;;09/09/2019;10.18
Convivenza Civile;Comportamenti molesti;1;PRATI/GIOVANNI (VIA)                                                  ;;16/09/2019;
Convivenza Civile;Comportamenti molesti;6;MARTORELLI/RENATO (VIA)                                               ;;16/09/2019;
Convivenza Civile;Comportamenti molesti;8;PRINCIPE TOMMASO/(VIA)                                                ;;16/09/2019;
Convivenza Civile;Comportamenti molesti;1;VITTORIO EMANUELE II/(CORSO)                                          ;;18/09/2019;
Convivenza Civile;Comportamenti molesti;4;LECCE/(CORSO)                                                         ;;19/09/2019;
Convivenza Civile;Comportamenti molesti;7;BRESCIA/(CORSO)                                                       ;;23/09/2019;13.55
Convivenza Civile;Comportamenti molesti;1;S. MARIA/(VIA)                                                        ;;26/09/2019;
Convivenza Civile;Comportamenti molesti;1;ARQUATA/(VIA)                                                         ;;27/09/2019;
Convivenza Civile;Comportamenti molesti;7;ARTISTI/(VIA)                                                         ;;04/10/2019;
Convivenza Civile;Comportamenti molesti;4;COSSA/PIETRO (VIA)                                                    ;;08/10/2019;
Convivenza Civile;Comportamenti molesti;6;VISTRORIO/(VIA)                                                       ;;08/10/2019;
Convivenza Civile;Comportamenti molesti;7;GIULIA DI BAROLO/(VIA)                                                ;;15/10/2019;
Convivenza Civile;Comportamenti molesti;7;GIULIA DI BAROLO/(VIA)                                                ;;15/10/2019;
Convivenza Civile;Comportamenti molesti;8;VITTORIO EMANUELE II/(CORSO)                                          ;;17/10/2019;
Convivenza Civile;Comportamenti molesti;7;BERGAMO/(VIA)                                                         ;;25/10/2019;
Convivenza Civile;Comportamenti molesti;;;;29/10/2019;
Convivenza Civile;Comportamenti molesti;5;LOMBARDIA/(CORSO)                                                     ;;29/10/2019;12.09
Convivenza Civile;Comportamenti molesti;7;VERCELLI/(CORSO)                                                      ;;30/10/2019;
Convivenza Civile;Comportamenti molesti;5;CHIESA DELLA SALUTE/(VIA)                                             ;;04/11/2019;09.13
Convivenza Civile;Comportamenti molesti;6;REISS ROMOLI/GUGLIELMO (VIA)                                          ;;05/11/2019;
Convivenza Civile;Comportamenti molesti;8;MONCALIERI/(CORSO)                                                    ;;12/11/2019;
Convivenza Civile;Comportamenti molesti;7;NAPOLI/(LUNGO DORA)                                                   ;;22/11/2019;15.17
Convivenza Civile;Comportamenti molesti;3;ROBILANT GENERALE CARLO DI (PIAZZA)                                   ;;26/11/2019;
Convivenza Civile;Comportamenti molesti;1;SACCHI/PAOLO (VIA)                                                    ;;29/11/2019;
Convivenza Civile;Comportamenti molesti;5;VILLAR/(VIA)                                                          ;;29/11/2019;10.44
Convivenza Civile;Comportamenti molesti;7;CADORE/(CORSO)                                                        ;;06/12/2019;
Convivenza Civile;Comportamenti molesti;9;PAOLI/PASQUALE (VIA)                                                  ;;10/12/2019;11.42
Convivenza Civile;Disturbi altri animali;6;SETTIMO/(STRADA DI)                                                   ;;02/07/2019;09.41
Convivenza Civile;Disturbi Cani;5;DE MARCHI/EMILIO (VIA)                                                ;;01/07/2019;
Convivenza Civile;Disturbi Cani;4;PALMIERI/PIETRO (VIA)                                                 ;;04/07/2019;
Convivenza Civile;Disturbi Cani;9;CANELLI/(VIA)                                                         ;;05/07/2019;
Convivenza Civile;Disturbi Cani;2;LANUSEI/(VIA)                                                         ;;06/07/2019;
Convivenza Civile;Disturbi Cani;3;SESTRIERE/(VIA)                                                       ;;11/07/2019;10.31
Convivenza Civile;Disturbi Cani;6;TASCA/ANGELO (VIA)                                                    ;;17/07/2019;
Convivenza Civile;Disturbi Cani;1;EMANUELE FILIBERTO/(PIAZZA)                                           ;;24/07/2019;
Convivenza Civile;Disturbi Cani;4;LECCE/(CORSO)                                                         ;;26/07/2019;
Convivenza Civile;Disturbi Cani;6;VISTRORIO/(VIA)                                                       ;;29/07/2019;
Convivenza Civile;Disturbi Cani;5;TIBALDI/PELLEGRINO (VIA)/                                             ;;07/08/2019;
Convivenza Civile;Disturbi Cani;6;ULIVI/(VIA DEGLI)                                                     ;;07/08/2019;
Convivenza Civile;Disturbi Cani;5;VAL DELLA TORRE/(VIA)                                                 ;;01/09/2019;
Convivenza Civile;Disturbi Cani;7;CHIAVES/DESIDERATO (PIAZZA)                                           ;;02/09/2019;11.29
Convivenza Civile;Disturbi Cani;5;BARACCA/FRANCESCO (VIA)                                               ;;06/09/2019;07.39
Convivenza Civile;Disturbi Cani;3;VITTORIO EMANUELE II/(CORSO)                                          ;;18/09/2019;
Convivenza Civile;Disturbi Cani;7;BRA/(VIA)                                                             ;;23/09/2019;
Convivenza Civile;Disturbi Cani;7;VOGHERA/(LUNGO DORA)                                                  ;;23/09/2019;15.21
Convivenza Civile;Disturbi Cani;9;TRAIANO/(CORSO)                                                       ;;02/10/2019;
Convivenza Civile;Disturbi Cani;6;MADDALENE/(VIA)                                                       ;;07/10/2019;10.28
Convivenza Civile;Disturbi Cani;9;MONTEVIDEO/(VIA)                                                      ;;11/10/2019;14.27
Convivenza Civile;Disturbi Cani;9;SEBASTOPOLI/(CORSO)                                                   ;;24/10/2019;
Convivenza Civile;Disturbi Cani;1;PIAZZI/GIUSEPPE (VIA)                                                 ;;07/11/2019;
Convivenza Civile;Disturbi Cani;3;THURES/(VIA)                                                          ;;07/11/2019;12.21
Convivenza Civile;Disturbi Cani;2;ROSSELLI/CARLO E NELLO (CORSO)                                        ;;11/11/2019;10.00
Convivenza Civile;Disturbi Cani;2;SALVEMINI/GAETANO (CORSO)                                             ;;14/11/2019;15.03
Convivenza Civile;Disturbi Cani;7;CIRIE'/(VIA)                                                          ;;20/11/2019;
Convivenza Civile;Disturbi Cani;6;RAMAZZINI/BERNARDINO                                                  ;;21/11/2019;13.11
Convivenza Civile;Disturbi Cani;4;NAZZARO/VINCENZO (VIA)                                                ;;27/11/2019;
Convivenza Civile;Disturbi Cani;8;GIOTTO/(VIA)                                                          ;;27/11/2019;13.45
Convivenza Civile;Disturbi Cani;5;VAL DELLA TORRE/(VIA)                                                 ;;02/12/2019;
Convivenza Civile;Disturbi Cani;3;RACCONIGI/(CORSO)                                                     ;;04/12/2019;11.52
Convivenza Civile;Disturbi Cani;2;CIMABUE/(VIA)                                                         ;;10/12/2019;14.30
Convivenza Civile;Disturbi Cani;6;TASCA/ANGELO (VIA)                                                    ;;12/12/2019;14.57
Convivenza Civile;Disturbi Cani;6;MARTINA/GIOVANNI (VIA)                                                ;;16/12/2019;10.29
Convivenza Civile;Disturbi Cani;1;GOVONE/GIUSEPPE (CORSO)                                               ;;19/12/2019;
Convivenza Civile;Disturbi Cani;5;VITERBO/(VIA)                                                         ;;29/12/2019;
Convivenza Civile;Disturbi da locali;8;BELFIORE/(VIA)                                                        ;;01/07/2019;09.56
Convivenza Civile;Disturbi da locali;7;CATANIA/(VIA)                                                         ;;03/07/2019;12.22
Convivenza Civile;Disturbi da locali;7;BRESCIA/(CORSO)                                                       ;;07/07/2019;
Convivenza Civile;Disturbi da locali;7;NIETZSCHE/FEDERICO (VIA)                                              ;;08/07/2019;10.15
Convivenza Civile;Disturbi da locali;7;AGUDIO/TOMMASO (VIA)                                                  ;;09/07/2019;09.39
Convivenza Civile;Disturbi da locali;7;S. OTTAVIO/(VIA)                                                      ;;09/07/2019;08.16
