"Categoria criminologa","Sottocategoria Criminologica","Circoscrizione","Localita","Area Verde","Data","Ora"
"Convivenza Civile","Altro",4,"LIVORNO/(VIA)                                                         ",,"21/07/2016",
"Convivenza Civile","Altro",5,"S. PANCRAZIO/(VIA)                                                    ",,"21/07/2016",
"Convivenza Civile","Altro",7,"CIGLIANO/(VIA)                                                        ",,"21/07/2016",
"Convivenza Civile","Altro",,,,"22/07/2016",
"Convivenza Civile","Altro",1,"DORIA/ANDREA (VIA)                                                    ",,"22/07/2016",
"Convivenza Civile","Altro",7,"PERUGIA/(VIA)                                                         ",,"22/07/2016",
"Convivenza Civile","Altro",4,"CARRERA/VALENTINO (VIA)                                               ",,"23/07/2016",
"Convivenza Civile","Altro",3,"RACCONIGI/(CORSO)                                                     ",,"24/07/2016",
"Convivenza Civile","Altro",5,"LANZO/(STRADA)                                                        ",,"25/07/2016",
"Convivenza Civile","Altro",4,"FIANO/(VIA)                                                           ",,"26/07/2016",
"Convivenza Civile","Altro",4,"GRAVERE/(VIA)                                                         ",,"27/07/2016",
"Convivenza Civile","Altro",6,"BIASONI/(STRADA DEI)                                                  ",,"27/07/2016",
"Convivenza Civile","Altro",3,"DI NANNI/DANTE (VIA)                                                  ",,"28/07/2016",
"Convivenza Civile","Altro",3,"MONTE CUCCO/(CORSO)                                                   ",,"28/07/2016",
"Convivenza Civile","Altro",8,"FOA'/PIO (VIA)                                                        ",,"28/07/2016",
"Convivenza Civile","Altro",1,"REGINA MARGHERITA/(CORSO)                                             ",,"29/07/2016",
"Convivenza Civile","Altro",8,"GALLIARI/BERNARDINO (VIA)                                             ",,"29/07/2016",
"Convivenza Civile","Altro",1,"VITTORIO VENETO/(PIAZZA)                                              ",,"30/07/2016",
"Convivenza Civile","Altro",8,"CALVO/EDOARDO (VIA)                                                   ",,"30/07/2016",
"Convivenza Civile","Altro",3,"MONGINEVRO/(VIA)                                                      ",,"01/08/2016",
"Convivenza Civile","Altro",6,"BOLOGNA/(VIA)                                                         ",,"01/08/2016",
"Convivenza Civile","Altro",3,"SPALATO/(VIA)                                                         ",,"02/08/2016",
"Convivenza Civile","Altro",5,"CAMPIGLIA/(VIA)                                                       ",,"02/08/2016",
"Convivenza Civile","Altro",4,"COSSA/PIETRO (VIA)                                                    ",,"03/08/2016",
"Convivenza Civile","Altro",5,"BORGARO/(VIA)                                                         ",,"03/08/2016",
"Convivenza Civile","Altro",5,"BORSI/GIOSUE' (VIA)                                                   ",,"03/08/2016",
"Convivenza Civile","Altro",7,"BELGIO/(CORSO)                                                        ",,"03/08/2016",
"Convivenza Civile","Altro",7,"MONGRANDO/(VIA)                                                       ",,"03/08/2016",
"Convivenza Civile","Altro",8,"MADAMA CRISTINA/(VIA)                                                 ",,"03/08/2016",
"Convivenza Civile","Altro",9,"PASSO BUOLE/(VIA)                                                     ",,"03/08/2016",
"Convivenza Civile","Altro",2,"VEGLIA/(VIA)                                                          ",,"04/08/2016",
"Convivenza Civile","Altro",5,"TOSCANA/(LARGO)                                                       ",,"04/08/2016",
"Convivenza Civile","Altro",6,"COGNE/(VIA)                                                           ",,"04/08/2016",
"Convivenza Civile","Altro",1,"CARLO ALBERTO/(PIAZZA)                                                ",,"04/08/2016","14.55"
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"05/08/2016",
"Convivenza Civile","Altro",8,"RONCHI AI CUNIOLI ALTI/(STRADA DAI)                                   ",,"05/08/2016","12.10"
"Convivenza Civile","Altro",3,"BEAUMONT/CLAUDIO (VIA)                                                ",,"08/08/2016",
"Convivenza Civile","Altro",6,"SANTHIA'/(VIA)                                                        ",,"09/08/2016",
"Convivenza Civile","Altro",1,"EMANUELE FILIBERTO/(PIAZZA)                                           ",,"10/08/2016",
"Convivenza Civile","Altro",1,"STATUTO/(PIAZZA)                                                      ",,"11/08/2016",
"Convivenza Civile","Altro",1,"PRINCIPE AMEDEO/(VIA)                                                 ",,"11/08/2016","09.42"
"Convivenza Civile","Altro",6,"REISS ROMOLI/GUGLIELMO (VIA)                                          ",,"11/08/2016","12.15"
"Convivenza Civile","Altro",6,"ARRIVORE/(STRADA DELL')                                               ",,"12/08/2016",
"Convivenza Civile","Altro",7,"FIRENZE/(LUNGO DORA)                                                  ",,"12/08/2016",
"Convivenza Civile","Altro",6,"COLONNA/VITTORIA (VIA)                                                ",,"16/08/2016",
"Convivenza Civile","Altro",6,"VIGEVANO/(CORSO)                                                      ",,"16/08/2016",
"Convivenza Civile","Altro",8,"RIBET/GIOVANNI (VIA)                                                  ",,"16/08/2016",
"Convivenza Civile","Altro",9,"CORRADINO/CORRADO (VIA)                                               ",,"16/08/2016",
"Convivenza Civile","Altro",6,"AMBROSIO/ARTURO (VIA)                                                 ",,"18/08/2016",
"Convivenza Civile","Altro",6,"VERCELLI/(CORSO)                                                      ",,"18/08/2016",
"Convivenza Civile","Altro",1,"EGIDI/PIETRO (VIA)                                                    ",,"19/08/2016",
"Convivenza Civile","Altro",2,"SIRACUSA/(CORSO)                                                      ",,"19/08/2016",
"Convivenza Civile","Altro",6,"BOLOGNA/(VIA)                                                         ",,"19/08/2016",
"Convivenza Civile","Altro",8,"SALUZZO/(VIA)                                                         ",,"19/08/2016",
"Convivenza Civile","Altro",7,"PISANO/ANDREA (VIA)                                                   ",,"22/08/2016","13.50"
"Convivenza Civile","Altro",7,"NOVARA/(CORSO)                                                        ",,"24/08/2016","13.43"
"Convivenza Civile","Altro",1,"REGINA MARGHERITA/(CORSO)                                             ",,"24/08/2016","14.20"
"Convivenza Civile","Altro",4,"PEYRON/AMEDEO (PIAZZA)                                                ",,"24/08/2016","14.29"
"Convivenza Civile","Altro",6,"CARO ANNIBAL/(VIA) (LEGGI ANNIBAL CARO)                               ",,"25/08/2016","11.16"
"Convivenza Civile","Altro",2,"COSENZA/(CORSO)                                                       ",,"26/08/2016","13.00"
"Convivenza Civile","Altro",1,"BERTOLA/ANTONIO GIUSEPPE (VIA)                                        ",,"27/08/2016",
"Convivenza Civile","Altro",2,"ORBASSANO/(CORSO)                                                     ",,"28/08/2016",
"Convivenza Civile","Altro",6,"LEINI'/(VIA)                                                          ",,"28/08/2016",
"Convivenza Civile","Altro",4,"PEROTTI/GIUSEPPE (PIAZZA)                                             ",,"29/08/2016",
"Convivenza Civile","Altro",9,"CAIO PLINIO/(CORSO)                                                   ",,"29/08/2016",
"Convivenza Civile","Altro",2,"BOSTON/(VIA)                                                          ",,"30/08/2016","12.03"
"Convivenza Civile","Altro",4,"GALVANI/LUIGI (VIA)                                                   ",,"31/08/2016",
"Convivenza Civile","Altro",6,"CRISPI/FRANCESCO (PIAZZA)                                             ",,"01/09/2016",
"Convivenza Civile","Altro",7,"COMO/(VIA)                                                            ",,"01/09/2016",
"Convivenza Civile","Altro",5,"RANDACCIO/GIOVANNI (VIA)                                              ",,"02/09/2016",
"Convivenza Civile","Altro",5,"STOPPANI/ANTONIO (VIA)                                                ",,"04/09/2016",
"Convivenza Civile","Altro",4,"ASCOLI/GRAZIADIO (VIA)                                                ",,"05/09/2016",
"Convivenza Civile","Altro",4,"CEVA/(VIA)                                                            ",,"05/09/2016",
"Convivenza Civile","Altro",5,"COSSA/PIETRO (VIA)                                                    ",,"05/09/2016",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"05/09/2016",
"Convivenza Civile","Altro",3,"DI NANNI/DANTE (VIA)                                                  ",,"06/09/2016",
"Convivenza Civile","Altro",3,"LIONE/(CORSO)                                                         ",,"06/09/2016",
"Convivenza Civile","Altro",6,"QUERCE/(VIA DELLE)                                                    ",,"06/09/2016",
"Convivenza Civile","Altro",4,"TASSONI/ALESSANDRO (CORSO)                                            ",,"07/09/2016",
"Convivenza Civile","Altro",6,"BERTOLLA/(STRADA)                                                     ",,"07/09/2016",
"Convivenza Civile","Altro",1,"CAMERANA/GIOVANNI (VIA)                                               ",,"08/09/2016",
"Convivenza Civile","Altro",1,"LAGRANGE/GIUSEPPE LUIGI (VIA)                                         ",,"08/09/2016",
"Convivenza Civile","Altro",1,"MAZZINI/GIUSEPPE (VIA)                                                ",,"08/09/2016",
"Convivenza Civile","Altro",1,"TRIESTE/(CORSO)                                                       ",,"08/09/2016",
"Convivenza Civile","Altro",3,"BRUNELLESCHI/FILIPPO (CORSO)                                          ",,"08/09/2016",
"Convivenza Civile","Altro",5,"LIGURIA/(LUNGO DORA)                                                  ",,"08/09/2016",
"Convivenza Civile","Altro",5,"SOSPELLO/(VIA)                                                        ",,"08/09/2016",
"Convivenza Civile","Altro",7,"MONDOVI'/(VIA)                                                        ",,"08/09/2016",
"Convivenza Civile","Altro",6,"CAVAGNOLO/(VIA)                                                       ",,"09/09/2016",
"Convivenza Civile","Altro",6,"CIGNA/FRANCESCO (VIA)                                                 ",,"09/09/2016",
"Convivenza Civile","Altro",6,"PALESTRINA/PIER LUIGI (VIA)                                           ",,"12/09/2016",
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)                                          ",,"13/09/2016",
"Convivenza Civile","Altro",3,"BRUNELLESCHI/FILIPPO (CORSO)                                          ",,"13/09/2016",
"Convivenza Civile","Altro",4,"GAMBA/ENRICO (CORSO)                                                  ",,"13/09/2016",
"Convivenza Civile","Altro",6,"VALPRATO/(VIA)                                                        ",,"13/09/2016",
"Convivenza Civile","Altro",8,"PICCO/ALBERTO (CORSO)                                                 ",,"13/09/2016",
"Convivenza Civile","Altro",8,"TIZIANO VECELLIO/(VIA)                                                ",,"13/09/2016",
"Convivenza Civile","Altro",9,"UNIONE SOVIETICA/(CORSO)                                              ",,"14/09/2016",
"Convivenza Civile","Altro",1,"GARIBALDI/GIUSEPPE (VIA)                                              ",,"15/09/2016",
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)                                          ",,"15/09/2016",
"Convivenza Civile","Altro",3,"BEAUMONT/CLAUDIO (VIA)                                                ",,"15/09/2016",
"Convivenza Civile","Altro",6,"VERONESE/PAOLO (VIA)                                                  ",,"15/09/2016",
"Convivenza Civile","Altro",7,"PIOSSASCO/(VIA)                                                       ",,"15/09/2016",
"Convivenza Civile","Altro",9,"PAOLI/PASQUALE (VIA)                                                  ",,"15/09/2016",
"Convivenza Civile","Altro",1,"GIOBERTI/VINCENZO (VIA)                                               ",,"16/09/2016",
"Convivenza Civile","Altro",1,"S. MAURIZIO/(CORSO)                                                   ",,"16/09/2016",
"Convivenza Civile","Altro",5,"ASSISI/(VIA)                                                          ",,"16/09/2016",
"Convivenza Civile","Altro",6,"LEMMI/FRANCESCO (VIA)                                                 ",,"17/09/2016",
"Convivenza Civile","Altro",6,"PUCCINI/GIACOMO (VIA)                                                 ",,"18/09/2016",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)                                                 ",,"19/09/2016",
"Convivenza Civile","Altro",7,"BORGO DORA/(VIA)                                                      ",,"19/09/2016",
"Convivenza Civile","Altro",4,"GRAVERE/(VIA)                                                         ",,"20/09/2016",
"Convivenza Civile","Altro",6,"SALASSA/(VIA)                                                         ",,"20/09/2016",
"Convivenza Civile","Altro",7,"VERCELLI/(CORSO)                                                      ",,"20/09/2016",
"Convivenza Civile","Altro",9,"BAIARDI/PIETRO (VIA)                                                  ",,"21/09/2016",
"Convivenza Civile","Altro",1,"EMANUELE FILIBERTO/(PIAZZA)                                           ",,"22/09/2016",
"Convivenza Civile","Altro",1,"VITTORIO VENETO/(PIAZZA)                                              ",,"22/09/2016",
"Convivenza Civile","Altro",6,"VIGEVANO/(CORSO)                                                      ",,"22/09/2016",
"Convivenza Civile","Altro",8,"S. VINCENZO/(STRADA)                                                  ",,"22/09/2016",
"Convivenza Civile","Altro",3,"CAVALLI/GIOVANNI CARLO (VIA)                                          ",,"23/09/2016",
"Convivenza Civile","Altro",4,"RIVOLI/(PIAZZA)                                                       ",,"23/09/2016",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)                                                 ",,"23/09/2016",
"Convivenza Civile","Altro",7,"VAL S. MARTINO SUPERIORE/(STRADA)                                     ",,"23/09/2016",
"Convivenza Civile","Altro",9,"TRAIANO/(CORSO)                                                       ",,"23/09/2016",
"Convivenza Civile","Altro",3,"ADAMELLO/(VIA)                                                        ",,"24/09/2016",
"Convivenza Civile","Altro",4,"SVIZZERA/(CORSO)                                                      ",,"25/09/2016",
"Convivenza Civile","Altro",1,"ARQUATA/(VIA)                                                         ",,"26/09/2016",
"Convivenza Civile","Altro",4,"CASALIS/GOFFREDO (VIA)                                                ",,"26/09/2016",
"Convivenza Civile","Altro",4,"TASSONI/ALESSANDRO (CORSO)                                            ",,"26/09/2016",
"Convivenza Civile","Altro",1,"GIOBERTI/VINCENZO (VIA)                                               ",,"27/09/2016",
"Convivenza Civile","Altro",4,"TASSONI/ALESSANDRO (CORSO)                                            ",,"27/09/2016",
"Convivenza Civile","Altro",5,"LORENZINI/CARLO (VIA)                                                 ",,"27/09/2016",
"Convivenza Civile","Altro",9,"FILADELFIA/(VIA)                                                      ",,"27/09/2016","14.42"
"Convivenza Civile","Altro",,,,"28/09/2016",
"Convivenza Civile","Altro",5,"MOLISE/(CORSO)                                                        ",,"29/09/2016",
"Convivenza Civile","Altro",6,"SCOTELLARO/ROCCO (VIA)                                                ",,"29/09/2016",
"Convivenza Civile","Altro",5,"CINCINNATO/L. QUINZIO (CORSO)                                         ",,"30/09/2016","12.09"
"Convivenza Civile","Altro",3,"RACCONIGI/(LARGO)                                                     ",,"03/10/2016",
"Convivenza Civile","Altro",6,"PALESTRINA/PIER LUIGI (VIA)                                           ",,"08/10/2016",
"Convivenza Civile","Altro",8,"MADAMA CRISTINA/(PIAZZA)                                              ",,"08/10/2016",
"Convivenza Civile","Altro",1,"VENTI SETTEMBRE/(VIA)                                                 ",,"10/10/2016",
"Convivenza Civile","Altro",4,"MASSAUA/(PIAZZA)                                                      ",,"10/10/2016",
"Convivenza Civile","Altro",6,"BRANDIZZO/(VIA)                                                       ",,"10/10/2016",
"Convivenza Civile","Altro",6,"GALLINA/GIACINTO (VIA)                                                ",,"10/10/2016",
"Convivenza Civile","Altro",1,"S. TOMMASO/(VIA)                                                      ",,"12/10/2016",
"Convivenza Civile","Altro",1,"TORRICELLI EVANGELISTA/(VIA)                                          ",,"12/10/2016",
"Convivenza Civile","Altro",2,"COSENZA/(CORSO)                                                       ",,"12/10/2016",
"Convivenza Civile","Altro",4,"SACCO E VANZETTI/(CORSO)                                              ",,"12/10/2016",
"Convivenza Civile","Altro",1,"BONAFOUS/ALFONSO (VIA)                                                ",,"13/10/2016",
"Convivenza Civile","Altro",6,"WUILLERMIN/RENATO (VIA)                                               ",,"13/10/2016",
"Convivenza Civile","Altro",1,"MATTEOTTI/GIACOMO (CORSO)                                             ",,"14/10/2016",
"Convivenza Civile","Altro",1,"S. TERESA/(VIA)                                                       ",,"14/10/2016",
"Convivenza Civile","Altro",7,"VERONA/(CORSO)                                                        ",,"14/10/2016",
"Convivenza Civile","Altro",8,"VOLANTE/GUIDO (STRADA)                                                ",,"14/10/2016",
"Convivenza Civile","Altro",6,"SCOTELLARO/ROCCO (VIA)                                                ",,"15/10/2016",
"Convivenza Civile","Altro",4,"ASINARI DI BERNEZZO/VITTORIO (VIA)                                    ",,"17/10/2016",
"Convivenza Civile","Altro",6,"BOTTESINI/GIOVANNI (PIAZZA)                                           ",,"17/10/2016",
"Convivenza Civile","Altro",7,"REPUBBLICA/(PIAZZA DELLA)                                             ",,"17/10/2016",
"Convivenza Civile","Altro",7,"S. GIULIA/(VIA)                                                       ",,"17/10/2016",
"Convivenza Civile","Altro",8,"SOMMEILLER/GERMANO (CORSO)                                            ",,"17/10/2016",
"Convivenza Civile","Altro",10,"VIGLIANI/ONORATO (VIA)                                                ",,"17/10/2016",
"Convivenza Civile","Altro",9,"THONON/(VIA)                                                          ",,"18/10/2016",
"Convivenza Civile","Altro",4,"RIVARA/(VIA)                                                          ",,"19/10/2016",
"Convivenza Civile","Altro",9,"VENTIMIGLIA/(VIA)                                                     ",,"19/10/2016",
"Convivenza Civile","Altro",1,"CADORNA/LUIGI (LUNGO PO)                                              ",,"20/10/2016",
"Convivenza Civile","Altro",1,"RATTAZZI/URBANO (VIA)                                                 ",,"20/10/2016",
"Convivenza Civile","Altro",4,"TELESIO/BERNARDINO (CORSO)                                            ",,"20/10/2016",
"Convivenza Civile","Altro",7,"CATANIA/(VIA)                                                         ",,"20/10/2016",
"Convivenza Civile","Altro",7,"PISA/(VIA)                                                            ",,"20/10/2016",
"Convivenza Civile","Altro",7,"REGGIO/(VIA)                                                          ",,"20/10/2016",
"Convivenza Civile","Altro",10,"ROVEDA/GIOVANNI (VIA)                                                 ",,"20/10/2016",
"Convivenza Civile","Altro",9,"VENTIMIGLIA/(VIA)                                                     ",,"21/10/2016",
"Convivenza Civile","Altro",5,"LOMBARDIA/(CORSO)                                                     ",,"21/10/2016","13.30"
"Convivenza Civile","Altro",1,"RATTAZZI/URBANO (VIA)                                                 ",,"23/10/2016",
"Convivenza Civile","Altro",1,"MAZZINI/GIUSEPPE (VIA)                                                ",,"24/10/2016",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"24/10/2016",
"Convivenza Civile","Altro",7,"TORTONA/(CORSO)                                                       ",,"24/10/2016",
"Convivenza Civile","Altro",8,"S. MARGHERITA/(STRADA)                                                ",,"24/10/2016","13.34"
"Convivenza Civile","Altro",3,"LIONE/(CORSO)                                                         ",,"25/10/2016",
"Convivenza Civile","Altro",5,"GANDINO/GIOVANNI BATTISTA (VIA)                                       ",,"25/10/2016",
"Convivenza Civile","Altro",9,"ARDUINO GASPARE - VERA - LIBERA (VIA)                                 ",,"25/10/2016",
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)                                          ",,"26/10/2016",
"Convivenza Civile","Altro",3,"LANCIA/VINCENZO (VIA)                                                 ",,"26/10/2016",
"Convivenza Civile","Altro",8,"RAFFAELLO/(CORSO)                                                     ",,"26/10/2016",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)                                                 ",,"27/10/2016",
"Convivenza Civile","Altro",2,"TEMPIO PAUSANIA/(VIA)                                                 ",,"01/11/2016",
"Convivenza Civile","Altro",3,"DUCHESSA JOLANDA/(VIA)                                                ",,"02/11/2016",
