"Categoria criminologa","Sottocategoria Criminologica","Circoscrizione","Localita","Area Verde","Data","Ora"
"Convivenza Civile","Aggregazioni giovanili",4,"PEYRON/AMEDEO (PIAZZA)                                                ",,"30/06/2016",
"Convivenza Civile","Altro",6,"TARANTO/(CORSO)                                                       ",,"02/01/2016",
"Convivenza Civile","Altro",2,"BOSTON/(VIA)                                                          ",,"04/01/2016",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)                                                 ",,"04/01/2016",
"Convivenza Civile","Altro",1,"BERTOLA/ANTONIO GIUSEPPE (VIA)                                        ",,"05/01/2016",
"Convivenza Civile","Altro",1,"ASSIETTA/(VIA)                                                        ",,"07/01/2016",
"Convivenza Civile","Altro",8,"LUGARO/ERNESTO (VIA)                                                  ",,"07/01/2016",
"Convivenza Civile","Altro",2,"SANREMO/(VIA)                                                         ",,"08/01/2016","08.08"
"Convivenza Civile","Altro",7,"BORGO DORA/(VIA)                                                      ",,"11/01/2016",
"Convivenza Civile","Altro",7,"BRA/(VIA)                                                             ",,"12/01/2016",
"Convivenza Civile","Altro",10,"ARTOM/EMANUELE (VIA)                                                  ",,"12/01/2016","13.14"
"Convivenza Civile","Altro",4,"MARTINETTO/(VIA)                                                      ",,"13/01/2016",
"Convivenza Civile","Altro",5,"COPPINO/MICHELE (VIA)                                                 ",,"13/01/2016",
"Convivenza Civile","Altro",6,"SANTHIA'/(VIA)                                                        ",,"13/01/2016",
"Convivenza Civile","Altro",3,"FERRUCCI/FRANCESCO (CORSO)                                            ",,"13/01/2016","18.20"
"Convivenza Civile","Altro",1,"MONTE DI PIETA'/(VIA)                                                 ",,"14/01/2016",
"Convivenza Civile","Altro",10,"VIGLIANI/ONORATO (VIA)                                                ",,"14/01/2016",
"Convivenza Civile","Altro",7,"ALESSANDRIA/(VIA)                                                     ",,"15/01/2016",
"Convivenza Civile","Altro",5,"REISS ROMOLI/GUGLIELMO (VIA)                                          ",,"15/01/2016","12.56"
"Convivenza Civile","Altro",6,"LEMMI/FRANCESCO (VIA)                                                 ",,"15/01/2016","12.56"
"Convivenza Civile","Altro",7,"VERCELLI/(CORSO)                                                      ",,"15/01/2016","12.56"
"Convivenza Civile","Altro",6,"CAVAGLIA'/ENRICO (VIA)                                                ",,"16/01/2016",
"Convivenza Civile","Altro",1,"MAZZINI/GIUSEPPE (VIA)                                                ",,"18/01/2016",
"Convivenza Civile","Altro",7,"OSLAVIA/(VIA)                                                         ",,"18/01/2016",
"Convivenza Civile","Altro",1,"CESARE AUGUSTO/(PIAZZA)                                               ",,"18/01/2016","12.47"
"Convivenza Civile","Altro",4,"BALME/(VIA)                                                           ",,"20/01/2016",
"Convivenza Civile","Altro",4,"CARRERA/VALENTINO (VIA)                                               ",,"20/01/2016",
"Convivenza Civile","Altro",7,"SIENA/(LUNGO DORA)                                                    ",,"20/01/2016",
"Convivenza Civile","Altro",6,"PUCCINI/GIACOMO (VIA)                                                 ",,"20/01/2016","09.42"
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)                                                      ",,"21/01/2016",
"Convivenza Civile","Altro",5,"BREGLIO/(VIA)                                                         ",,"21/01/2016","09.50"
"Convivenza Civile","Altro",7,"TRAFORO DI PINO/(STRADA AL)                                           ",,"21/01/2016","09.50"
"Convivenza Civile","Altro",1,"LAMARMORA/ALFONSO (VIA)                                               ",,"22/01/2016",
"Convivenza Civile","Altro",8,"BRAMANTE/(CORSO)                                                      ",,"22/01/2016",
"Convivenza Civile","Altro",9,"VIGLIANI/ONORATO (VIA)                                                ",,"22/01/2016",
"Convivenza Civile","Altro",5,"PRIMULE/(VIA DELLE)                                                   ",,"22/01/2016","11.31"
"Convivenza Civile","Altro",6,"GERMAGNANO/(VIA)                                                      ",,"24/01/2016",
"Convivenza Civile","Altro",4,"MARTINETTO/(VIA)                                                      ",,"25/01/2016",
"Convivenza Civile","Altro",6,"CHIESA/DAMIANO (VIA)                                                  ",,"25/01/2016",
"Convivenza Civile","Altro",9,"BENGASI/(PIAZZA)                                                      ",,"25/01/2016",
"Convivenza Civile","Altro",6,"SANTHIA'/(VIA)                                                        ",,"25/01/2016","13.50"
"Convivenza Civile","Altro",4,"BIANCHI/NICOMEDE (VIA)                                                ",,"26/01/2016",
"Convivenza Civile","Altro",3,"SANFRONT/(VIA)                                                        ",,"26/01/2016","09.07"
"Convivenza Civile","Altro",6,"CHERUBINI/LUIGI SALVATORE (VIA)                                       ",,"26/01/2016","15.53"
"Convivenza Civile","Altro",1,"S. FRANCESCO D'ASSISI/(VIA)                                           ",,"27/01/2016",
"Convivenza Civile","Altro",7,"CARMAGNOLA/(VIA)                                                      ",,"27/01/2016","08.26"
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"27/01/2016","12.33"
"Convivenza Civile","Altro",7,"BELGIO/(CORSO)                                                        ",,"29/01/2016","09.35"
"Convivenza Civile","Altro",3,"ROSSELLI/CARLO E NELLO (CORSO)                                        ",,"01/02/2016",
"Convivenza Civile","Altro",1,"BOLZANO/(CORSO)                                                       ",,"02/02/2016",
"Convivenza Civile","Altro",1,"MINZONI/DON GIOVANNI (VIA)                                            ",,"02/02/2016",
"Convivenza Civile","Altro",3,"AVIGLIANA/(VIA)                                                       ",,"02/02/2016",
"Convivenza Civile","Altro",,,,"03/02/2016",
"Convivenza Civile","Altro",2,"GAIDANO/PAOLO (VIA)                                                   ",,"03/02/2016",
"Convivenza Civile","Altro",6,"MARTORELLI/RENATO (VIA)                                               ",,"03/02/2016",
"Convivenza Civile","Altro",2,"FRATTINI/PIETRO (VIA)                                                 ",,"04/02/2016",
"Convivenza Civile","Altro",8,"ORMEA/(VIA)                                                           ",,"04/02/2016",
"Convivenza Civile","Altro",8,"RIBET/GIOVANNI (VIA)                                                  ",,"04/02/2016",
"Convivenza Civile","Altro",1,"CASTELFIDARDO/(CORSO)                                                 ",,"05/02/2016",
"Convivenza Civile","Altro",1,"SAVOIA/(PIAZZA)                                                       ",,"05/02/2016","10.45"
"Convivenza Civile","Altro",1,"GOVERNOLO/(VIA)                                                       ",,"07/02/2016","18.27"
"Convivenza Civile","Altro",3,"PESCHIERA/(CORSO)                                                     ",,"08/02/2016",
"Convivenza Civile","Altro",7,"PEDROTTI/CARLO (VIA)                                                  ",,"08/02/2016",
"Convivenza Civile","Altro",7,"ALESSANDRIA/(VIA)                                                     ",,"10/02/2016",
"Convivenza Civile","Altro",1,"DE NICOLA/ENRICO (CORSO)                                              ",,"11/02/2016","09.31"
"Convivenza Civile","Altro",5,"PIANEZZA/(VIA)                                                        ",,"13/02/2016",
"Convivenza Civile","Altro",10,"DROSSO/(STRADA DEL)                                                   ",,"13/02/2016",
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)                                          ",,"15/02/2016",
"Convivenza Civile","Altro",9,"PIACENZA/(VIA)                                                        ",,"15/02/2016","09.29"
"Convivenza Civile","Altro",3,"CARSO/(VIA)                                                           ",,"16/02/2016",
"Convivenza Civile","Altro",1,"S. FRANCESCO D'ASSISI/(VIA)                                           ",,"17/02/2016",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)                                                 ",,"17/02/2016",
"Convivenza Civile","Altro",3,"GENOLA/(VIA)                                                          ",,"18/02/2016",
"Convivenza Civile","Altro",1,"SOLFERINO/(PIAZZA)                                                    ",,"19/02/2016",
"Convivenza Civile","Altro",6,"SANTHIA'/(VIA)                                                        ",,"19/02/2016",
"Convivenza Civile","Altro",7,"AOSTA/(VIA)                                                           ",,"19/02/2016",
"Convivenza Civile","Altro",4,"BORGOSESIA/(VIA)                                                      ",,"19/02/2016","17.31"
"Convivenza Civile","Altro",6,"BERTOLLA/(STRADA)                                                     ",,"21/02/2016",
"Convivenza Civile","Altro",7,"PISA/(VIA)                                                            ",,"21/02/2016",
"Convivenza Civile","Altro",4,"COSSA/PIETRO (VIA)                                                    ",,"22/02/2016",
"Convivenza Civile","Altro",4,"CAPELLI/CARLO (VIA)                                                   ",,"23/02/2016",
"Convivenza Civile","Altro",6,"MERCADANTE/SAVERIO (VIA)                                              ",,"23/02/2016",
"Convivenza Civile","Altro",6,"MONTANARO/(VIA)                                                       ","Area Verde","23/02/2016",
"Convivenza Civile","Altro",2,"BALTIMORA/(VIA)                                                       ",,"24/02/2016",
"Convivenza Civile","Altro",3,"INGHILTERRA/(CORSO)                                                   ",,"24/02/2016",
"Convivenza Civile","Altro",7,"GUASTALLA/(VIA)                                                       ",,"24/02/2016",
"Convivenza Civile","Altro",8,"MARTIRI DELLA LIBERTA'/(VIA)                                          ",,"24/02/2016",
"Convivenza Civile","Altro",4,"MURRONI/(STRADA)                                                      ",,"25/02/2016",
"Convivenza Civile","Altro",1,"PO/(VIA)                                                              ",,"29/02/2016",
"Convivenza Civile","Altro",5,"SANSOVINO/ANDREA (VIA)                                                ",,"29/02/2016",
"Convivenza Civile","Altro",4,"TALUCCHI/GIUSEPPE (VIA)                                               ",,"01/03/2016",
"Convivenza Civile","Altro",1,"ORFANE/(VIA DELLE)                                                    ",,"03/03/2016",
"Convivenza Civile","Altro",7,"CUNEO/(VIA)                                                           ",,"03/03/2016",
"Convivenza Civile","Altro",4,"PIANEZZA/(VIA)                                                        ",,"04/03/2016",
"Convivenza Civile","Altro",5,"LUCENTO/(VIA)                                                         ",,"04/03/2016",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)                                                 ",,"07/03/2016",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)                                                 ",,"07/03/2016",
"Convivenza Civile","Altro",10,"RISMONDO/FRANCESCO (VIA)                                              ",,"07/03/2016",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)                                                 ",,"09/03/2016",
"Convivenza Civile","Altro",1,"BELLEZIA/GIAN FRANCESCO (VIA)                                         ",,"10/03/2016",
"Convivenza Civile","Altro",6,"DERNA/(PIAZZA)                                                        ",,"10/03/2016","07.59"
"Convivenza Civile","Altro",1,"BERTOLA/ANTONIO GIUSEPPE (VIA)                                        ",,"10/03/2016","08.36"
"Convivenza Civile","Altro",7,"FIRENZE/(LUNGO DORA)                                                  ",,"10/03/2016","10.44"
"Convivenza Civile","Altro",5,"CHIESA DELLA SALUTE/(VIA)                                             ",,"11/03/2016",
"Convivenza Civile","Altro",5,"FORLI'/(VIA)                                                          ",,"11/03/2016",
"Convivenza Civile","Altro",10,"PISACANE/CARLO (VIA)                                                  ",,"11/03/2016",
"Convivenza Civile","Altro",4,"LECCE/(CORSO)                                                         ",,"11/03/2016","10.14"
"Convivenza Civile","Altro",1,"MARIA VITTORIA/(VIA)                                                  ",,"14/03/2016",
"Convivenza Civile","Altro",1,"VITTORIO VENETO/(PIAZZA)                                              ",,"14/03/2016",
"Convivenza Civile","Altro",6,"LEINI'/(VIA)                                                          ",,"14/03/2016",
"Convivenza Civile","Altro",6,"CIMAROSA/DOMENICO (PIAZZA)                                            ",,"15/03/2016",
"Convivenza Civile","Altro",7,"BORGO DORA/(VIA)                                                      ",,"15/03/2016",
"Convivenza Civile","Altro",8,"TADINI/(STRADA DEI)                                                   ",,"15/03/2016",
"Convivenza Civile","Altro",9,"PIO VII/(VIA)                                                         ",,"15/03/2016",
"Convivenza Civile","Altro",1,"ARCIVESCOVADO/(VIA DELL')                                             ",,"15/03/2016","10.15"
"Convivenza Civile","Altro",3,"FRANCIA/(CORSO)                                                       ",,"16/03/2016",
"Convivenza Civile","Altro",4,"BORGOMANERO/(VIA)                                                     ",,"16/03/2016",
"Convivenza Civile","Altro",4,"FRANCIA/(CORSO)                                                       ",,"16/03/2016",
"Convivenza Civile","Altro",5,"CARROCCIO/ALESSANDRO (VIA)                                            ",,"16/03/2016",
"Convivenza Civile","Altro",1,"PRINCIPE AMEDEO/(VIA)                                                 ",,"17/03/2016",
"Convivenza Civile","Altro",6,"SEMPIONE/(LARGO)                                                      ","Area Verde","18/03/2016",
"Convivenza Civile","Altro",1,"ORFANE/(VIA DELLE)                                                    ",,"22/03/2016",
"Convivenza Civile","Altro",5,"MOSCA/GAETANO (VIA)                                                   ",,"22/03/2016",
"Convivenza Civile","Altro",7,"GUASTALLA/(VIA)                                                       ",,"22/03/2016","13.23"
"Convivenza Civile","Altro",6,"CIMAROSA/DOMENICO (VIA)                                               ",,"23/03/2016",
"Convivenza Civile","Altro",6,"MADDALENE/(VIA)                                                       ",,"23/03/2016",
"Convivenza Civile","Altro",2,"VEGLIA/(VIA)                                                          ",,"24/03/2016",
"Convivenza Civile","Altro",3,"THURES/(VIA)                                                          ",,"24/03/2016",
"Convivenza Civile","Altro",9,"VENTIMIGLIA/(VIA)                                                     ",,"24/03/2016",
"Convivenza Civile","Altro",5,"CINCINNATO/L. QUINZIO (CORSO)                                         ",,"26/03/2016","15.04"
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"30/03/2016",
"Convivenza Civile","Altro",10,"DE MAISTRE FRATELLI/(VIA)                                             ",,"31/03/2016",
"Convivenza Civile","Altro",7,"RICASOLI/BETTINO (VIA)                                                ",,"31/03/2016","08.34"
"Convivenza Civile","Altro",9,"UNITA' D'ITALIA/(CORSO)                                               ",,"01/04/2016",
"Convivenza Civile","Altro",1,"DE NICOLA/ENRICO (CORSO)                                              ",,"04/04/2016",
"Convivenza Civile","Altro",4,"PINELLI/PIERDIONIGI (VIA)                                             ",,"04/04/2016",
"Convivenza Civile","Altro",7,"SELLA/QUINTINO (CORSO)                                                ",,"04/04/2016",
"Convivenza Civile","Altro",1,"MATTEOTTI/GIACOMO (CORSO)                                             ",,"05/04/2016",
"Convivenza Civile","Altro",3,"BRUNELLESCHI/FILIPPO (CORSO)                                          ",,"05/04/2016",
"Convivenza Civile","Altro",5,"CUNIBERTI/VITTORIO (VIA)                                              ",,"05/04/2016",
"Convivenza Civile","Altro",7,"PARMA/(VIA)                                                           ",,"05/04/2016",
"Convivenza Civile","Altro",9,"NIZZA/(VIA)                                                           ",,"06/04/2016",
"Convivenza Civile","Altro",,,"Area Verde","07/04/2016",
"Convivenza Civile","Altro",6,"FAVRIA/(VIA)                                                          ",,"07/04/2016",
"Convivenza Civile","Altro",8,"BIDONE/GIORGIO (VIA)                                                  ",,"08/04/2016",
"Convivenza Civile","Altro",1,"PORTA PALATINA/(VIA)                                                  ",,"09/04/2016",
"Convivenza Civile","Altro",7,"MODENA/(VIA)                                                          ",,"10/04/2016",
"Convivenza Civile","Altro",1,"CABOTO/SEBASTIANO (VIA)                                               ",,"11/04/2016",
"Convivenza Civile","Altro",1,"STATUTO/(PIAZZA)                                                      ",,"11/04/2016",
"Convivenza Civile","Altro",6,"DERNA/(PIAZZA)                                                        ",,"12/04/2016",
"Convivenza Civile","Altro",8,"SEI VILLE/(STRADA ALLE)                                               ",,"13/04/2016",
"Convivenza Civile","Altro",10,"UNIONE SOVIETICA/(CORSO)                                              ",,"13/04/2016",
"Convivenza Civile","Altro",3,"ADRIANO/(PIAZZA)                                                      ",,"14/04/2016",
"Convivenza Civile","Altro",6,"CERIGNOLA/(PIAZZETTA)                                                 ",,"14/04/2016",
"Convivenza Civile","Altro",,,,"15/04/2016",
"Convivenza Civile","Altro",3,"FRANCIA/(CORSO)                                                       ",,"15/04/2016",
"Convivenza Civile","Altro",4,"UMBRIA/(CORSO)                                                        ",,"15/04/2016",
"Convivenza Civile","Altro",5,"VENARIA/(STRADA)                                                      ",,"15/04/2016",
"Convivenza Civile","Altro",6,"RESPIGHI/OTTORINO (PIAZZA)                                            ",,"15/04/2016",
"Convivenza Civile","Altro",1,"MONTEVECCHIO/RODOLFO (VIA)                                            ",,"18/04/2016",
"Convivenza Civile","Altro",2,"AGNELLI/GIOVANNI (CORSO)                                              ",,"19/04/2016",
"Convivenza Civile","Altro",2,"GORIZIA/(VIA)                                                         ",,"20/04/2016",
"Convivenza Civile","Altro",5,"VAL DELLA TORRE/(VIA)                                                 ",,"20/04/2016",
"Convivenza Civile","Altro",8,"MONCALIERI/(CORSO)                                                    ","Area Verde","20/04/2016",
"Convivenza Civile","Altro",3,"VITTORIO EMANUELE II/(CORSO)                                          ",,"20/04/2016","10.42"
"Convivenza Civile","Altro",1,"GIOLITTI/GIOVANNI (VIA)                                               ",,"21/04/2016",
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)                                          ",,"21/04/2016",
"Convivenza Civile","Altro",4,"PACCHIOTTI/GIACINTO (VIA)                                             ",,"21/04/2016",
"Convivenza Civile","Altro",5,"DURANDO/GIACOMO (VIA)                                                 ",,"21/04/2016",
"Convivenza Civile","Altro",6,"BELLACOMBA/(STRADA)                                                   ",,"21/04/2016",
"Convivenza Civile","Altro",1,"REGINA MARGHERITA/(CORSO)                                             ",,"22/04/2016",
"Convivenza Civile","Altro",7,"S. GIULIA/(VIA)                                                       ",,"25/04/2016",
"Convivenza Civile","Altro",1,"BAVA/EUSEBIO (VIA)                                                    ",,"26/04/2016",
"Convivenza Civile","Altro",1,"CAPPEL VERDE/(VIA)                                                    ",,"26/04/2016",
"Convivenza Civile","Altro",2,"LESEGNO/(VIA)                                                         ",,"26/04/2016",
"Convivenza Civile","Altro",2,"ORBASSANO/(CORSO)                                                     ",,"26/04/2016",
"Convivenza Civile","Altro",5,"MONTESOGLIO/(VIA)                                                     ",,"26/04/2016",
"Convivenza Civile","Altro",5,"QUINCINETTO/(VIA)                                                     ",,"26/04/2016",
"Convivenza Civile","Altro",5,"CAMPIGLIA/(VIA)                                                       ",,"27/04/2016",
"Convivenza Civile","Altro",1,"DE NICOLA/ENRICO (CORSO)                                              ",,"28/04/2016",
"Convivenza Civile","Altro",6,"MONTE ROSA/(VIA)                                                      ",,"28/04/2016",
"Convivenza Civile","Altro",7,"ARTISTI/(VIA)                                                         ",,"28/04/2016",
"Convivenza Civile","Altro",8,"NIZZA/(VIA)                                                           ",,"28/04/2016",
"Convivenza Civile","Altro",1,"ARSENALE/(VIA)                                                        ",,"29/04/2016",
"Convivenza Civile","Altro",1,"ROMA/(VIA)                                                            ",,"02/05/2016",
"Convivenza Civile","Altro",3,"ASIAGO/(VIA)                                                          ",,"02/05/2016",
"Convivenza Civile","Altro",4,"CREVACUORE/(VIA)                                                      ",,"02/05/2016",
"Convivenza Civile","Altro",7,"VEZZOLANO/(VIA)                                                       ",,"02/05/2016",
"Convivenza Civile","Altro",6,"COLONNA/VITTORIA (VIA)                                                ",,"03/05/2016",
"Convivenza Civile","Altro",8,"D'AZEGLIO/MASSIMO (CORSO)                                             ",,"03/05/2016",
"Convivenza Civile","Altro",4,"SVIZZERA/(CORSO)                                                      ",,"04/05/2016",
"Convivenza Civile","Altro",1,"SOLFERINO/(PIAZZA)                                                    ",,"05/05/2016",
"Convivenza Civile","Altro",6,"DONATORE DI SANGUE/(PIAZZA DEL)                                       ",,"05/05/2016",
"Convivenza Civile","Altro",7,"REPUBBLICA/(PIAZZA DELLA)                                             ",,"05/05/2016",
"Convivenza Civile","Altro",1,"BOUCHERON/CARLO (VIA)                                                 ",,"06/05/2016",
"Convivenza Civile","Altro",3,"S. PAOLO/(VIA)                                                        ",,"06/05/2016",
"Convivenza Civile","Altro",6,"SANTHIA'/(VIA)                                                        ",,"06/05/2016",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)                                                 ",,"06/05/2016",
"Convivenza Civile","Altro",1,"CARLO ALBERTO/(PIAZZA)                                                ",,"08/05/2016",
"Convivenza Civile","Altro",7,"CIGNA/FRANCESCO (VIA)                                                 ",,"09/05/2016",
"Convivenza Civile","Altro",7,"VANCHIGLIA/(VIA)                                                      ",,"09/05/2016",
"Convivenza Civile","Altro",3,"GERMONIO/ANASTASIO (VIA)                                              ",,"10/05/2016",
"Convivenza Civile","Altro",9,"NIZZA/(VIA)                                                           ",,"10/05/2016",
"Convivenza Civile","Altro",1,"QUARTIERI/(VIA DEI)                                                   ",,"11/05/2016",
"Convivenza Civile","Altro",5,"CHIESA DELLA SALUTE/(VIA)                                             ",,"11/05/2016",
"Convivenza Civile","Altro",7,"VERONA/(CORSO)                                                        ",,"11/05/2016","11.24"
"Convivenza Civile","Altro",1,"PAPACINO/ALESSANDRO VITTORIO (VIA)                                    ",,"12/05/2016",
"Convivenza Civile","Altro",1,"S. CROCE/(VIA)                                                        ",,"13/05/2016",
"Convivenza Civile","Altro",8,"MARCONI/GUGLIELMO (CORSO)                                             ",,"13/05/2016",
"Convivenza Civile","Altro",1,"S. FRANCESCO DA PAOLA/(VIA)                                           ",,"14/05/2016",
"Convivenza Civile","Altro",5,"COPPINO/MICHELE (VIA)                                                 ",,"16/05/2016",
"Convivenza Civile","Altro",6,"CILEA/FRANCESCO (VIA)                                                 ",,"16/05/2016",
"Convivenza Civile","Altro",1,"CERNAIA/(VIA)                                                         ","Area Verde","17/05/2016",
"Convivenza Civile","Altro",1,"MAZZINI/GIUSEPPE (VIA)                                                ",,"17/05/2016",
"Convivenza Civile","Altro",5,"MATTIROLO/LUIGI (PIAZZA)                                              ",,"17/05/2016",
"Convivenza Civile","Altro",6,"SALASSA/(VIA)                                                         ",,"17/05/2016",
"Convivenza Civile","Altro",3,"BRUNELLESCHI/FILIPPO (CORSO)                                          ",,"18/05/2016",
"Convivenza Civile","Altro",4,"AQUILA/(VIA)                                                          ",,"18/05/2016",
"Convivenza Civile","Altro",6,"OXILIA/NINO (VIA)                                                     ",,"18/05/2016",
"Convivenza Civile","Altro",1,"VITTORIO VENETO/(PIAZZA)                                              ",,"19/05/2016",
"Convivenza Civile","Altro",3,"SUSA/(VIA)                                                            ",,"19/05/2016",
"Convivenza Civile","Altro",4,"SVIZZERA/(CORSO)                                                      ",,"19/05/2016",
"Convivenza Civile","Altro",5,"POTENZA/(CORSO)                                                       ",,"19/05/2016",
"Convivenza Civile","Altro",,,"Area Verde","20/05/2016",
"Convivenza Civile","Altro",1,"MARIA VITTORIA/(VIA)                                                  ",,"20/05/2016",
"Convivenza Civile","Altro",7,"PESARO/(VIA)                                                          ",,"23/05/2016",
"Convivenza Civile","Altro",10,"BARBERA/GASPERO (VIA)                                                 ",,"24/05/2016",
