"Categoria criminologa","Sottocategoria Criminologica","Circoscrizione","Localita","Area Verde","Data","Ora"
"Convivenza Civile","Altro",9,"GENOVA/(VIA)                                                          ",,"22/01/2019",
"Convivenza Civile","Altro",5,"LANZO/(STRADA)                                                        ",,"31/01/2019",
"Convivenza Civile","Altro",8,"MADAMA CRISTINA/(VIA)                                                 ",,"31/01/2019",
"Convivenza Civile","Altro",1,"S. CHIARA/(VIA)                                                       ",,"01/02/2019","11.45"
"Convivenza Civile","Altro",3,"POZZO STRADA/(VIA)                                                    ",,"01/02/2019","15.35"
"Convivenza Civile","Altro",2,"AGNELLI/GIOVANNI (CORSO)                                              ",,"03/02/2019",
"Convivenza Civile","Altro",2,"TRIPOLI/(VIA)                                                         ",,"04/02/2019",
"Convivenza Civile","Altro",3,"DELLEANI/LORENZO (VIA)                                                ",,"04/02/2019",
"Convivenza Civile","Altro",7,"COCCHI/DON GIOVANNI (VIA)                                             ",,"05/02/2019",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"05/02/2019","12.04"
"Convivenza Civile","Altro",7,"AOSTA/(VIA)                                                           ",,"05/02/2019","10.16"
"Convivenza Civile","Altro",1,"DE GASPERI/ALCIDE (CORSO)                                             ",,"05/02/2019","10.28"
"Convivenza Civile","Altro",1,"RE UMBERTO/(LARGO)                                                    ","Area Verde","06/02/2019",
"Convivenza Civile","Altro",4,"PILO/ROSOLINO (VIA)                                                   ",,"07/02/2019",
"Convivenza Civile","Altro",5,"BONZO/(VIA)                                                           ",,"07/02/2019",
"Convivenza Civile","Altro",1,"GIOLITTI/GIOVANNI (VIA)                                               ",,"08/02/2019",
"Convivenza Civile","Altro",1,"MARCO POLO/(VIA)                                                      ",,"08/02/2019",
"Convivenza Civile","Altro",6,"CRESCENTINO/(VIA)                                                     ",,"11/02/2019",
"Convivenza Civile","Altro",6,"RIBORDONE/(VIA)                                                       ",,"11/02/2019","12.28"
"Convivenza Civile","Altro",1,"DUCA DEGLI ABRUZZI/(CORSO)                                            ",,"12/02/2019",
"Convivenza Civile","Altro",1,"PORTA PALATINA/(VIA)                                                  ",,"12/02/2019",
"Convivenza Civile","Altro",2,"RUBINO/EDOARDO (VIA)                                                  ",,"12/02/2019",
"Convivenza Civile","Altro",3,"FERRUCCI/FRANCESCO (CORSO)                                            ",,"12/02/2019",
"Convivenza Civile","Altro",7,"CADORE/(CORSO)                                                        ",,"12/02/2019",
"Convivenza Civile","Altro",7,"CHIERI/(CORSO)                                                        ",,"12/02/2019",
"Convivenza Civile","Altro",6,"WUILLERMIN/RENATO (VIA)                                               ",,"12/02/2019","10.03"
"Convivenza Civile","Altro",1,"ROSSINI/GIOACHINO (VIA)                                               ",,"15/02/2019",
"Convivenza Civile","Altro",4,"CHIRONI/GIAMPIETRO (PIAZZA)                                           ",,"16/02/2019",
"Convivenza Civile","Altro",2,"SIRACUSA/(CORSO)                                                      ",,"18/02/2019",
"Convivenza Civile","Altro",6,"BELLACOMBA/(STRADA)                                                   ",,"18/02/2019",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"18/02/2019",
"Convivenza Civile","Altro",7,"NOVARA/(CORSO)                                                        ",,"18/02/2019",
"Convivenza Civile","Altro",2,"GORIZIA/(VIA)                                                         ","Area Verde","19/02/2019",
"Convivenza Civile","Altro",2,"PANIZZA/BARNABA (VIA)                                                 ",,"19/02/2019",
"Convivenza Civile","Altro",3,"GENOLA/(VIA)                                                          ",,"19/02/2019",
"Convivenza Civile","Altro",4,"FABRIZI/NICOLA (VIA)                                                  ",,"19/02/2019",
"Convivenza Civile","Altro",4,"MONTE GRAPPA/(CORSO)                                                  ",,"19/02/2019",
"Convivenza Civile","Altro",1,"STATI UNITI/(CORSO)                                                   ",,"20/02/2019",
"Convivenza Civile","Altro",2,"SIRACUSA/(CORSO)                                                      ",,"20/02/2019",
"Convivenza Civile","Altro",4,"UMBRIA/(CORSO)                                                        ",,"20/02/2019",
"Convivenza Civile","Altro",6,"FRANCESE/(STRADA DEL)                                                 ",,"21/02/2019",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"21/02/2019",
"Convivenza Civile","Altro",10,"AGNELLI/GIOVANNI (CORSO)                                              ",,"21/02/2019","13.23"
"Convivenza Civile","Altro",10,"AGNELLI/GIOVANNI (CORSO)                                              ",,"21/02/2019","13.40"
"Convivenza Civile","Altro",1,"S. DOMENICO/(VIA)                                                     ",,"22/02/2019",
"Convivenza Civile","Altro",4,"RIVOLI/(PIAZZA)                                                       ",,"22/02/2019",
"Convivenza Civile","Altro",6,"COLONNA/VITTORIA (VIA)                                                ",,"22/02/2019",
"Convivenza Civile","Altro",9,"FILADELFIA/(VIA)                                                      ",,"22/02/2019","08.44"
"Convivenza Civile","Altro",8,"GALLIARI/BERNARDINO (VIA)                                             ",,"23/02/2019",
"Convivenza Civile","Altro",1,"BLIGNY/(VIA)                                                          ",,"24/02/2019",
"Convivenza Civile","Altro",2,"ORBASSANO/(CORSO)                                                     ",,"24/02/2019",
"Convivenza Civile","Altro",3,"CARSO/(VIA)                                                           ",,"25/02/2019",
"Convivenza Civile","Altro",3,"SUSA/(VIA)                                                            ",,"25/02/2019","10.44"
"Convivenza Civile","Altro",6,"CUORGNE'/(STRADA)                                                     ",,"26/02/2019",
"Convivenza Civile","Altro",7,"MONGRENO/(STRADA)                                                     ",,"26/02/2019",
"Convivenza Civile","Altro",6,"AEROPORTO/(STRADA DELL')                                              ",,"26/02/2019","10.56"
"Convivenza Civile","Altro",8,"DANTE/(CORSO)                                                         ",,"27/02/2019",
"Convivenza Civile","Altro",6,"MERCADANTE/SAVERIO (VIA)                                              ",,"28/02/2019",
"Convivenza Civile","Altro",1,"PASCOLI/GIOVANNI (CORSO)                                              ",,"04/03/2019",
"Convivenza Civile","Altro",2,"BENE VAGIENNA/(VIA)                                                   ",,"04/03/2019",
"Convivenza Civile","Altro",2,"RAGUSA/(VIA)                                                          ",,"04/03/2019",
"Convivenza Civile","Altro",5,"PERVINCHE/(VIA DELLE)                                                 ",,"05/03/2019",
"Convivenza Civile","Altro",8,"MADAMA CRISTINA/(VIA)                                                 ",,"05/03/2019","11.23"
"Convivenza Civile","Altro",7,"BOCCACCIO/GIOVANNI (VIA)                                              ",,"05/03/2019","12.43"
"Convivenza Civile","Altro",1,"VALDOCCO/(CORSO)                                                      ",,"06/03/2019",
"Convivenza Civile","Altro",3,"ISSIGLIO/(VIA)                                                        ",,"06/03/2019",
"Convivenza Civile","Altro",8,"NIZZA/(PIAZZA)                                                        ",,"06/03/2019",
"Convivenza Civile","Altro",1,"CONSOLATA/(PIAZZA DELLA)                                              ",,"06/03/2019","10.09"
"Convivenza Civile","Altro",6,"MONTEVERDI/CLAUDIO (VIA)                                              ",,"07/03/2019",
"Convivenza Civile","Altro",5,"GORRESIO/GASPARE (VIA)                                                ",,"07/03/2019","09.35"
"Convivenza Civile","Altro",9,"UNIONE SOVIETICA/(CORSO)                                              ",,"08/03/2019",
"Convivenza Civile","Altro",1,"GRAMSCI/ANTONIO (VIA)                                                 ",,"09/03/2019",
"Convivenza Civile","Altro",1,"GIOBERTI/VINCENZO (VIA)                                               ",,"11/03/2019",
"Convivenza Civile","Altro",5,"COSSA/PIETRO (VIA)                                                    ",,"11/03/2019",
"Convivenza Civile","Altro",5,"VITTORIA/(VIA)                                                        ",,"11/03/2019",
"Convivenza Civile","Altro",6,"CERIGNOLA/(PIAZZETTA)                                                 ",,"11/03/2019",
"Convivenza Civile","Altro",5,"SCIALOJA/ANTONIO E VITTORIO (VIA)                                     ",,"12/03/2019",
"Convivenza Civile","Altro",9,"PAOLI/PASQUALE (VIA)                                                  ",,"12/03/2019",
"Convivenza Civile","Altro",6,"LEGA/SILVESTRO (VIA)                                                  ",,"13/03/2019",
"Convivenza Civile","Altro",8,"VAL SALICE/(STRADA)                                                   ",,"13/03/2019",
"Convivenza Civile","Altro",9,"MADONNA DELLE ROSE/(VIA)                                              ",,"13/03/2019","14.49"
"Convivenza Civile","Altro",1,"MATTEOTTI/GIACOMO (CORSO)                                             ",,"14/03/2019",
"Convivenza Civile","Altro",1,"PALESTRO/(CORSO)                                                      ",,"14/03/2019",
"Convivenza Civile","Altro",5,"SANSOVINO/ANDREA (VIA)                                                ",,"14/03/2019",
"Convivenza Civile","Altro",3,"ISONZO/(VIA)                                                          ",,"15/03/2019",
"Convivenza Civile","Altro",8,"MARCONI/GUGLIELMO (CORSO)                                             ",,"15/03/2019","10.01"
"Convivenza Civile","Altro",1,"PIAZZI/GIUSEPPE (VIA)                                                 ",,"18/03/2019",
"Convivenza Civile","Altro",1,"CARMINE/(VIA DEL)                                                     ",,"19/03/2019",
"Convivenza Civile","Altro",1,"ROMA/(VIA)                                                            ",,"19/03/2019",
"Convivenza Civile","Altro",6,"CIGNA/FRANCESCO (VIA)                                                 ",,"19/03/2019",
"Convivenza Civile","Altro",8,"MADAMA CRISTINA/(VIA)                                                 ",,"19/03/2019",
"Convivenza Civile","Altro",4,"TELESIO/BERNARDINO (CORSO)                                            ","Area Verde","20/03/2019",
"Convivenza Civile","Altro",1,"MEDITERRANEO/(CORSO)                                                  ",,"20/03/2019","10.00"
"Convivenza Civile","Altro",7,"MAINERO/(STRADA DEL)                                                  ",,"21/03/2019",
"Convivenza Civile","Altro",3,"S. MARIA MAZZARELLO/(VIA)                                             ",,"25/03/2019","09.09"
"Convivenza Civile","Altro",8,"HERMADA/(PIAZZA)                                                      ",,"26/03/2019",
"Convivenza Civile","Altro",4,"APPIO CLAUDIO/(CORSO)                                                 ",,"28/03/2019",
"Convivenza Civile","Altro",1,"CASTELLO/(PIAZZA)                                                     ",,"31/03/2019",
"Convivenza Civile","Altro",1,"GARIBALDI/GIUSEPPE (VIA)                                              ",,"31/03/2019",
"Convivenza Civile","Altro",3,"REVELLO/(VIA)                                                         ",,"01/04/2019",
"Convivenza Civile","Altro",3,"RACCONIGI/(LARGO)                                                     ",,"02/04/2019",
"Convivenza Civile","Altro",7,"GIULIA DI BAROLO/(VIA)                                                ",,"03/04/2019",
"Convivenza Civile","Altro",7,"S. GIULIA/(VIA)                                                       ",,"04/04/2019",
"Convivenza Civile","Altro",8,"COSMO/UMBERTO (VIA)                                                   ",,"04/04/2019",
"Convivenza Civile","Altro",1,"VERDI/GIUSEPPE (VIA)                                                  ",,"05/04/2019",
"Convivenza Civile","Altro",4,"DOMODOSSOLA/(VIA)                                                     ",,"08/04/2019",
"Convivenza Civile","Altro",9,"NIZZA/(VIA)                                                           ",,"08/04/2019",
"Convivenza Civile","Altro",1,"ARQUATA/(VIA)                                                         ",,"08/04/2019","10.15"
"Convivenza Civile","Altro",3,"BOBBIO/(VIA)                                                          ",,"09/04/2019","10.20"
"Convivenza Civile","Altro",1,"DORIA/ANDREA (VIA)                                                    ",,"10/04/2019",
"Convivenza Civile","Altro",1,"LEGNANO/(VIA)                                                         ",,"10/04/2019",
"Convivenza Civile","Altro",1,"S. SECONDO/(VIA)                                                      ",,"10/04/2019",
"Convivenza Civile","Altro",1,"SAVOIA/(PIAZZA)                                                       ",,"10/04/2019",
"Convivenza Civile","Altro",4,"GAGLIANICO/(VIA)                                                      ",,"10/04/2019",
"Convivenza Civile","Altro",6,"TOLLEGNO/(VIA)                                                        ",,"10/04/2019",
"Convivenza Civile","Altro",9,"SEBASTOPOLI/(CORSO)                                                   ",,"10/04/2019",
"Convivenza Civile","Altro",7,"REPUBBLICA/(PIAZZA DELLA)                                             ",,"11/04/2019",
"Convivenza Civile","Altro",8,"CHERASCO/(VIA)                                                        ",,"11/04/2019",
"Convivenza Civile","Altro",8,"MADAMA CRISTINA/(PIAZZA)                                              ",,"11/04/2019","12.00"
"Convivenza Civile","Altro",1,"ROSINE/(VIA DELLE)                                                    ",,"12/04/2019",
"Convivenza Civile","Altro",3,"INGHILTERRA/(CORSO)                                                   ",,"12/04/2019",
"Convivenza Civile","Altro",4,"MARCHE/(CORSO)                                                        ",,"12/04/2019",
"Convivenza Civile","Altro",7,"TORTONA/(CORSO)                                                       ",,"12/04/2019",
"Convivenza Civile","Altro",1,"ARSENALE/(VIA)                                                        ",,"12/04/2019","12.32"
"Convivenza Civile","Altro",4,"ROSAI/OTTONE(CORSO)                                                   ",,"15/04/2019",
"Convivenza Civile","Altro",10,"COGGIOLA/DOMENICO (VIA)                                               ",,"15/04/2019",
"Convivenza Civile","Altro",4,"PACCHIOTTI/GIACINTO (VIA)                                             ",,"16/04/2019",
"Convivenza Civile","Altro",7,"CATANIA/(VIA)                                                         ",,"16/04/2019",
"Convivenza Civile","Altro",3,"S. MARIA MAZZARELLO/(VIA)                                             ",,"17/04/2019",
"Convivenza Civile","Altro",6,"SOFIA/(PIAZZA)                                                        ","Area Verde","17/04/2019",
"Convivenza Civile","Altro",6,"ULIVI/(VIA DEGLI)                                                     ",,"17/04/2019",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"18/04/2019",
"Convivenza Civile","Altro",8,"NIZZA/(VIA)                                                           ",,"18/04/2019",
"Convivenza Civile","Altro",9,"SEBASTOPOLI/(CORSO)                                                   ",,"19/04/2019",
"Convivenza Civile","Altro",3,"RIETI/(VIA)                                                           ",,"20/04/2019",
"Convivenza Civile","Altro",7,"PISA/(VIA)                                                            ",,"24/04/2019",
"Convivenza Civile","Altro",5,"GUBBIO/(VIA)                                                          ",,"27/04/2019",
"Convivenza Civile","Altro",8,"BERTHOLLET/CLAUDIO LUIGI (VIA)                                        ",,"29/04/2019","09.55"
"Convivenza Civile","Altro",6,"TOSCANINI/ARTURO (VIA)                                                ",,"29/04/2019","15.22"
"Convivenza Civile","Altro",1,"SACCHI/PAOLO (VIA)                                                    ",,"30/04/2019",
"Convivenza Civile","Altro",2,"SARPI/PAOLO (VIA)                                                     ",,"30/04/2019",
"Convivenza Civile","Altro",3,"RENIER/RODOLFO (VIA)                                                  ",,"30/04/2019",
"Convivenza Civile","Altro",5,"REISS ROMOLI/GUGLIELMO (VIA)                                          ",,"30/04/2019","16.52"
"Convivenza Civile","Altro",7,"REPUBBLICA/(PIAZZA DELLA)                                             ",,"02/05/2019",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)                                                        ",,"04/05/2019",
"Convivenza Civile","Altro",7,"ROBASSOMERO/(VIA)                                                     ",,"05/05/2019","09.00"
"Convivenza Civile","Altro",5,"CIAMARELLA/(VIA)                                                      ",,"06/05/2019",
"Convivenza Civile","Altro",4,"FRANCIA/(CORSO)                                                       ",,"07/05/2019",
"Convivenza Civile","Altro",9,"TRAIANO/(CORSO)                                                       ",,"07/05/2019",
"Convivenza Civile","Altro",5,"TIRABOSCHI/GEROLAMO (VIA)                                             ",,"07/05/2019","10.10"
"Convivenza Civile","Altro",1,"BOTTA/CARLO (VIA)                                                     ",,"08/05/2019",
"Convivenza Civile","Altro",5,"COSSA/PIETRO (VIA)                                                    ",,"08/05/2019",
"Convivenza Civile","Altro",5,"PARENZO/(VIA)                                                         ",,"08/05/2019",
"Convivenza Civile","Altro",5,"PARENZO/(VIA)                                                         ",,"08/05/2019",
"Convivenza Civile","Altro",8,"MICHELOTTI/IGNAZIO (PARCO)                                            ",,"08/05/2019",
"Convivenza Civile","Altro",6,"AGLIE'/(VIA)                                                          ",,"09/05/2019",
"Convivenza Civile","Altro",6,"VERCELLI/(CORSO)                                                      ",,"10/05/2019",
"Convivenza Civile","Altro",7,"FORTINO/(STRADA DEL)                                                  ",,"10/05/2019",
"Convivenza Civile","Altro",7,"RICASOLI/BETTINO (VIA)                                                ",,"10/05/2019","15.42"
"Convivenza Civile","Altro",1,"MERCANTI/(VIA)                                                        ",,"13/05/2019",
"Convivenza Civile","Altro",3,"CASALIS/GOFFREDO (VIA)                                                ",,"13/05/2019",
"Convivenza Civile","Altro",1,"RE UMBERTO/(CORSO)                                                    ","Area Verde","14/05/2019","15.14"
"Convivenza Civile","Altro",4,"UMBRIA/(CORSO)                                                        ",,"15/05/2019",
"Convivenza Civile","Altro",2,"BARLETTA/(VIA)                                                        ",,"17/05/2019",
"Convivenza Civile","Altro",7,"BIELLA/(VIA)                                                          ",,"17/05/2019",
"Convivenza Civile","Altro",7,"MARIA AUSILIATRICE/(VIA)                                              ",,"17/05/2019",
"Convivenza Civile","Altro",7,"PRINCIPE ODDONE/(CORSO)                                               ",,"17/05/2019",
"Convivenza Civile","Altro",7,"SELLA/QUINTINO (CORSO)                                                ",,"17/05/2019",
"Convivenza Civile","Altro",1,"PASTRENGO/(VIA)                                                       ",,"20/05/2019",
"Convivenza Civile","Altro",4,"FRANCIA/(CORSO)                                                       ",,"21/05/2019",
"Convivenza Civile","Altro",1,"CARMINE/(VIA DEL)                                                     ",,"21/05/2019","14.21"
"Convivenza Civile","Altro",1,"BECCARIA/GIAMBATTISTA (CORSO)                                         ",,"22/05/2019",
"Convivenza Civile","Altro",4,"UMBRIA/(CORSO)                                                        ",,"22/05/2019",
"Convivenza Civile","Altro",8,"NIZZA/(VIA)                                                           ",,"23/05/2019",
"Convivenza Civile","Altro",7,"REGGIO/(VIA)                                                          ",,"24/05/2019",
"Convivenza Civile","Altro",10,"ORBASSANO/(CORSO)                                                     ",,"24/05/2019",
"Convivenza Civile","Altro",6,"CENTALLO/(VIA)                                                        ",,"27/05/2019",
"Convivenza Civile","Altro",4,"PIEDICAVALLO/(VIA)                                                    ",,"28/05/2019","10.27"
"Convivenza Civile","Altro",2,"TRIPOLI/(VIA)                                                         ",,"29/05/2019",
"Convivenza Civile","Altro",6,"SCARLATTI/ALESSANDRO (VIA)                                            ",,"29/05/2019",
"Convivenza Civile","Altro",7,"ANCONA/(VIA)                                                          ",,"29/05/2019",
"Convivenza Civile","Altro",4,"FRANCIA/(CORSO)                                                       ",,"30/05/2019",
"Convivenza Civile","Altro",7,"S. GIULIA/(PIAZZA)                                                    ",,"30/05/2019",
"Convivenza Civile","Altro",1,"CERNAIA/(VIA)                                                         ",,"31/05/2019",
"Convivenza Civile","Altro",3,"ISSIGLIO/(VIA)                                                        ",,"31/05/2019",
"Convivenza Civile","Altro",4,"DIGIONE/(VIA)                                                         ",,"31/05/2019",
"Convivenza Civile","Altro",8,"ORMEA/(VIA)                                                           ",,"31/05/2019",
"Convivenza Civile","Altro",1,"PIGAFETTA/ANTONIO (VIA)                                               ",,"03/06/2019",
"Convivenza Civile","Altro",6,"LEONCAVALLO/RUGGERO (VIA)                                             ",,"03/06/2019",
"Convivenza Civile","Altro",1,"PASCOLI/GIOVANNI (CORSO)                                              ",,"03/06/2019","10.30"
"Convivenza Civile","Altro",3,"VITTORIO EMANUELE II/(CORSO)                                          ",,"04/06/2019",
"Convivenza Civile","Altro",7,"FORTINO/(STRADA DEL)                                                  ",,"04/06/2019",
"Convivenza Civile","Altro",3,"ASIAGO/(VIA)                                                          ",,"04/06/2019","09.54"
"Convivenza Civile","Altro",1,"ALFIERI/VITTORIO (VIA)                                                ",,"05/06/2019",
"Convivenza Civile","Altro",8,"MONCALIERI/(CORSO)                                                    ",,"05/06/2019",
"Convivenza Civile","Altro",9,"PIO VII/(VIA)                                                         ",,"05/06/2019",
"Convivenza Civile","Altro",4,"CAMPANELLA/TOMMASO (PIAZZA)                                           ",,"06/06/2019",
"Convivenza Civile","Altro",3,"RIVALTA/(VIA)                                                         ",,"07/06/2019",
"Convivenza Civile","Altro",6,"NOVARA/(CORSO)                                                        ",,"07/06/2019",
"Convivenza Civile","Altro",6,"SESIA/(VIA)                                                           ",,"07/06/2019",
"Convivenza Civile","Altro",7,"BOCCACCIO/GIOVANNI (VIA)                                              ",,"08/06/2019",
"Convivenza Civile","Altro",6,"VERCELLI/(CORSO)                                                      ",,"09/06/2019",
"Convivenza Civile","Altro",5,"SANSOVINO/ANDREA (VIA)                                                ",,"10/06/2019","07.50"
"Convivenza Civile","Altro",1,"GALLERIA UMBERTO I/                                                   ",,"11/06/2019",
"Convivenza Civile","Altro",6,"PALESTRINA/PIER LUIGI (VIA)                                           ",,"12/06/2019",
"Convivenza Civile","Altro",1,"MONTEBELLO/(VIA)                                                      ",,"14/06/2019","10.15"
"Convivenza Civile","Altro",5,"ASSISI/(VIA)                                                          ",,"18/06/2019",
"Convivenza Civile","Altro",3,"FREJUS/(VIA)                                                          ",,"18/06/2019","11.50"
"Convivenza Civile","Altro",7,"TARINO/LUIGI (VIA)                                                    ",,"21/06/2019",
"Convivenza Civile","Altro",6,"LEINI'/(VIA)                                                          ",,"21/06/2019","09.05"
"Convivenza Civile","Altro",3,"LERA/(VIA)                                                            ",,"25/06/2019",
"Convivenza Civile","Altro",8,"DANTE/(CORSO)                                                         ",,"25/06/2019",
"Convivenza Civile","Altro",7,"EMILIA/(CORSO)                                                        ",,"25/06/2019","11.25"
"Convivenza Civile","Altro",5,"CAMPIGLIA/(VIA)                                                       ",,"26/06/2019",
"Convivenza Civile","Altro",5,"BIBIANA/(VIA)                                                         ",,"27/06/2019","11.01"
"Convivenza Civile","Altro",5,"CINCINNATO/L. QUINZIO (CORSO)                                         ",,"27/06/2019","09.23"
"Convivenza Civile","Altro",6,"GERMAGNANO/(VIA)                                                      ",,"27/06/2019","09.47"
"Convivenza Civile","Altro",1,"AVOGADRO/AMEDEO (VIA)                                                 ",,"27/06/2019","12.53"
"Convivenza Civile","Altro",1,"PASTRENGO/(VIA)                                                       ",,"27/06/2019","13.25"
"Convivenza Civile","Comportamenti molesti",7,"S. GIULIA/(VIA)                                                       ",,"05/01/2019",
"Convivenza Civile","Comportamenti molesti",7,"NOVARA/(CORSO)                                                        ",,"09/01/2019",
"Convivenza Civile","Comportamenti molesti",4,"FABRIZI/NICOLA (VIA)                                                  ",,"10/01/2019",
"Convivenza Civile","Comportamenti molesti",4,"GAMBA/ENRICO (CORSO)                                                  ",,"13/01/2019",
"Convivenza Civile","Comportamenti molesti",1,"MERCANTINI/LUIGI (VIA)                                                ",,"21/01/2019",
"Convivenza Civile","Comportamenti molesti",1,"SACCHI/PAOLO (VIA)                                                    ",,"30/01/2019",
"Convivenza Civile","Comportamenti molesti",,,"Area Verde","04/02/2019",
"Convivenza Civile","Comportamenti molesti",5,"VEROLENGO/(VIA)                                                       ",,"04/02/2019",
"Convivenza Civile","Comportamenti molesti",3,"FREJUS/(VIA)                                                          ",,"05/02/2019",
"Convivenza Civile","Comportamenti molesti",1,"GIOLITTI/GIOVANNI (VIA)                                               ",,"08/02/2019",
"Convivenza Civile","Comportamenti molesti",3,"TRAPANI/(CORSO)                                                       ",,"09/02/2019",
"Convivenza Civile","Comportamenti molesti",1,"STATUTO/(PIAZZA)                                                      ",,"14/02/2019",
"Convivenza Civile","Comportamenti molesti",9,"VARAITA/(VIA)                                                         ",,"15/02/2019",
"Convivenza Civile","Comportamenti molesti",7,"MODENA/(VIA)                                                          ",,"18/02/2019",
"Convivenza Civile","Comportamenti molesti",8,"PRINCIPE TOMMASO/(VIA)                                                ",,"21/02/2019",
"Convivenza Civile","Comportamenti molesti",7,"REPUBBLICA/(PIAZZA DELLA)                                             ",,"26/02/2019",
"Convivenza Civile","Comportamenti molesti",9,"TUNISI/(VIA)                                                          ",,"28/02/2019",
"Convivenza Civile","Comportamenti molesti",7,"MESSINA/(VIA)                                                         ",,"02/03/2019",
"Convivenza Civile","Comportamenti molesti",7,"S. GIULIA/(VIA)                                                       ",,"04/03/2019",
"Convivenza Civile","Comportamenti molesti",2,"RACCONIGI/(CORSO)                                                     ",,"05/03/2019",
"Convivenza Civile","Comportamenti molesti",3,"RACCONIGI/(CORSO)                                                     ",,"07/03/2019",
"Convivenza Civile","Comportamenti molesti",4,"SERVAIS/GIOVANNI (VIA)                                                ","Area Verde","07/03/2019",
"Convivenza Civile","Comportamenti molesti",8,"BRAMANTE/(CORSO)                                                      ",,"07/03/2019","07.26"
"Convivenza Civile","Comportamenti molesti",1,"SICCARDI/GIUSEPPE (CORSO)                                             ",,"08/03/2019",
"Convivenza Civile","Comportamenti molesti",6,"SETTIMO/(STRADA DI)                                                   ",,"09/03/2019",
"Convivenza Civile","Comportamenti molesti",5,"TERNI/(VIA)                                                           ",,"10/03/2019",
