"Categoria criminologa","Sottocategoria Criminologica","Circoscrizione","Localita","Area Verde","Data","Ora"
"Allarme Sociale","Altro",5,"BADINI CONFALONIERI/ALFONSO (VIA)","Area Verde","24/02/2017",
"Allarme Sociale","Altro",7,"PALERMO/(CORSO)",,"24/02/2017",
"Allarme Sociale","Altro",8,"PELLICO/SILVIO (VIA)",,"27/02/2017","11.21"
"Allarme Sociale","Altro",7,"PALERMO/(CORSO)",,"06/03/2017",
"Allarme Sociale","Altro",4,"CIBRARIO/LUIGI (VIA)",,"07/03/2017",
"Allarme Sociale","Altro",7,"RAVENNA/(VIA)",,"16/03/2017",
"Allarme Sociale","Altro",5,"MONTELLO/(VIA)",,"27/04/2017",
"Allarme Sociale","Altro",4,"SOSTEGNO/(VIA)",,"30/04/2017",
"Allarme Sociale","Altro",,,,"04/05/2017",
"Allarme Sociale","Altro",7,"PRINCIPE ODDONE/(CORSO)",,"04/05/2017","14.15"
"Allarme Sociale","Altro",5,"STRADELLA/(VIA)",,"08/05/2017","13.08"
"Allarme Sociale","Altro",8,"D'AZEGLIO/MASSIMO (CORSO)",,"09/05/2017",
"Allarme Sociale","Altro",5,"STRADELLA/(VIA)",,"12/05/2017",
"Allarme Sociale","Altro",9,"ROSARIO SANTA FE'/(VIA)",,"15/05/2017",
"Allarme Sociale","Altro",5,"BORSI/GIOSUE' (VIA)","Area Verde","16/05/2017",
"Allarme Sociale","Altro",3,"S. PAOLO/(VIA)",,"22/05/2017",
"Allarme Sociale","Altro",6,"VERONESE/PAOLO (VIA)",,"25/05/2017",
"Allarme Sociale","Altro",7,"NAPOLI/(LUNGO DORA)",,"25/05/2017",
"Allarme Sociale","Altro",10,"CANDIOLO/(VIA)",,"26/05/2017",
"Allarme Sociale","Altro",8,"ORMEA/(VIA)",,"29/05/2017",
"Allarme Sociale","Altro",9,"GENOVA/(VIA)",,"29/05/2017",
"Allarme Sociale","Altro",8,"CELLINI/BENVENUTO (VIA)",,"06/06/2017",
"Allarme Sociale","Altro",4,"TASSONI/ALESSANDRO (CORSO)",,"07/06/2017",
"Allarme Sociale","Altro",7,"DAMIANO/LUIGI (VIA)",,"07/06/2017","14.37"
"Allarme Sociale","Altro",8,"TIZIANO VECELLIO/(VIA)",,"14/06/2017","10.02"
"Allarme Sociale","Altro",8,"SALUZZO/(LARGO)",,"14/06/2017","10.20"
"Allarme Sociale","Altro",,,,"15/06/2017",
"Allarme Sociale","Altro",5,"ALA DI STURA/(VIA)",,"19/06/2017","11.29"
"Allarme Sociale","Altro",4,"CIBRARIO/LUIGI (VIA)",,"20/06/2017",
"Allarme Sociale","Altro",6,"GIULIO CESARE/(LARGO)",,"23/06/2017","08.34"
"Allarme Sociale","Altro",9,"TRAIANO/(CORSO)",,"26/06/2017","13.07"
"Allarme Sociale","Altro",1,"PROVANA/ANDREA (VIA)",,"28/06/2017",
"Allarme Sociale","Altro",5,"LISA/GINO (VIA)",,"28/06/2017",
"Allarme Sociale","Altro",8,"BRAMANTE/(CORSO)",,"28/06/2017",
"Allarme Sociale","Atti di vandalismo",6,"CHIESA/(VIA ALLA)",,"10/01/2017",
"Allarme Sociale","Atti di vandalismo",1,"VITTORIO VENETO/(PIAZZA)",,"02/02/2017","08.51"
"Allarme Sociale","Atti di vandalismo",2,"ALLAMANO/CANONICO GIUSEPPE (CORSO)",,"24/02/2017",
"Convivenza Civile","Aggregazioni giovanili",10,"PANETTI/MODESTO (VIA)","Area Verde","14/06/2017","10.55"
"Convivenza Civile","Aggregazioni giovanili",6,"VALPRATO/(VIA)",,"15/06/2017","09.51"
"Convivenza Civile","Aggregazioni giovanili",3,"ISONZO/(VIA)",,"16/06/2017","08.37"
"Convivenza Civile","Aggregazioni giovanili",4,"BARI/(VIA)","Area Verde","22/06/2017",
"Convivenza Civile","Altro",1,"MAGENTA/(VIA)",,"02/01/2017",
"Convivenza Civile","Altro",1,"RODI/(VIA)",,"02/01/2017",
"Convivenza Civile","Altro",3,"CARSO/(VIA)",,"02/01/2017",
"Convivenza Civile","Altro",5,"COLAUTTI/ARTURO (VIA)",,"03/01/2017",
"Convivenza Civile","Altro",1,"MICCA/PIETRO (VIA)",,"04/01/2017",
"Convivenza Civile","Altro",4,"CARRERA/VALENTINO (VIA)",,"04/01/2017",
"Convivenza Civile","Altro",4,"S. DONATO/(VIA)",,"04/01/2017",
"Convivenza Civile","Altro",3,"BARGE/(VIA)",,"05/01/2017",
"Convivenza Civile","Altro",5,"VENARIA/(VIA)",,"05/01/2017",
"Convivenza Civile","Altro",6,"BERTOLLA/(STRADA)",,"05/01/2017",
"Convivenza Civile","Altro",7,"CIRIE'/(VIA)",,"06/01/2017",
"Convivenza Civile","Altro",1,"BOLZANO/(CORSO)",,"10/01/2017","10.25"
"Convivenza Civile","Altro",1,"GIOBERTI/VINCENZO (VIA)",,"10/01/2017","10.48"
"Convivenza Civile","Altro",7,"PALLANZA/(VIA)",,"10/01/2017","11.25"
"Convivenza Civile","Altro",7,"POLIZIANO/(VIA)",,"10/01/2017","11.23"
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)",,"11/01/2017",
"Convivenza Civile","Altro",5,"MOLISE/(CORSO)",,"11/01/2017",
"Convivenza Civile","Altro",8,"GIOTTO/(VIA)",,"11/01/2017",
"Convivenza Civile","Altro",1,"PIGAFETTA/ANTONIO (VIA)",,"12/01/2017",
"Convivenza Civile","Altro",3,"BORSELLINO/PAOLO (VIA)/",,"13/01/2017",
"Convivenza Civile","Altro",4,"DAUBREE/ADOLPHE (VIA)",,"13/01/2017","09.31"
"Convivenza Civile","Altro",7,"VERCELLI/(CORSO)",,"13/01/2017","12.31"
"Convivenza Civile","Altro",6,"PACINI/GIOVANNI (VIA)",,"13/01/2017","13.16"
"Convivenza Civile","Altro",5,"COPPINO/MICHELE (VIA)",,"16/01/2017",
"Convivenza Civile","Altro",6,"LAZIO/(LUNGO STURA)",,"16/01/2017",
"Convivenza Civile","Altro",3,"MARSIGLI/LUIGI FERDINANDO (VIA)",,"17/01/2017",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"17/01/2017",
"Convivenza Civile","Altro",10,"LOANO/(VIA)",,"17/01/2017",
"Convivenza Civile","Altro",10,"ORBASSANO/(CORSO)",,"17/01/2017",
"Convivenza Civile","Altro",1,"CARLO EMANUELE II/(PIAZZA)",,"17/01/2017","10.39"
"Convivenza Civile","Altro",8,"BIDONE/GIORGIO (VIA)",,"17/01/2017","12.45"
"Convivenza Civile","Altro",7,"PISA/(VIA)",,"18/01/2017","10.01"
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"19/01/2017",
"Convivenza Civile","Altro",3,"RACCONIGI/(CORSO)",,"19/01/2017","10.53"
"Convivenza Civile","Altro",1,"GIOLITTI/GIOVANNI (VIA)",,"19/01/2017","14.56"
"Convivenza Civile","Altro",8,"NIZZA/(VIA)",,"20/01/2017","10.24"
"Convivenza Civile","Altro",6,"LEINI'/(VIA)",,"23/01/2017",
"Convivenza Civile","Altro",1,"BERTOLA/ANTONIO GIUSEPPE (VIA)",,"24/01/2017",
"Convivenza Civile","Altro",5,"ROCCAVIONE CONTE DI/(VIA)",,"24/01/2017",
"Convivenza Civile","Altro",6,"LAZIO/(LUNGO STURA)",,"24/01/2017",
"Convivenza Civile","Altro",7,"ALESSANDRIA/(VIA)",,"24/01/2017",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)",,"24/01/2017",
"Convivenza Civile","Altro",8,"GIOTTO/(VIA)","Area Verde","24/01/2017",
"Convivenza Civile","Altro",3,"ROBILANT GENERALE CARLO DI (PIAZZA)",,"24/01/2017","10.16"
"Convivenza Civile","Altro",1,"PO/(VIA)",,"25/01/2017",
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)",,"25/01/2017",
"Convivenza Civile","Altro",6,"LEINI'/(VIA)",,"25/01/2017",
"Convivenza Civile","Altro",6,"LEINI'/(VIA)",,"25/01/2017",
"Convivenza Civile","Altro",7,"ARTISTI/(VIA)",,"25/01/2017",
"Convivenza Civile","Altro",7,"PRINCIPE ODDONE/(CORSO)",,"25/01/2017",
"Convivenza Civile","Altro",,,,"26/01/2017",
"Convivenza Civile","Altro",7,"BRESCIA/(CORSO)",,"26/01/2017",
"Convivenza Civile","Altro",2,"ACCIARINI/FILIPPO (VIA)",,"27/01/2017",
"Convivenza Civile","Altro",2,"BALTIMORA/(VIA)",,"27/01/2017",
"Convivenza Civile","Altro",4,"ASINARI DI BERNEZZO/VITTORIO (VIA)",,"28/01/2017",
"Convivenza Civile","Altro",1,"MERCANTI/(VIA)",,"30/01/2017",
"Convivenza Civile","Altro",3,"VAL LAGARINA/(VIA)",,"30/01/2017","09.31"
"Convivenza Civile","Altro",2,"GAMALERO/(VIA)",,"30/01/2017","12.59"
"Convivenza Civile","Altro",1,"S. QUINTINO/(VIA)",,"31/01/2017",
"Convivenza Civile","Altro",8,"DANTE/(CORSO)",,"31/01/2017",
"Convivenza Civile","Altro",8,"MORGARI/ODDINO (VIA)",,"31/01/2017",
"Convivenza Civile","Altro",1,"DIAZ/ARMANDO (LUNGO PO)",,"01/02/2017",
"Convivenza Civile","Altro",3,"CAPRIOLO/LUIGI (VIA)",,"01/02/2017",
"Convivenza Civile","Altro",3,"FRANCIA/(CORSO)",,"01/02/2017",
"Convivenza Civile","Altro",2,"BARLETTA/(VIA)",,"01/02/2017","11.46"
"Convivenza Civile","Altro",3,"MARTINI MAURI/ENRICO (VIA)",,"01/02/2017","11.05"
"Convivenza Civile","Altro",4,"S. DONATO/(VIA)",,"01/02/2017","11.06"
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)",,"02/02/2017","09.32"
"Convivenza Civile","Altro",4,"RIVARA/(VIA)",,"02/02/2017","13.26"
"Convivenza Civile","Altro",7,"PISANO/ANDREA (VIA)",,"02/02/2017","11.26"
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"02/02/2017","12.13"
"Convivenza Civile","Altro",3,"PAOLINI/FEDERICO (VIA)",,"03/02/2017",
"Convivenza Civile","Altro",2,"FILADELFIA/(VIA)",,"04/02/2017",
"Convivenza Civile","Altro",7,"SOPERGA/(STRADA DI)",,"06/02/2017",
"Convivenza Civile","Altro",10,"NEGARVILLE/CELESTE (VIA)",,"06/02/2017",
"Convivenza Civile","Altro",4,"VIGLIARDI PARAVIA/INNOCENZO (PIAZZA)",,"06/02/2017","11.38"
"Convivenza Civile","Altro",1,"S. MASSIMO/(VIA)",,"07/02/2017",
"Convivenza Civile","Altro",4,"VIDUA/CARLO (VIA)",,"07/02/2017",
"Convivenza Civile","Altro",6,"SCARLATTI/ALESSANDRO (VIA)",,"08/02/2017",
"Convivenza Civile","Altro",3,"BRUNELLESCHI/FILIPPO (CORSO)",,"08/02/2017","09.36"
"Convivenza Civile","Altro",7,"DELEDDA/GRAZIA (VIA)",,"08/02/2017","12.14"
"Convivenza Civile","Altro",7,"REGINA MARGHERITA/(CORSO)",,"09/02/2017","09.58"
"Convivenza Civile","Altro",7,"REGINA MARGHERITA/(CORSO)",,"10/02/2017",
"Convivenza Civile","Altro",7,"CASALE/(CORSO)",,"10/02/2017","08.46"
"Convivenza Civile","Altro",1,"MARIA VITTORIA/(VIA)",,"13/02/2017",
"Convivenza Civile","Altro",3,"PRINCIPI D'ACAJA/(VIA)",,"13/02/2017",
"Convivenza Civile","Altro",3,"POLLENZO/(VIA)",,"14/02/2017",
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)",,"14/02/2017",
"Convivenza Civile","Altro",4,"PRINCIPI D'ACAJA/(VIA)",,"14/02/2017","11.01"
"Convivenza Civile","Altro",1,"VITTORIO EMANUELE II/(CORSO)",,"15/02/2017",
"Convivenza Civile","Altro",2,"AGNELLI/GIOVANNI (CORSO)",,"16/02/2017",
"Convivenza Civile","Altro",4,"BELLARDI/LUDOVICO (VIA)",,"16/02/2017",
"Convivenza Civile","Altro",4,"MASSAUA/(PIAZZA)",,"16/02/2017",
"Convivenza Civile","Altro",4,"MASSAUA/(PIAZZA)",,"16/02/2017",
"Convivenza Civile","Altro",6,"CIMAROSA/DOMENICO (VIA)",,"16/02/2017",
"Convivenza Civile","Altro",8,"BARETTI/GIUSEPPE (VIA)",,"16/02/2017",
"Convivenza Civile","Altro",2,"ORBASSANO/(CORSO)",,"17/02/2017",
"Convivenza Civile","Altro",3,"VANDALINO/(VIA)",,"17/02/2017","10.27"
"Convivenza Civile","Altro",3,"CERVIGNASCO/(VIA)",,"18/02/2017","09.53"
"Convivenza Civile","Altro",6,"CHERUBINI/LUIGI SALVATORE (VIA)",,"19/02/2017",
"Convivenza Civile","Altro",6,"DERNA/(PIAZZA)",,"19/02/2017",
"Convivenza Civile","Altro",7,"GROSSO/(VICOLO)",,"20/02/2017","13.03"
"Convivenza Civile","Altro",7,"VERCELLI/(CORSO)",,"21/02/2017",
"Convivenza Civile","Altro",9,"CAIO PLINIO/(CORSO)",,"21/02/2017","12.04"
"Convivenza Civile","Altro",7,"BELGIO/(CORSO)",,"21/02/2017","12.17"
"Convivenza Civile","Altro",1,"BARRILI/ANTON GIULIO (VIA)",,"23/02/2017","11.38"
"Convivenza Civile","Altro",1,"MILLE/(VIA DEI)",,"24/02/2017",
"Convivenza Civile","Altro",1,"RE UMBERTO/(CORSO)",,"24/02/2017",
"Convivenza Civile","Altro",5,"CUNIBERTI/VITTORIO (VIA)",,"24/02/2017","11.10"
"Convivenza Civile","Altro",1,"PRINCIPE EUGENIO/(CORSO)",,"27/02/2017",
"Convivenza Civile","Altro",1,"ROMA/(VIA)",,"27/02/2017",
"Convivenza Civile","Altro",2,"BARLETTA/(VIA)",,"27/02/2017","11.33"
"Convivenza Civile","Altro",5,"ALTESSANO/(STRADA DI)",,"27/02/2017","10.21"
"Convivenza Civile","Altro",9,"ERASMO DA ROTTERDAM/(VIA)","Area Verde","27/02/2017","12.38"
"Convivenza Civile","Altro",8,"BOIARDO/MATTEO MARIA (VIALE)",,"28/02/2017",
"Convivenza Civile","Altro",10,"SETTEMBRINI/LUIGI (CORSO)",,"28/02/2017",
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)",,"01/03/2017",
"Convivenza Civile","Altro",1,"MAGENTA/(VIA)",,"02/03/2017",
"Convivenza Civile","Altro",5,"ORVIETO/(VIA)",,"02/03/2017",
"Convivenza Civile","Altro",1,"CASTELLO/(PIAZZA)",,"03/03/2017",
"Convivenza Civile","Altro",5,"ROCCAVIONE CONTE DI/(VIA)",,"03/03/2017",
"Convivenza Civile","Altro",1,"FERRARIS/GALILEO (CORSO)",,"04/03/2017",
"Convivenza Civile","Altro",1,"FERRARIS/GALILEO (CORSO)",,"06/03/2017",
"Convivenza Civile","Altro",1,"VITTORIO AMEDEO II/(VIA)",,"07/03/2017",
"Convivenza Civile","Altro",3,"BRACCINI/PAOLO (VIA)",,"08/03/2017",
"Convivenza Civile","Altro",6,"BOLOGNA/(VIA)",,"08/03/2017",
"Convivenza Civile","Altro",6,"MARTORELLI/RENATO (VIA)",,"08/03/2017",
"Convivenza Civile","Altro",1,"FROLA/CONTE SECONDO (VIA)",,"09/03/2017",
"Convivenza Civile","Altro",5,"ROCCAVIONE CONTE DI/(VIA)",,"09/03/2017",
"Convivenza Civile","Altro",9,"NIZZA/(VIA)",,"09/03/2017",
"Convivenza Civile","Altro",3,"CENISCHIA/(VIA)",,"10/03/2017",
"Convivenza Civile","Altro",3,"VASSALLI-EANDI/ABATE ANTONIO (VIA)",,"10/03/2017",
"Convivenza Civile","Altro",4,"TASSONI/ALESSANDRO (CORSO)",,"10/03/2017",
"Convivenza Civile","Altro",7,"TARINO/LUIGI (VIA)",,"10/03/2017",
"Convivenza Civile","Altro",6,"CHERUBINI/LUIGI SALVATORE (VIA)",,"11/03/2017",
"Convivenza Civile","Altro",7,"BORROMINI/FRANCESCO (PIAZZA)",,"11/03/2017",
"Convivenza Civile","Altro",10,"NEGARVILLE/CELESTE (VIA)",,"11/03/2017",
"Convivenza Civile","Altro",5,"MASSARI/GIUSEPPE (VIA)",,"12/03/2017","10.54"
"Convivenza Civile","Altro",8,"S. VITO REVIGLIASCO/(STRADA)","Area Verde","13/03/2017",
"Convivenza Civile","Altro",4,"SOSTEGNO/(VIA)",,"13/03/2017","13.00"
"Convivenza Civile","Altro",5,"MATTIROLO/LUIGI (PIAZZA)",,"14/03/2017",
"Convivenza Civile","Altro",7,"CATANIA/(VIA)",,"14/03/2017",
"Convivenza Civile","Altro",1,"LOVERA DI MARIA/ANNIBALE (VIA)",,"15/03/2017",
"Convivenza Civile","Altro",5,"CINCINNATO/L. QUINZIO (CORSO)",,"15/03/2017",
"Convivenza Civile","Altro",5,"PREVIATI/GAETANO (VIA)",,"15/03/2017",
"Convivenza Civile","Altro",1,"MANZONI/ALESSANDRO (VIA)",,"15/03/2017","10.46"
"Convivenza Civile","Altro",4,"APPIO CLAUDIO/(CORSO)","Area Verde","16/03/2017",
"Convivenza Civile","Altro",7,"RAVENNA/(VIA)",,"16/03/2017",
"Convivenza Civile","Altro",1,"REGINA MARGHERITA/(CORSO)",,"16/03/2017","10.07"
"Convivenza Civile","Altro",3,"S. ANTONINO/(VIA)",,"18/03/2017",
"Convivenza Civile","Altro",7,"GIAVENO/(VIA)",,"18/03/2017",
"Convivenza Civile","Altro",1,"ROCCA/(VIA DELLA)",,"20/03/2017",
"Convivenza Civile","Altro",9,"POLONIA/(PIAZZA)",,"20/03/2017",
"Convivenza Civile","Altro",6,"VERNA/(STRADA DELLA)",,"20/03/2017","07.40"
"Convivenza Civile","Altro",8,"GIACOSA/GIUSEPPE (VIA)",,"20/03/2017","07.29"
"Convivenza Civile","Altro",3,"THURES/(VIA)",,"21/03/2017",
"Convivenza Civile","Altro",4,"VICENZA/(VIA)",,"21/03/2017",
"Convivenza Civile","Altro",5,"CAMPIGLIA/(VIA)",,"21/03/2017",
"Convivenza Civile","Altro",5,"VEROLENGO/(VIA)",,"21/03/2017",
"Convivenza Civile","Altro",8,"MONCALIERI/(CORSO)",,"21/03/2017","13.04"
"Convivenza Civile","Altro",5,"RULFI/MICHELANGELO (VIA)",,"21/03/2017","12.29"
"Convivenza Civile","Altro",1,"FERRARIS/GALILEO (CORSO)",,"22/03/2017",
"Convivenza Civile","Altro",1,"LAGRANGE/GIUSEPPE LUIGI (VIA)",,"22/03/2017",
"Convivenza Civile","Altro",2,"TRIPOLI/(VIA)",,"23/03/2017",
"Convivenza Civile","Altro",5,"CASTELDELFINO/(VIA)",,"23/03/2017",
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)",,"23/03/2017",
"Convivenza Civile","Altro",6,"VERCELLI/(CORSO)",,"23/03/2017",
"Convivenza Civile","Altro",7,"OSLAVIA/(VIA)",,"23/03/2017",
"Convivenza Civile","Altro",8,"DE AMICIS/EDMONDO (PIAZZA)",,"23/03/2017",
"Convivenza Civile","Altro",8,"MONCALIERI/(CORSO)",,"23/03/2017",
"Convivenza Civile","Altro",4,"CHIRONI/GIAMPIETRO (PIAZZA)",,"24/03/2017",
"Convivenza Civile","Altro",8,"BELFIORE/(VIA)",,"28/03/2017",
"Convivenza Civile","Altro",1,"RE UMBERTO/(CORSO)",,"29/03/2017",
"Convivenza Civile","Altro",6,"MERCADANTE/SAVERIO (VIA)",,"29/03/2017","08.02"
"Convivenza Civile","Altro",6,"PAGANINI/NICOLO' (VIA)",,"29/03/2017","13.53"
"Convivenza Civile","Altro",1,"BLIGNY/(VIA)",,"30/03/2017","14.22"
"Convivenza Civile","Altro",1,"S. QUINTINO/(VIA)",,"31/03/2017",
"Convivenza Civile","Altro",1,"VINZAGLIO/(CORSO)",,"31/03/2017","11.44"
"Convivenza Civile","Altro",10,"CASTELLO DI MIRAFIORI/(STRADA)",,"31/03/2017","14.09"
"Convivenza Civile","Altro",7,"ALESSANDRIA/(VIA)",,"31/03/2017","11.59"
"Convivenza Civile","Altro",1,"PO/(VIA)",,"03/04/2017",
"Convivenza Civile","Altro",7,"FONTANESI/ANTONIO (VIA)",,"03/04/2017",
"Convivenza Civile","Altro",3,"RIETI/(VIA)",,"04/04/2017",
"Convivenza Civile","Altro",7,"CHIERI/(CORSO)",,"04/04/2017",
"Convivenza Civile","Altro",1,"VINZAGLIO/(CORSO)",,"05/04/2017",
"Convivenza Civile","Altro",9,"PAOLI/PASQUALE (VIA)",,"05/04/2017",
"Convivenza Civile","Altro",1,"GIOVANNI DA VERAZZANO/(VIA)",,"06/04/2017",
"Convivenza Civile","Altro",1,"S. MAURIZIO/(CORSO)",,"06/04/2017",
"Convivenza Civile","Altro",7,"UNDICI FEBBRAIO/(CORSO)",,"06/04/2017",
"Convivenza Civile","Altro",4,"ZUMAGLIA/(VIA)",,"07/04/2017",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"07/04/2017",
"Convivenza Civile","Altro",8,"BRAMANTE/(CORSO)",,"07/04/2017",
"Convivenza Civile","Altro",1,"CASTELFIDARDO/(CORSO)",,"10/04/2017",
"Convivenza Civile","Altro",6,"PETRELLA/ERRICO (VIA)",,"10/04/2017",
"Convivenza Civile","Altro",7,"MACHIAVELLI/NICOLO' (LUNGO PO)",,"10/04/2017",
"Convivenza Civile","Altro",8,"LODOVICA/(VIA)",,"10/04/2017",
"Convivenza Civile","Altro",9,"FINALMARINA/(VIA)",,"10/04/2017",
"Convivenza Civile","Altro",9,"SEBASTOPOLI/(CORSO)",,"10/04/2017",
"Convivenza Civile","Altro",1,"VANCHIGLIA/(VIA)",,"11/04/2017",
"Convivenza Civile","Altro",2,"TARICCO/SEBASTIANO (VIA)",,"11/04/2017",
"Convivenza Civile","Altro",5,"LUINI/BERNARDINO (VIA)",,"11/04/2017",
"Convivenza Civile","Altro",7,"MONDOVI'/(VIA)",,"12/04/2017",
"Convivenza Civile","Altro",8,"VIOLA/(STRADA DELLA)",,"12/04/2017","07.22"
"Convivenza Civile","Altro",5,"GROSSETO/(CORSO)",,"13/04/2017",
"Convivenza Civile","Altro",4,"CAPELLINA/DOMENICO (VIA)",,"14/04/2017",
"Convivenza Civile","Altro",7,"BUSCALIONI/CARLO MICHELE (VIA)",,"14/04/2017",
"Convivenza Civile","Altro",7,"VERCELLI/(CORSO)",,"14/04/2017",
"Convivenza Civile","Altro",9,"TRAIANO/(CORSO)",,"14/04/2017",
"Convivenza Civile","Altro",3,"CARAGLIO/(VIA)",,"17/04/2017",
"Convivenza Civile","Altro",,,,"18/04/2017",
"Convivenza Civile","Altro",1,"BONAFOUS/ALFONSO (VIA)",,"18/04/2017",
"Convivenza Civile","Altro",1,"BONAFOUS/ALFONSO (VIA)",,"18/04/2017",
"Convivenza Civile","Altro",5,"RANDACCIO/GIOVANNI (VIA)",,"18/04/2017",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"18/04/2017",
"Convivenza Civile","Altro",6,"GIULIO CESARE/(CORSO)",,"18/04/2017",
"Convivenza Civile","Altro",6,"PALERMO/(CORSO)",,"19/04/2017",
"Convivenza Civile","Altro",7,"TETTI ROCCO/(STRADA AI)",,"19/04/2017",
"Convivenza Civile","Altro",8,"BELFIORE/(VIA)",,"19/04/2017","13.35"
"Convivenza Civile","Altro",8,"SALUZZO/(VIA)",,"19/04/2017","15.05"
"Convivenza Civile","Altro",1,"LAGRANGE/GIUSEPPE LUIGI (VIA)",,"20/04/2017",
"Convivenza Civile","Altro",3,"FRANCIA/(CORSO)",,"20/04/2017",
"Convivenza Civile","Altro",3,"S. ANTONINO/(VIA)",,"20/04/2017",
"Convivenza Civile","Altro",7,"BUSCALIONI/CARLO MICHELE (VIA)",,"20/04/2017",
"Convivenza Civile","Altro",10,"VIGLIANI/ONORATO (VIA)",,"20/04/2017",
"Convivenza Civile","Altro",1,"CASTELFIDARDO/(CORSO)",,"20/04/2017","11.18"
"Convivenza Civile","Altro",7,"GIULIO CESARE/(CORSO)",,"20/04/2017","10.54"
"Convivenza Civile","Altro",4,"COSSA/PIETRO (VIA)",,"21/04/2017",
"Convivenza Civile","Altro",5,"LORENZINI/CARLO (VIA)",,"21/04/2017",
"Convivenza Civile","Altro",8,"NIZZA/(VIA)",,"21/04/2017",
"Convivenza Civile","Altro",5,"CINCINNATO/L. QUINZIO (CORSO)",,"26/04/2017",
"Convivenza Civile","Altro",7,"CATANIA/(VIA)",,"26/04/2017",
"Convivenza Civile","Altro",1,"S. TERESA/(VIA)",,"27/04/2017",
"Convivenza Civile","Altro",3,"DELLA ROBBIA/LUCA (LARGO)",,"27/04/2017",
"Convivenza Civile","Altro",3,"VITTORIO EMANUELE II/(CORSO)",,"27/04/2017",
"Convivenza Civile","Altro",4,"SERVAIS/GIOVANNI (VIA)",,"27/04/2017",
"Convivenza Civile","Altro",5,"CARDINALE MASSAIA/GUGLIELMO (VIA)",,"27/04/2017",
"Convivenza Civile","Altro",2,"ZAMBELLI/GIOVANNI (VIA)",,"27/04/2017","14.54"
"Convivenza Civile","Altro",4,"CIBRARIO/LUIGI (VIA)",,"29/04/2017",
"Convivenza Civile","Altro",5,"COPPINO/MICHELE (VIA)",,"29/04/2017",
"Convivenza Civile","Altro",6,"VENEZIA/(CORSO)",,"30/04/2017",
"Convivenza Civile","Altro",2,"OMERO/(PIAZZA)","Area Verde","02/05/2017",
"Convivenza Civile","Altro",2,"ORBASSANO/(CORSO)",,"02/05/2017",
"Convivenza Civile","Altro",3,"MEDITERRANEO/(CORSO)",,"03/05/2017",
