stop_id,latitude,longitude,Conditions
919,38.6956374324469,-9.312031441924,Good
557,38.695709414846704,-9.309400907738759,Good
518,38.6958232353357,-9.30998656441422,Good
502,38.6956374324469,-9.312031441924,Good
376,38.6979612430969,-9.324342691966999,Good
375,38.6979910867197,-9.324216172069429,Good
47,38.7213919663878,-9.22669175869732,Average
319,38.7097995042668,-9.27252640283019,Good
318,38.7095620005977,-9.27247687659649,Good
317,38.7107860046917,-9.27180880625651,Good
960,38.6976805586599,-9.303074764470711,Good
554,38.697468649586796,-9.30515698964787,Good
553,38.6975618723003,-9.30522069660133,Good
552,38.6975768853088,-9.30310112192319,Good
551,38.6976805586599,-9.303074764470711,Good
892,38.705134505341704,-9.23870593247272,Good
655,38.700318031093296,-9.23321881219447,Good
654,38.6997804434794,-9.23155490581518,Good
491,38.701481819582796,-9.23645605306834,Good
490,38.701729930362,-9.2369486437985,Good
458,38.705134505341704,-9.23870593247272,Good
457,38.705977274613,-9.23869683991594,Good
363,38.7081040130272,-9.241010454812109,Good
335,38.7080837615446,-9.240818614539231,Good
56,38.7003913622534,-9.233192638689099,Good
911,38.698226169674,-9.29142097075694,Good
910,38.698300519995705,-9.291171816665619,Good
34,38.7116009393932,-9.23124338269223,Good
22,38.7121192398018,-9.23113898813613,Good
227,38.7222643383692,-9.267271977540391,Good
641,38.7114642380183,-9.22566280764922,Good
640,38.7114642380183,-9.22566280764922,Good
639,38.713267042850106,-9.22528934815465,Good
638,38.713267042850106,-9.22528934815465,Good
637,38.713212538787204,-9.225087549463359,Good
636,38.713212538787204,-9.225087549463359,Good
635,38.7110893156013,-9.22619457371135,Good
634,38.7110893156013,-9.22619457371135,Good
633,38.7110893156013,-9.22619457371135,Good
54,38.713267042850106,-9.22528934815465,Good
53,38.713212538787204,-9.225087549463359,Good
12,38.7114642380183,-9.22566280764922,Good
786,38.728350975863705,-9.28431235040205,Good
785,38.7283733898085,-9.28444196423759,Good
784,38.728166562455705,-9.28453431972621,Good
210,38.7226503530482,-9.304268474708449,Good
209,38.722743746365296,-9.30457586086775,Good
207,38.722578340457794,-9.307800796291449,Good
199,38.7227745871415,-9.30982821529698,Good
843,38.7108347542541,-9.238601048759689,Good
333,38.7108347542541,-9.238601048759689,Good
489,38.706166744963795,-9.24002593132934,Good
665,38.7042362228977,-9.2322037833505,Good
664,38.7038489206169,-9.23309206705113,Good
65,38.7021277630803,-9.235463818562721,Good
666,38.701137956191396,-9.22806562780206,Good
658,38.701263900449206,-9.226901042785359,Good
657,38.701263900449206,-9.226901042785359,Good
656,38.701263900449206,-9.226901042785359,Good
70,38.701137956191396,-9.22806562780206,Good
69,38.7011364161178,-9.22807617986121,Good
512,38.6908504484978,-9.32517755121257,Good
511,38.690971364701,-9.32514795111448,Good
834,38.6934592219217,-9.31365964968558,Good
310,38.6934592219217,-9.31365964968558,Good
11,38.715846518977706,-9.23568198575862,Good
861,38.7164157206706,-9.23736330318038,Good
860,38.7168018444352,-9.237300948941439,Good
36,38.7139026427135,-9.23265443838005,Good
21,38.7160449740371,-9.23572011841383,Good
17,38.7143802652375,-9.23264858687377,Good
932,38.6951027959637,-9.308789777360161,Good
879,38.701003335628,-9.29642348627519,Good
878,38.7023957332624,-9.298850174535401,Bad
872,38.704304772904,-9.30231261100137,Good
871,38.702777274907604,-9.29903374318393,Good
870,38.7007499602035,-9.29624097797251,Good
408,38.701003335628,-9.29642348627519,Good
407,38.7023957332624,-9.298850174535401,Good
393,38.704304772904,-9.30231261100137,Good
392,38.702777274907604,-9.29903374318393,Good
391,38.703840819088605,-9.301218382648619,Good
390,38.7007499602035,-9.29624097797251,Good
301,38.7156040993385,-9.28090970742959,Good
300,38.7157729064021,-9.28079950245394,Good
114,38.71807654197271,-9.29909833367063,Good
384,38.7003903921405,-9.29224754397158,Good
383,38.700621850611896,-9.29235174716126,Good
804,38.7175927351146,-9.263260840700779,Good
803,38.7190997864267,-9.2630137995978,Good
802,38.717527826076605,-9.26340606982308,Good
632,38.7188056139333,-9.26315128195731,Good
233,38.7175927351146,-9.263260840700779,Good
232,38.7190997864267,-9.2630137995978,Good
231,38.717527826076605,-9.26340606982308,Good
52,38.7188056139333,-9.26315128195731,Good
645,38.7141731845024,-9.227355857197619,Good
651,38.7146313104324,-9.2292515074275,Good
650,38.7150019613252,-9.22942110237436,Good
643,38.714423917252205,-9.22693715496418,Good
30,38.7146313104324,-9.2292515074275,Good
29,38.7150259052164,-9.22940930009895,Good
20,38.7141731845024,-9.227355857197619,Good
15,38.714423917252205,-9.22693715496418,Good
14,38.7140629090142,-9.2255181829689,Good
946,38.734838285799604,-9.23100835120744,Good
592,38.7344742227027,-9.2268426955244,Average
591,38.7344888907689,-9.22739287340202,Average
590,38.7348183067575,-9.23265319404783,Good
967,38.6881393176155,-9.31752384936356,Good
966,38.6881393176155,-9.31752384936356,Average
574,38.6881393176155,-9.31752384936356,Good
530,38.6942010899154,-9.30941562614372,Good
873,38.7018020753168,-9.29991844424976,Good
394,38.701673084918795,-9.2997485145026,Good
825,38.697840621842396,-9.32935958211639,Good
824,38.6977824980648,-9.32881110052249,Good
372,38.6981338211424,-9.32679919053797,Good
1026,38.688521464404204,-9.3177745131335,Good
1025,38.688524481201,-9.31779080161666,Good
944,38.6865162883308,-9.3190725028589,Good
943,38.6865162883308,-9.3190725028589,Average
580,38.6835096962276,-9.32190571118082,Good
579,38.684140019469105,-9.32162641920746,Good
497,38.6858132806235,-9.319447173841391,Good
969,38.685406996488,-9.31635643557369,Good
968,38.685406996488,-9.31635643557369,Good
914,38.6874631090098,-9.316627254770939,Good
913,38.68748107172029,-9.31662976682895,Good
912,38.68748107172029,-9.31662976682895,Good
575,38.685406996488,-9.31635643557369,Good
976,38.6812925388317,-9.31925400941189,Average
937,38.68131851204971,-9.31937334156092,Average
929,38.6925732842841,-9.31720721744929,Average
928,38.6925732842841,-9.31720721744929,Good
521,38.6925732842841,-9.31720721744929,Good
584,38.682862566465396,-9.32313753435424,Good
583,38.6827817310899,-9.32322066259797,Good
921,38.697493645982,-9.3268897741177,Good
523,38.697841752658206,-9.32697916745133,Good
578,38.686930289783895,-9.311389395587382,Average
989,38.7027611571229,-9.307499047336881,Good
869,38.7018190659335,-9.308184146803109,Good
495,38.6970916609741,-9.32579771339849,Good
922,38.690778233877204,-9.31599437558573,Average
556,38.6910173636205,-9.31873587338697,Good
522,38.6911359778085,-9.31896926279986,Good
514,38.6907145739308,-9.3162322751982,Good
513,38.690778233877204,-9.31599437558573,Good
509,38.69489786581129,-9.32484726869229,Good
508,38.69402782760871,-9.31841105275258,Good
507,38.6950687492871,-9.324722979754199,Good
263,38.6955110576749,-9.32869132534219,Good
262,38.695778392171896,-9.32906290131299,Good
542,38.698127880373995,-9.3067245797376,Good
541,38.698195172585294,-9.30684982147576,Good
516,38.6976643926035,-9.31136769182419,Good
503,38.697787765777996,-9.311388912143029,Good
926,38.6928220680949,-9.31835529198746,Average
925,38.6928220680949,-9.31835529198746,Good
924,38.6928220680949,-9.31835529198746,Good
923,38.6928220680949,-9.31835529198746,Good
568,38.694445574556205,-9.30526132502658,Good
567,38.696062971059,-9.305858760866439,Good
539,38.694669828175996,-9.30544509714678,Good
500,38.69336646925171,-9.323925912127539,Good
826,38.709970022960704,-9.31420685728689,Good
381,38.705335515363295,-9.307034040223419,Average
380,38.705612706957,-9.30757899102058,Good
267,38.709970022960704,-9.31420685728689,Good
176,38.7302565621413,-9.244134478757859,Good
175,38.7303108087031,-9.245004015492961,Good
174,38.7311532886929,-9.23827131601437,Good
173,38.7312870492215,-9.23845289188055,Good
791,38.7288513429054,-9.24484535072691,Good
183,38.729104527503296,-9.243890896079359,Good
182,38.7285096146514,-9.241655373568632,Good
181,38.728207591932396,-9.24136942845867,Good
180,38.72766310964111,-9.240081822777439,Good
249,38.72262099283,-9.24482767835802,Good
621,38.7270950193578,-9.21775552463084,Average
593,38.7284271163606,-9.22142654147405,Good
499,38.728620576223705,-9.218620016848119,Good
813,38.725095128674,-9.249104889239641,Good
243,38.725095128674,-9.249104889239641,Good
806,38.724628340549394,-9.24978445715777,Good
236,38.7237720122922,-9.247637186359288,Good
235,38.724628340549394,-9.24978445715777,Good
184,38.726942695015,-9.24233088929189,Good
600,38.7206216934878,-9.232723973737212,Good
42,38.7206850883597,-9.232524990116449,Good
1002,38.724254079050205,-9.234696738356618,Good
1001,38.720205551356294,-9.23491283410542,Good
986,38.720205551356294,-9.23491283410542,Good
983,38.7199831199124,-9.23470555580309,Good
977,38.723618188493205,-9.23504389546212,Good
609,38.724254079050205,-9.234696738356618,Good
607,38.7199831199124,-9.23470555580309,Good
599,38.723618188493205,-9.23504389546212,Good
685,38.7247956975298,-9.2268496469724,Good
603,38.7248014051283,-9.22802675399358,Good
950,38.728745234348395,-9.236812404674911,Good
949,38.728745234348395,-9.236812404674911,Good
792,38.726941476223104,-9.239779294535529,Good
595,38.728745234348395,-9.236812404674911,Good
185,38.726941476223104,-9.239779294535529,Good
614,38.7209475972035,-9.23334619886585,Good
46,38.7208113638487,-9.233445639802632,Good
41,38.7235463030281,-9.22235679638225,Good
999,38.7204194917853,-9.23081400582664,Good
277,38.7139726316233,-9.295639531990359,Good
276,38.7141075235308,-9.29551720270981,Good
1016,38.733325115433104,-9.2596663710384,Good
1015,38.733425083323496,-9.25979144491597,Good
1014,38.733425083323496,-9.25979144491597,Good
815,38.7252021315352,-9.25324055772469,Good
814,38.7250844306234,-9.253152707547368,Good
789,38.7307693505743,-9.25842275330145,Good
788,38.7308576814608,-9.25866034707967,Good
742,38.73632787304471,-9.259816121266331,Good
741,38.7364582066193,-9.259770325844151,Good
245,38.7250844306234,-9.253152707547368,Good
244,38.7252021315352,-9.25324055772469,Good
170,38.7307693505743,-9.25842275330145,Good
169,38.7308576814608,-9.25866034707967,Good
158,38.7364582066193,-9.259770325844151,Good
157,38.73632787304471,-9.259816121266331,Good
68,38.7333248544229,-9.259666027672221,Good
206,38.72240406433,-9.307780465022471,Good
694,38.721057244799496,-9.2920922278574,Good
197,38.717385241272204,-9.30677239072161,Good
196,38.7170581144269,-9.30618548945356,Good
797,38.7217497663702,-9.30280095099989,Good
796,38.717423571289395,-9.30232685655693,Good
795,38.7189584255547,-9.302387970734989,Good
205,38.7217497663702,-9.30280095099989,Good
193,38.717423571289395,-9.30232685655693,Good
192,38.719055483304295,-9.30222469275538,Good
191,38.7190536617044,-9.30223246053208,Good
190,38.7189584255547,-9.302387970734989,Good
790,38.726579464001006,-9.24026342270322,Good
179,38.7265283659246,-9.240294295724711,Good
731,38.7344961320721,-9.30629507941927,Good
433,38.7059872790252,-9.28207450283458,Good
817,38.725361275903,-9.24599969357356,Good
248,38.725361275903,-9.24599969357356,Good
982,38.7243106489802,-9.23129785170241,Good
981,38.7245252703199,-9.231483739765402,Good
606,38.7243106489802,-9.23129785170241,Good
605,38.7245252703199,-9.231483739765402,Good
256,38.7246951301574,-9.24259004860679,Good
410,38.6994250908906,-9.274043450320038,Good
409,38.6989025535825,-9.274061240443679,Good
275,38.6991620670831,-9.273747532816461,Good
884,38.7069876205404,-9.27498657112539,Good
452,38.7148243583025,-9.27256030671282,Good
445,38.7076949234013,-9.26954583625167,Good
444,38.7077892142503,-9.269566527702029,Good
322,38.7131080652766,-9.2718613994868,Good
321,38.712770383289,-9.271369029137759,Good
316,38.70817970731721,-9.270307205639051,Good
214,38.717725063970796,-9.27565074894872,Good
308,38.7129352271964,-9.276013216275961,Good
307,38.7119460705314,-9.275018622483119,Good
320,38.7110862537248,-9.2711407820611,Good
299,38.7091930505255,-9.275227054263839,Good
823,38.7259173700217,-9.24322886950742,Good
818,38.725973156625,-9.239053824614778,Good
807,38.726177035581,-9.24348805428436,Good
710,38.726523236475394,-9.2368550304142,Good
693,38.726794235197204,-9.24445653118679,Good
692,38.726562473195294,-9.24442718226963,Good
261,38.7259173700217,-9.24322886950742,Good
250,38.725973156625,-9.239053824614778,Good
237,38.726177035581,-9.24348805428436,Good
178,38.7280444229828,-9.24653016377546,Good
177,38.728136612979,-9.24661105614487,Good
107,38.726523236475394,-9.2368550304142,Good
90,38.726562473195294,-9.24442718226963,Good
89,38.726794235197204,-9.24445653118679,Good
691,38.7317357716398,-9.27841231599867,Good
269,38.714701849219296,-9.311694629791349,Good
268,38.7146174468617,-9.311489052540061,Good
189,38.716722639935796,-9.3110077262463,Good
188,38.716554800801894,-9.311045902464212,Good
212,38.72256086926579,-9.30579068340408,Good
201,38.7222863311194,-9.30612103162055,Good
200,38.7217990054961,-9.30759290800098,Good
1000,38.734214355219,-9.30692460125216,Good
753,38.7342380809511,-9.30696593101378,Good
750,38.7327256335175,-9.30428544405691,Good
749,38.7330497209715,-9.30467311857926,Good
748,38.730311300265605,-9.302106141524028,Good
730,38.7366856572741,-9.31019670384825,Good
721,38.7345288815026,-9.30717815914592,Good
133,38.7366357426819,-9.31038939987929,Good
746,38.7308936894668,-9.31509989318845,Good
165,38.7306609152748,-9.31519035545162,Good
164,38.7303440343056,-9.313566885959949,Good
163,38.7304527059716,-9.313491741025901,Good
747,38.7307233350241,-9.317246632663801,Good
801,38.7219864943543,-9.26351919981995,Good
230,38.7219864943543,-9.26351919981995,Good
224,38.7209394208687,-9.263659654279339,Good
800,38.7204227704122,-9.26580547435858,Good
226,38.7204227704122,-9.26580547435858,Good
225,38.720667296133,-9.265855672699198,Good
759,38.7277636254359,-9.31049019910839,Good
758,38.7275171585643,-9.31015175346921,Good
204,38.725070985196,-9.3098680682372,Good
203,38.7250173328115,-9.309981027366812,Good
229,38.71959683037971,-9.25810147973822,Good
851,38.7098372478153,-9.24514331180016,Good
850,38.710002155264505,-9.24539223811399,Good
689,38.71129292914021,-9.246192297370321,Good
366,38.7079919344579,-9.244647516127449,Good
365,38.7080403801849,-9.244526061178581,Good
342,38.7098372478153,-9.24514331180016,Good
341,38.710002155264505,-9.24539223811399,Good
86,38.7114351645754,-9.24612586739185,Good
85,38.71129292914021,-9.246192297370321,Good
253,38.7171535236361,-9.24004281688457,Good
252,38.7170694134037,-9.24012602749704,Good
707,38.743590382840004,-9.306435267015901,Good
132,38.737794820058205,-9.30892561112246,Good
100,38.743590382840004,-9.306435267015901,Good
99,38.743651139421,-9.30652954188883,Good
720,38.734482364440005,-9.30562932397189,Good
130,38.734669463625295,-9.30631976598876,Good
349,38.7152277693644,-9.237449074654949,Good
862,38.716680569696706,-9.24320650990265,Good
369,38.7170013854822,-9.242209394110839,Good
358,38.7167687354516,-9.243232078540972,Good
954,38.725613210896505,-9.234425532692079,Good
953,38.725613210896505,-9.234425532692079,Good
948,38.727380536347795,-9.23421589488577,Good
947,38.727380536347795,-9.23421589488577,Good
598,38.725613210896505,-9.234425532692079,Good
594,38.727380536347795,-9.23421589488577,Good
827,38.714126978684504,-9.31078231604013,Good
272,38.7100190780856,-9.31247054236266,Good
271,38.709837957304394,-9.312405485301651,Good
270,38.714126978684504,-9.31078231604013,Good
266,38.7140128743155,-9.311352081782369,Good
166,38.7254273777782,-9.31078486373598,Good
757,38.7298779673507,-9.30191393355183,Good
766,38.731765177743505,-9.27815070003774,Good
745,38.7427654898043,-9.26794633792211,Good
744,38.7427654898043,-9.26794633792211,Good
736,38.7418933286168,-9.269381754922119,Good
735,38.7416444850567,-9.26970181154578,Good
715,38.7443030974795,-9.266940914210288,Good
714,38.7444562267918,-9.266588267254859,Good
713,38.7459328885984,-9.26523858594872,Good
712,38.7461409895076,-9.26524890744805,Good
711,38.7461409895076,-9.26524890744805,Good
152,38.7418933286168,-9.269381754922119,Good
146,38.7402737506937,-9.27296027943603,Good
145,38.7402201708381,-9.27336496646707,Good
128,38.7443030974795,-9.266940914210288,Good
127,38.7444562267918,-9.266588267254859,Good
125,38.7459328885984,-9.26523858594872,Good
934,38.6959916808799,-9.30665265500868,Good
540,38.697257439259296,-9.30618769965354,Good
538,38.693831685121495,-9.308044327882769,Good
537,38.6959916808799,-9.30665265500868,Good
136,38.7420369124379,-9.27718481291197,Good
135,38.7422306526646,-9.27726933671882,Good
134,38.7437203736147,-9.27933608767702,Good
649,38.7119919894148,-9.23540514794137,Good
648,38.7119300433865,-9.23577474102201,Good
647,38.712291663105795,-9.233216086429538,Good
362,38.71241584501129,-9.23694788146144,Good
361,38.712668638313,-9.237049264082989,Good
359,38.7154210723018,-9.23720163515922,Good
37,38.712352572986795,-9.23329102434337,Good
28,38.7119300433865,-9.23577474102201,Good
27,38.7119919894148,-9.23540514794137,Good
26,38.712291663105795,-9.233216086429538,Good
848,38.7131073835834,-9.245282737911369,Good
347,38.7127384597457,-9.24588475233098,Good
339,38.7131073835834,-9.245282737911369,Good
855,38.7114691137967,-9.23735893250774,Good
348,38.7114691137967,-9.23735893250774,Good
909,38.7077641556809,-9.243326638625211,Good
849,38.707580262062,-9.24350198517021,Good
492,38.7077641556809,-9.243326638625211,Good
340,38.707580262062,-9.24350198517021,Good
488,38.703776326370296,-9.24185216086711,Good
487,38.7041631002066,-9.24172156612279,Good
468,38.7057714214144,-9.242000002628929,Good
460,38.705974465124505,-9.242701861176869,Good
258,38.7158820283336,-9.293897325524071,Good
257,38.716026158484,-9.293778818405631,Good
222,38.7189118741549,-9.290955493305429,Good
213,38.7204400245575,-9.290966585874619,Good
109,38.717630497601206,-9.29280228049683,Good
108,38.7175063678632,-9.292548244201079,Good
765,38.7301923653187,-9.27650906690795,Good
764,38.7299832125253,-9.2764990627858,Good
432,38.7043664167469,-9.2762847662204,Good
424,38.7035142695739,-9.278402576988471,Good
847,38.710802048566705,-9.24038184328034,Good
846,38.710802048566705,-9.24038184328034,Good
845,38.710746479186,-9.2405615989556,Good
844,38.710746479186,-9.2405615989556,Good
338,38.710746479186,-9.2405615989556,Good
337,38.710802048566705,-9.24038184328034,Good
842,38.7159956700268,-9.25404285134059,Good
841,38.716031340716704,-9.253854964139538,Good
840,38.7105034298933,-9.242881436201909,Good
838,38.7145773544149,-9.256514689025812,Good
837,38.7156217492386,-9.26279358596101,Good
835,38.715387923674,-9.262521440437721,Good
822,38.7240458708115,-9.24327074139845,Good
820,38.722549476415296,-9.24300692044625,Good
819,38.7218199264604,-9.2432922944755,Good
816,38.7243740319028,-9.24661336614821,Good
812,38.72408456506329,-9.2436163048761,Good
811,38.7175026474768,-9.25236299909261,Good
810,38.7174261134131,-9.25230316679968,Good
809,38.720651669394606,-9.25088676162129,Good
808,38.720699940652,-9.250746544812731,Good
367,38.7110835747959,-9.24297203337458,Good
357,38.7150586492548,-9.24452586767662,Good
336,38.7158972027982,-9.24483687043325,Good
334,38.7141658179853,-9.244561248470278,Good
332,38.716031340716704,-9.253854964139538,Good
331,38.7159956700268,-9.25404285134059,Good
330,38.7105034298933,-9.242881436201909,Good
323,38.7145773544149,-9.256514689025812,Good
315,38.7156217492386,-9.26279358596101,Good
312,38.715387923674,-9.262521440437721,Good
260,38.723046698312295,-9.248544430694091,Good
255,38.7240458708115,-9.24327074139845,Good
254,38.722549476415296,-9.24300692044625,Good
251,38.7218199264604,-9.2432922944755,Good
247,38.7243740319028,-9.24661336614821,Good
246,38.7232086699173,-9.24838274789925,Good
242,38.72408456506329,-9.2436163048761,Good
241,38.7175026474768,-9.25236299909261,Good
240,38.7174261134131,-9.25230316679968,Good
239,38.720699940652,-9.250746544812731,Good
238,38.720651669394606,-9.25088676162129,Good
863,38.7153247688846,-9.24128702718493,Good
859,38.7168627712248,-9.23817444464261,Good
858,38.716692531150706,-9.23814503346624,Good
857,38.714261770403105,-9.24342163268579,Good
856,38.7146273760628,-9.2421047539669,Good
360,38.7153247688846,-9.24128702718493,Good
354,38.7168627712248,-9.23817444464261,Good
353,38.716692531150706,-9.23814503346624,Good
352,38.714261770403105,-9.24342163268579,Good
351,38.7146273760628,-9.2421047539669,Good
821,38.7318536499198,-9.27914180585499,Bad
767,38.7326592457691,-9.28004789712339,Good
455,38.7012216437599,-9.2535473086451,Good
454,38.7012689605475,-9.25363862888955,Good
453,38.700082976020205,-9.25219152539733,Good
900,38.701650750620004,-9.252054453692029,Good
898,38.701579998747,-9.25182333189878,Good
886,38.7023616241272,-9.25570482823552,Good
885,38.7035005704772,-9.25676322320703,Good
473,38.701650750620004,-9.252054453692029,Good
