,IDRoute,linkid,latitude,longitude,geometry
112,2,537280886,38.6972968,-9.202358,POINT (38.6972968 -9.202358)
113,2,537280892,38.6971951,-9.2011951,POINT (38.6971951 -9.2011951)
114,2,537280977,38.6961794,-9.2197986,POINT (38.6961794 -9.219798600000001)
115,2,537281022,38.6950756,-9.216272,POINT (38.6950756 -9.216272)
116,2,537282156,38.6965498,-9.22083,POINT (38.6965498 -9.220829999999999)
117,2,537283646,38.7063465,-9.1439337,POINT (38.7063465 -9.1439337)
118,2,537283652,38.7063251,-9.1437727,POINT (38.7063251 -9.1437727)
119,2,537283657,38.7063146,-9.1432862,POINT (38.7063146 -9.1432862)
120,2,537283711,38.7082565,-9.1389298,POINT (38.7082565 -9.1389298)
121,2,537283712,38.7082565,-9.1389298,POINT (38.7082565 -9.1389298)
122,2,537283750,38.7090182,-9.136194,POINT (38.7090182 -9.136194)
123,2,537284471,38.7064862,-9.1550982,POINT (38.7064862 -9.155098199999999)
124,2,537284751,38.6978433,-9.1917249,POINT (38.6978433 -9.191724900000001)
125,2,537284752,38.6981386,-9.189821,POINT (38.6981386 -9.189821)
126,2,537284753,38.6979565,-9.1910358,POINT (38.6979565 -9.1910358)
127,2,537284754,38.6979938,-9.190791099999998,POINT (38.6979938 -9.190791099999998)
128,2,537284755,38.6979152,-9.1916688,POINT (38.6979152 -9.1916688)
129,2,537284756,38.69792460000001,-9.1908403,POINT (38.69792460000001 -9.1908403)
131,2,537284943,38.7004873,-9.1828554,POINT (38.7004873 -9.182855399999999)
132,2,537284945,38.7010259,-9.1817585,POINT (38.7010259 -9.181758500000001)
133,2,537284946,38.7003731,-9.182786,POINT (38.7003731 -9.182786)
134,2,537284947,38.7007472,-9.1821371,POINT (38.7007472 -9.1821371)
135,2,537285509,38.6977089,-9.2046112,POINT (38.6977089 -9.2046112)
136,2,537285510,38.6978161,-9.2046756,POINT (38.6978161 -9.2046756)
137,2,537285512,38.6974483,-9.204111,POINT (38.6974483 -9.204110999999999)
138,2,537285516,38.6975064,-9.204429800000002,POINT (38.6975064 -9.204429800000002)
139,2,537285517,38.6976222,-9.2045455,POINT (38.6976222 -9.2045455)
140,2,537285522,38.6974012,-9.204512,POINT (38.6974012 -9.204511999999999)
141,2,537285523,38.6972842,-9.2050149,POINT (38.6972842 -9.2050149)
142,2,537285526,38.6973453,-9.2033621,POINT (38.6973453 -9.2033621)
143,2,537285529,38.6973285,-9.2034221,POINT (38.6973285 -9.203422099999999)
144,2,537285795,38.69877,-9.2253784,POINT (38.69877 -9.2253784)
145,2,537285796,38.6984967,-9.2253613,POINT (38.6984967 -9.225361299999999)
146,2,537320961,38.6991321,-9.2294993,POINT (38.6991321 -9.229499300000001)
147,2,543108637,38.6994713,-9.2314073,POINT (38.6994713 -9.231407300000001)
148,2,543108638,38.6993886,-9.2310408,POINT (38.6993886 -9.231040800000001)
149,2,543108640,38.6992915,-9.2318263,POINT (38.6992915 -9.2318263)
150,2,543108645,38.69915020000001,-9.2299421,POINT (38.69915020000001 -9.229942100000001)
151,2,593888892,38.6995696,-9.1848538,POINT (38.6995696 -9.184853800000001)
152,2,593892401,38.7082565,-9.1393805,POINT (38.7082565 -9.1393805)
153,2,593892974,38.6985513,-9.1877714,POINT (38.6985513 -9.187771400000001)
154,2,722734218,38.70641550000001,-9.1428871,POINT (38.70641550000001 -9.142887099999999)
155,2,746627800,38.7064862,-9.1523091,POINT (38.7064862 -9.1523091)
156,2,746952784,38.7086532,-9.137751,POINT (38.7086532 -9.137751)
157,2,746952785,38.7088358,-9.1369665,POINT (38.7088358 -9.1369665)
158,2,746980501,38.6973344,-9.2031025,POINT (38.6973344 -9.2031025)
159,2,746981795,38.7036782,-9.171392,POINT (38.7036782 -9.171392000000001)
160,2,747078121,38.6954565,-9.2117643,POINT (38.6954565 -9.2117643)
161,2,747078122,38.69553610000001,-9.2115038,POINT (38.69553610000001 -9.211503799999999)
162,2,747091957,38.6973344,-9.2039722,POINT (38.6973344 -9.203972200000001)
163,2,747091958,38.6973058,-9.2036543,POINT (38.6973058 -9.2036543)
164,2,747091966,38.69744160000001,-9.2039774,POINT (38.69744160000001 -9.203977399999999)
165,2,753438782,38.7070906,-9.141687199999998,POINT (38.7070906 -9.141687199999998)
166,2,753438860,38.7070906,-9.141687199999998,POINT (38.7070906 -9.141687199999998)
167,2,758467057,38.6970008,-9.2218562,POINT (38.6970008 -9.2218562)
168,2,758467058,38.6977259,-9.223251,POINT (38.6977259 -9.223250999999999)
169,2,758467062,38.6967226,-9.2212512,POINT (38.6967226 -9.221251199999999)
170,2,771584138,38.7087071,-9.1350996,POINT (38.7087071 -9.1350996)
171,2,771584139,38.7087071,-9.1350996,POINT (38.7087071 -9.1350996)
172,2,778211403,38.7065288,-9.1424605,POINT (38.7065288 -9.1424605)
173,2,778782011,38.6958046,-9.2106661,POINT (38.6958046 -9.210666099999999)
174,2,778782027,38.6964198,-9.208705,POINT (38.6964198 -9.208705)
175,2,779455126,38.6974481,-9.1939717,POINT (38.6974481 -9.193971700000001)
176,2,798651764,38.7064862,-9.1550982,POINT (38.7064862 -9.155098199999999)
177,2,806649892,38.6990205,-9.1861998,POINT (38.6990205 -9.186199800000001)
178,2,811112096,38.700858,-9.1822269,POINT (38.700858 -9.1822269)
179,2,811112097,38.7010935,-9.181824699999998,POINT (38.7010935 -9.181824699999998)
180,2,811112254,38.7045328,-9.178156199999998,POINT (38.7045328 -9.178156199999998)
181,2,811112255,38.7046399,-9.1779259,POINT (38.7046399 -9.1779259)
182,2,811112257,38.7016237,-9.1812573,POINT (38.7016237 -9.1812573)
183,2,811175577,38.6982395,-9.224875,POINT (38.6982395 -9.224875000000001)
184,2,811175579,38.69504379999999,-9.216032,POINT (38.69504379999999 -9.216032)
185,2,811175580,38.69505460000001,-9.2161555,POINT (38.69505460000001 -9.216155499999999)
186,2,811233386,38.706624,-9.1420732,POINT (38.706624 -9.1420732)
187,2,811310173,38.6972378,-9.2015743,POINT (38.6972378 -9.201574300000001)
188,2,811310174,38.6972591,-9.2017245,POINT (38.6972591 -9.201724499999999)
189,2,811310175,38.6950171,-9.2150462,POINT (38.6950171 -9.2150462)
190,2,811310176,38.6950244,-9.2145819,POINT (38.6950244 -9.214581900000001)
191,2,811398039,38.7090182,-9.136194,POINT (38.7090182 -9.136194)
192,2,811401004,38.7090093,-9.1352257,POINT (38.7090093 -9.135225699999999)
193,2,811401336,38.7128548,-9.1376889,POINT (38.7128548 -9.137688900000001)
194,2,811401337,38.7132723,-9.1378582,POINT (38.7132723 -9.1378582)
195,2,811401512,38.7098526,-9.1365097,POINT (38.7098526 -9.1365097)
196,2,811485758,38.7114564,-9.1362092,POINT (38.7114564 -9.1362092)
197,2,811485759,38.7116445,-9.136284300000002,POINT (38.7116445 -9.136284300000002)
198,2,811485760,38.7119117,-9.1363965,POINT (38.7119117 -9.1363965)
199,2,811485763,38.710797,-9.135941,POINT (38.710797 -9.135941000000001)
200,2,811485764,38.7111394,-9.1360801,POINT (38.7111394 -9.136080099999999)
201,2,811485765,38.7102336,-9.1357157,POINT (38.7102336 -9.1357157)
202,2,811485767,38.71298779999999,-9.1368351,POINT (38.71298779999999 -9.136835100000001)
203,2,811485768,38.7132776,-9.136945,POINT (38.7132776 -9.136945000000001)
204,2,811556438,38.70404420000001,-9.178902,POINT (38.70404420000001 -9.178902000000001)
205,2,811556439,38.7043088,-9.1785347,POINT (38.7043088 -9.1785347)
206,2,811629566,38.697512,-9.195274,POINT (38.697512 -9.195274)
207,2,811884590,38.7046781,-9.1768287,POINT (38.7046781 -9.1768287)
208,2,811947724,38.70636270000001,-9.1440685,POINT (38.70636270000001 -9.144068499999999)
209,2,812023254,38.6950386,-9.215866900000002,POINT (38.6950386 -9.215866900000002)
210,2,812023255,38.6950171,-9.2151909,POINT (38.6950171 -9.2151909)
211,2,812023256,38.6950277,-9.2155155,POINT (38.6950277 -9.2155155)
212,2,836185854,38.69970479999999,-9.2278151,POINT (38.69970479999999 -9.227815100000001)
213,2,851519858,38.70852470000001,-9.1383076,POINT (38.70852470000001 -9.138307599999999)
214,2,851519859,38.7086532,-9.137751,POINT (38.7086532 -9.137751)
215,2,851547803,38.7090182,-9.136194,POINT (38.7090182 -9.136194)
216,2,851552992,38.6956649,-9.2111171,POINT (38.6956649 -9.211117099999999)
217,2,851552993,38.6957408,-9.2108852,POINT (38.6957408 -9.2108852)
218,2,851553002,38.6960193,-9.2100322,POINT (38.6960193 -9.210032200000001)
219,2,851554284,38.6965671,-9.207563699999998,POINT (38.6965671 -9.207563699999998)
220,2,851554290,38.6968729,-9.206383,POINT (38.6968729 -9.206383000000001)
221,2,851591133,38.69712670000001,-9.2051291,POINT (38.69712670000001 -9.205129100000001)
222,2,851591134,38.6971943,-9.2048401,POINT (38.6971943 -9.2048401)
223,2,851623355,38.7064862,-9.1523091,POINT (38.7064862 -9.1523091)
224,2,851625198,38.6951298,-9.2129185,POINT (38.6951298 -9.212918500000001)
225,2,859347304,38.6993248,-9.2307947,POINT (38.6993248 -9.230794700000001)
226,2,897478272,38.6995652,-9.2282231,POINT (38.6995652 -9.228223099999999)
227,2,897787176,38.6993226,-9.2256236,POINT (38.6993226 -9.2256236)
228,2,901119782,38.7033667,-9.1795248,POINT (38.7033667 -9.179524799999999)
229,2,901119783,38.7036988,-9.1792304,POINT (38.7036988 -9.1792304)
230,2,901128953,38.7041414,-9.1735228,POINT (38.7041414 -9.173522800000001)
231,2,901311723,38.7106643,-9.1358879,POINT (38.7106643 -9.1358879)
232,2,901311725,38.7123888,-9.1365897,POINT (38.7123888 -9.1365897)
233,2,901328841,38.7019969,-9.180973800000002,POINT (38.7019969 -9.180973800000002)
234,2,901328842,38.70222570000001,-9.1807732,POINT (38.70222570000001 -9.180773200000001)
235,2,901328843,38.7024591,-9.1805403,POINT (38.7024591 -9.180540300000001)
236,2,901328844,38.7028266,-9.1800407,POINT (38.7028266 -9.180040699999999)
237,2,901328845,38.6973076,-9.2025618,POINT (38.6973076 -9.2025618)
238,2,901328846,38.6973184,-9.202771,POINT (38.6973184 -9.202771)
239,2,901328847,38.6972755,-9.2018912,POINT (38.6972755 -9.2018912)
240,2,901328848,38.697291,-9.2021267,POINT (38.697291 -9.202126700000001)
241,2,901330812,38.6986585,-9.1873046,POINT (38.6986585 -9.187304599999999)
242,2,901330813,38.6988045,-9.1868015,POINT (38.6988045 -9.1868015)
243,2,901330814,38.6974311,-9.1943826,POINT (38.6974311 -9.194382600000001)
244,2,901330815,38.6974438,-9.1947015,POINT (38.6974438 -9.194701500000001)
245,2,901330816,38.6976936,-9.1925268,POINT (38.6976936 -9.1925268)
246,2,901330817,38.6977579,-9.1921846,POINT (38.6977579 -9.192184599999999)
247,2,901330819,38.7003,-9.183290800000002,POINT (38.7003 -9.183290800000002)
248,2,901335093,38.7127299,-9.1367249,POINT (38.7127299 -9.136724900000001)
249,2,902016534,38.7063091,-9.1436339,POINT (38.7063091 -9.143633899999999)
250,2,902016535,38.7063073,-9.1434585,POINT (38.7063073 -9.143458499999999)
251,2,907445776,38.6994778,-9.2320274,POINT (38.6994778 -9.2320274)
252,2,910631394,38.69977460000001,-9.2276004,POINT (38.69977460000001 -9.2276004)
253,2,910631395,38.6998349,-9.2274365,POINT (38.6998349 -9.2274365)
254,2,910635154,38.6959018,-9.2103743,POINT (38.6959018 -9.2103743)
255,2,910635155,38.69597150000001,-9.2101704,POINT (38.69597150000001 -9.210170400000001)
256,2,910635156,38.6961793,-9.209547099999998,POINT (38.6961793 -9.209547099999998)
257,2,910635157,38.6963466,-9.2090297,POINT (38.6963466 -9.2090297)
258,2,910635159,38.6963951,-9.2204351,POINT (38.6963951 -9.2204351)
259,2,910635161,38.6960195,-9.2193028,POINT (38.6960195 -9.219302799999999)
260,2,910635162,38.6956978,-9.2182946,POINT (38.6956978 -9.2182946)
261,2,910635163,38.6957512,-9.218466,POINT (38.6957512 -9.218465999999999)
262,2,910635164,38.69504379999999,-9.2141236,POINT (38.69504379999999 -9.214123600000001)
263,2,910635166,38.6952686,-9.212382,POINT (38.6952686 -9.212382)
264,2,910635167,38.695364700000006,-9.212061,POINT (38.69536470000001 -9.212061)
265,2,910635169,38.6968508,-9.2215452,POINT (38.6968508 -9.2215452)
266,2,910635333,38.6973396,-9.2000942,POINT (38.6973396 -9.200094200000001)
267,2,910635334,38.697388,-9.1997153,POINT (38.697388 -9.199715299999999)
268,2,910635838,38.6974525,-9.1976942,POINT (38.6974525 -9.197694200000001)
269,2,910635839,38.6974525,-9.1972953,POINT (38.6974525 -9.1972953)
270,2,910635840,38.6974792,-9.1962335,POINT (38.6974792 -9.1962335)
271,2,910635841,38.6974953,-9.1958806,POINT (38.6974953 -9.195880600000001)
272,2,910635842,38.69789760000001,-9.191448199999998,POINT (38.69789760000001 -9.191448199999998)
273,2,910635843,38.6979242,-9.1912624,POINT (38.6979242 -9.191262399999999)
274,2,910635844,38.697527,-9.19343,POINT (38.697527 -9.193429999999999)
275,2,910635845,38.6975862,-9.1931181,POINT (38.6975862 -9.1931181)
276,2,910640809,38.6984768,-9.1881226,POINT (38.6984768 -9.1881226)
277,2,941289391,38.6998631,-9.2272738,POINT (38.6998631 -9.227273800000001)
278,2,941289392,38.69989010000001,-9.2271226,POINT (38.69989010000001 -9.2271226)
279,2,1115631554,38.697404,-9.2036228,POINT (38.697404 -9.2036228)
280,2,1162444462,38.6974204,-9.1990985,POINT (38.6974204 -9.1990985)
281,2,1162445446,38.6973453,-9.2041447,POINT (38.6973453 -9.204144700000001)
282,2,1162453258,38.6971261,-9.205376800000002,POINT (38.6971261 -9.205376800000002)
283,2,1180483530,38.6974256,-9.1987765,POINT (38.6974256 -9.198776499999999)
284,2,1187733637,38.7065389,-9.1553725,POINT (38.7065389 -9.1553725)
285,2,1187733638,38.7065389,-9.1553725,POINT (38.7065389 -9.1553725)
286,2,1187733639,38.7065389,-9.1553725,POINT (38.7065389 -9.1553725)
287,2,1187733640,38.7065389,-9.1553725,POINT (38.7065389 -9.1553725)
288,2,1187733641,38.7035143,-9.1711378,POINT (38.7035143 -9.1711378)
289,2,1187733642,38.7035134,-9.171142800000002,POINT (38.7035134 -9.171142800000002)
290,2,1187733643,38.7035134,-9.171142800000002,POINT (38.7035134 -9.171142800000002)
291,2,1198051993,38.7046032,-9.1764803,POINT (38.7046032 -9.1764803)
292,2,1198051994,38.7046295,-9.1766497,POINT (38.7046295 -9.1766497)
293,2,1201697034,38.6958261,-9.2187013,POINT (38.6958261 -9.218701299999999)
294,2,1201697035,38.6959335,-9.2190396,POINT (38.6959335 -9.2190396)
295,2,1201697260,38.6951023,-9.2163796,POINT (38.6951023 -9.2163796)
296,2,1201866960,38.6972479,-9.204636099999998,POINT (38.6972479 -9.204636099999998)
297,2,1201866961,38.6973152,-9.2044058,POINT (38.6973152 -9.2044058)
298,2,1201872277,38.6990218,-9.2254408,POINT (38.6990218 -9.225440799999999)
299,2,1201872278,38.699168,-9.225511,POINT (38.699168 -9.225510999999999)
300,2,1202127650,38.6998659,-9.184351800000002,POINT (38.6998659 -9.184351800000002)
301,2,1202127651,38.699999700000006,-9.1840099,POINT (38.69999970000001 -9.1840099)
302,2,1202193846,38.7039051,-9.1725941,POINT (38.7039051 -9.1725941)
303,2,1202254592,38.6997565,-9.1843132,POINT (38.6997565 -9.1843132)
304,2,1202254593,38.69988770000001,-9.1839759,POINT (38.69988770000001 -9.1839759)
305,2,1202255120,38.7000175,-9.183587800000002,POINT (38.7000175 -9.183587800000002)
306,2,1202255122,38.7011796,-9.1816639,POINT (38.7011796 -9.1816639)
307,2,1202255123,38.7013138,-9.181545800000002,POINT (38.7013138 -9.181545800000002)
308,2,1202255124,38.6992108,-9.1857376,POINT (38.6992108 -9.1857376)
309,2,1202255125,38.6993661,-9.1853623,POINT (38.6993661 -9.1853623)
310,2,1202388240,38.70654520000001,-9.1494054,POINT (38.70654520000001 -9.149405399999999)
311,2,1202683188,38.70984779999999,-9.1355657,POINT (38.70984779999999 -9.135565700000001)
312,2,1202870573,38.7065506,-9.1497514,POINT (38.7065506 -9.1497514)
313,2,1202924178,38.695364,-9.2172219,POINT (38.695364 -9.2172219)
314,2,1202924179,38.695644,-9.2181227,POINT (38.695644 -9.2181227)
315,2,1205886756,38.7044737,-9.1754611,POINT (38.7044737 -9.1754611)
316,2,1205886757,38.7045706,-9.1762255,POINT (38.7045706 -9.176225499999999)
317,2,1206705162,38.7046994,-9.1777542,POINT (38.7046994 -9.177754200000001)
318,2,1206705163,38.70474760000001,-9.1775507,POINT (38.70474760000001 -9.177550699999999)
319,2,1206705165,38.704796,-9.1770903,POINT (38.704796 -9.1770903)
320,2,1206705166,38.7048125,-9.1772322,POINT (38.7048125 -9.177232200000001)
321,2,1208910784,38.7066632,-9.141897,POINT (38.7066632 -9.141897)
322,2,1208910785,38.70660170000001,-9.1416539,POINT (38.70660170000001 -9.1416539)
323,2,1208910787,38.7068448,-9.1416198,POINT (38.7068448 -9.141619800000001)
324,2,1213178431,38.69641179999999,-9.2083517,POINT (38.69641179999999 -9.2083517)
325,2,1213178432,38.6964745,-9.207950300000002,POINT (38.6964745 -9.207950300000002)
326,2,1213278922,38.7064808,-9.1528604,POINT (38.7064808 -9.1528604)
327,2,1213343194,38.6972045,-9.2009921,POINT (38.6972045 -9.200992100000001)
328,2,1213512227,38.6996924,-9.226091,POINT (38.6996924 -9.226091)
329,2,1213513448,38.69986779999999,-9.2266781,POINT (38.69986779999999 -9.226678100000001)
330,2,1213513449,38.6998972,-9.226932,POINT (38.6998972 -9.226932)
331,2,1213529543,38.6992163,-9.2292323,POINT (38.6992163 -9.2292323)
332,2,1213529544,38.6993698,-9.2287825,POINT (38.6993698 -9.228782499999999)
333,2,1213870333,38.6983317,-9.1888007,POINT (38.6983317 -9.1888007)
334,2,1213870334,38.6984122,-9.1884087,POINT (38.6984122 -9.1884087)
335,2,1214429527,38.705467,-9.145174,POINT (38.705467 -9.145174000000001)
336,2,1214429528,38.7064219,-9.1472018,POINT (38.7064219 -9.147201799999999)
337,2,1214573385,38.7064,-9.1442873,POINT (38.7064 -9.1442873)
338,2,1214573388,38.7063896,-9.1446868,POINT (38.7063896 -9.144686800000001)
339,2,1214589875,38.70652370000001,-9.1538741,POINT (38.70652370000001 -9.153874099999999)
340,2,1214589880,38.7065292,-9.1542903,POINT (38.7065292 -9.1542903)
341,2,1214589884,38.7064808,-9.1525889,POINT (38.7064808 -9.1525889)
342,2,1214589885,38.7064862,-9.152368,POINT (38.7064862 -9.152367999999999)
343,2,1214635817,38.706448,-9.1491947,POINT (38.706448 -9.149194700000001)
344,2,1214836355,38.7064593,-9.1499881,POINT (38.7064593 -9.1499881)
345,2,1215031875,38.7063896,-9.1449553,POINT (38.7063896 -9.144955299999999)
