date (UTC),time (UTC),mean,number of points,filtered mean,filtered number of points
25-11-2018,02:00:00,70.4,3600,,0
25-11-2018,03:00:00,65.2,3600,,0
25-11-2018,04:00:00,64.8,3600,,0
25-11-2018,05:00:00,64.6,3600,,0
25-11-2018,06:00:00,65.9,3600,,0
25-11-2018,07:00:00,68.3,3600,,0
25-11-2018,08:00:00,71.3,3600,,0
25-11-2018,09:00:00,66.9,3600,,0
25-11-2018,10:00:00,67.0,3600,,0
25-11-2018,11:00:00,67.1,3600,,0
25-11-2018,12:00:00,66.8,3600,,0
25-11-2018,13:00:00,66.6,3600,,0
25-11-2018,14:00:00,66.7,3600,,0
25-11-2018,15:00:00,66.7,3600,,0
25-11-2018,16:00:00,67.7,3600,,0
25-11-2018,17:00:00,66.9,3600,,0
25-11-2018,18:00:00,67.2,3600,,0
25-11-2018,19:00:00,67.2,3600,,0
25-11-2018,20:00:00,67.9,3600,,0
25-11-2018,21:00:00,66.8,3600,,0
25-11-2018,22:00:00,66.6,3600,,0
25-11-2018,23:00:00,65.4,3600,,0
26-11-2018,00:00:00,64.5,3600,,0
26-11-2018,01:00:00,66.2,3600,,0
26-11-2018,02:00:00,63.4,3600,,0
26-11-2018,03:00:00,63.6,3600,,0
26-11-2018,04:00:00,65.4,3600,,0
26-11-2018,05:00:00,66.7,3600,,0
26-11-2018,06:00:00,68.7,3600,,0
26-11-2018,07:00:00,68.5,3600,,0
26-11-2018,08:00:00,69.3,3600,,0
26-11-2018,09:00:00,68.5,3600,,0
26-11-2018,10:00:00,68.2,3600,,0
26-11-2018,11:00:00,68.8,3600,,0
26-11-2018,12:00:00,67.7,3600,,0
26-11-2018,13:00:00,67.9,3600,,0
26-11-2018,14:00:00,68.1,3600,,0
26-11-2018,15:00:00,67.9,3600,,0
26-11-2018,16:00:00,67.9,3600,,0
26-11-2018,17:00:00,67.5,3600,,0
26-11-2018,18:00:00,67.6,3600,,0
26-11-2018,19:00:00,67.1,3600,,0
26-11-2018,20:00:00,66.1,3600,,0
26-11-2018,21:00:00,68.2,3600,,0
26-11-2018,22:00:00,66.9,3600,,0
26-11-2018,23:00:00,65.0,3600,,0
27-11-2018,00:00:00,64.0,3600,,0
27-11-2018,01:00:00,65.1,3600,,0
27-11-2018,02:00:00,63.0,3600,,0
27-11-2018,03:00:00,63.3,3600,,0
27-11-2018,04:00:00,65.1,3600,,0
27-11-2018,05:00:00,66.6,3600,,0
27-11-2018,06:00:00,68.8,3600,,0
27-11-2018,07:00:00,68.7,3600,,0
27-11-2018,08:00:00,68.7,3600,,0
27-11-2018,09:00:00,68.0,3600,,0
27-11-2018,10:00:00,67.8,3600,,0
27-11-2018,11:00:00,68.0,3600,,0
27-11-2018,12:00:00,67.9,3600,,0
27-11-2018,13:00:00,68.6,3600,,0
27-11-2018,14:00:00,67.7,3600,,0
27-11-2018,15:00:00,67.6,3600,,0
27-11-2018,16:00:00,67.5,3600,,0
27-11-2018,17:00:00,67.7,3600,,0
27-11-2018,18:00:00,67.8,3600,,0
27-11-2018,19:00:00,67.1,3600,,0
27-11-2018,20:00:00,65.9,3600,,0
27-11-2018,21:00:00,65.5,3600,,0
27-11-2018,22:00:00,66.6,3600,,0
27-11-2018,23:00:00,65.0,3600,,0
28-11-2018,00:00:00,64.9,3600,,0
28-11-2018,01:00:00,63.7,3600,,0
28-11-2018,02:00:00,63.1,3600,,0
28-11-2018,03:00:00,63.3,3600,,0
28-11-2018,04:00:00,65.1,3600,,0
28-11-2018,05:00:00,66.6,3600,,0
28-11-2018,06:00:00,68.4,3600,,0
28-11-2018,07:00:00,68.7,3600,,0
28-11-2018,08:00:00,69.2,3600,,0
28-11-2018,09:00:00,69.9,3600,,0
28-11-2018,10:00:00,69.4,3600,,0
28-11-2018,11:00:00,67.7,3600,,0
28-11-2018,12:00:00,69.1,3600,,0
28-11-2018,13:00:00,67.3,3600,,0
28-11-2018,14:00:00,67.9,3600,,0
28-11-2018,15:00:00,67.9,3600,,0
28-11-2018,16:00:00,67.9,3600,,0
28-11-2018,17:00:00,67.8,3600,,0
28-11-2018,18:00:00,67.7,3600,,0
28-11-2018,19:00:00,67.6,3600,,0
28-11-2018,20:00:00,66.5,3600,,0
28-11-2018,21:00:00,65.6,3600,,0
28-11-2018,22:00:00,68.0,3600,,0
28-11-2018,23:00:00,65.3,3600,,0
29-11-2018,00:00:00,64.8,3600,,0
29-11-2018,01:00:00,63.2,3600,,0
29-11-2018,02:00:00,63.3,3600,,0
29-11-2018,03:00:00,63.3,3600,,0
29-11-2018,04:00:00,64.9,3600,,0
29-11-2018,05:00:00,66.5,3600,,0
29-11-2018,06:00:00,68.2,3600,,0
29-11-2018,07:00:00,68.7,3600,,0
29-11-2018,08:00:00,68.3,3600,,0
29-11-2018,09:00:00,68.0,3600,,0
29-11-2018,10:00:00,68.2,3600,,0
29-11-2018,11:00:00,67.9,3600,,0
29-11-2018,12:00:00,68.2,3600,,0
29-11-2018,13:00:00,68.1,3600,,0
29-11-2018,14:00:00,67.9,3600,,0
29-11-2018,15:00:00,68.1,3600,,0
29-11-2018,16:00:00,68.8,3600,,0
29-11-2018,17:00:00,67.6,3600,,0
29-11-2018,18:00:00,74.9,3600,,0
29-11-2018,19:00:00,67.7,3600,,0
29-11-2018,20:00:00,66.7,3600,,0
29-11-2018,21:00:00,66.1,3600,,0
29-11-2018,22:00:00,65.8,3600,,0
29-11-2018,23:00:00,65.9,3600,,0
30-11-2018,00:00:00,64.9,3600,,0
30-11-2018,01:00:00,67.4,3600,,0
30-11-2018,02:00:00,63.2,3600,,0
30-11-2018,03:00:00,63.3,3600,,0
30-11-2018,04:00:00,64.8,3600,,0
30-11-2018,05:00:00,66.6,3600,,0
30-11-2018,06:00:00,68.2,3600,,0
30-11-2018,07:00:00,68.1,3600,,0
30-11-2018,08:00:00,68.5,3600,,0
30-11-2018,09:00:00,68.3,3600,,0
30-11-2018,10:00:00,68.4,3600,,0
30-11-2018,11:00:00,68.1,3600,,0
30-11-2018,12:00:00,68.0,3600,,0
30-11-2018,13:00:00,68.3,3600,,0
30-11-2018,14:00:00,68.2,3600,,0
30-11-2018,15:00:00,67.9,3600,,0
30-11-2018,16:00:00,68.2,3600,,0
30-11-2018,17:00:00,68.0,3600,,0
30-11-2018,18:00:00,68.0,3600,,0
30-11-2018,19:00:00,67.8,3600,,0
30-11-2018,20:00:00,67.8,3600,,0
30-11-2018,21:00:00,67.1,3600,,0
30-11-2018,22:00:00,71.8,3600,,0
30-11-2018,23:00:00,73.2,3600,,0
01-12-2018,00:00:00,71.2,3600,,0
01-12-2018,01:00:00,68.3,3600,,0
01-12-2018,02:00:00,68.6,3600,,0
01-12-2018,03:00:00,64.5,3600,,0
01-12-2018,04:00:00,64.9,3600,,0
01-12-2018,05:00:00,65.8,3600,,0
01-12-2018,06:00:00,66.8,3600,,0
01-12-2018,07:00:00,67.3,3600,,0
01-12-2018,08:00:00,67.8,3600,,0
01-12-2018,09:00:00,67.7,3600,,0
01-12-2018,10:00:00,68.0,3600,,0
01-12-2018,11:00:00,67.9,3600,,0
01-12-2018,12:00:00,67.9,3600,,0
01-12-2018,13:00:00,67.4,3600,,0
01-12-2018,14:00:00,67.9,3600,,0
01-12-2018,15:00:00,67.5,3600,,0
01-12-2018,16:00:00,69.0,3600,,0
01-12-2018,17:00:00,67.5,3600,,0
01-12-2018,18:00:00,68.7,3600,,0
01-12-2018,19:00:00,67.8,3600,,0
01-12-2018,20:00:00,68.6,3415,,0
01-12-2018,21:00:00,72.7,3600,,0
01-12-2018,22:00:00,78.2,3600,,0
01-12-2018,23:00:00,75.5,3600,,0
02-12-2018,00:00:00,74.2,3600,,0
02-12-2018,01:00:00,70.2,3600,,0
02-12-2018,02:00:00,68.9,3600,,0
02-12-2018,03:00:00,64.9,3600,,0
02-12-2018,04:00:00,64.7,3600,,0
02-12-2018,05:00:00,65.3,3600,,0
02-12-2018,06:00:00,66.4,3600,,0
02-12-2018,07:00:00,71.9,3600,,0
02-12-2018,08:00:00,66.9,3600,,0
02-12-2018,09:00:00,67.0,3600,,0
02-12-2018,10:00:00,66.9,3600,,0
02-12-2018,11:00:00,67.3,3600,,0
02-12-2018,12:00:00,68.3,3600,,0
02-12-2018,13:00:00,67.3,3600,,0
02-12-2018,14:00:00,68.4,3600,,0
02-12-2018,15:00:00,67.1,3600,,0
02-12-2018,16:00:00,67.3,3600,,0
02-12-2018,17:00:00,67.1,3600,,0
02-12-2018,18:00:00,67.3,3600,,0
02-12-2018,19:00:00,67.1,3600,,0
02-12-2018,20:00:00,66.6,3600,,0
02-12-2018,21:00:00,66.0,3600,,0
02-12-2018,22:00:00,68.6,3600,,0
02-12-2018,23:00:00,65.8,3600,,0
03-12-2018,00:00:00,64.6,3600,,0
03-12-2018,01:00:00,63.3,3600,,0
03-12-2018,02:00:00,63.1,3600,,0
03-12-2018,03:00:00,63.3,3600,,0
03-12-2018,04:00:00,65.2,3600,,0
03-12-2018,05:00:00,66.8,3600,,0
03-12-2018,06:00:00,69.8,3600,,0
03-12-2018,07:00:00,69.1,3600,,0
03-12-2018,08:00:00,69.0,3600,,0
03-12-2018,09:00:00,68.7,3600,,0
03-12-2018,10:00:00,67.9,3600,,0
03-12-2018,11:00:00,68.7,3600,,0
03-12-2018,12:00:00,67.7,3600,,0
03-12-2018,13:00:00,68.4,3600,,0
03-12-2018,14:00:00,68.4,3600,,0
03-12-2018,15:00:00,68.1,3600,,0
03-12-2018,16:00:00,68.2,3600,,0
03-12-2018,17:00:00,68.0,3600,,0
03-12-2018,18:00:00,68.2,3600,,0
03-12-2018,19:00:00,67.4,3600,,0
03-12-2018,20:00:00,68.1,3600,,0
03-12-2018,21:00:00,66.4,3600,,0
03-12-2018,22:00:00,66.1,3600,,0
03-12-2018,23:00:00,64.9,3600,,0
04-12-2018,00:00:00,65.8,3600,,0
04-12-2018,01:00:00,63.7,3600,,0
04-12-2018,02:00:00,65.7,3600,,0
04-12-2018,03:00:00,63.3,3600,,0
04-12-2018,04:00:00,65.1,3600,,0
04-12-2018,05:00:00,66.8,3600,,0
04-12-2018,06:00:00,68.3,3600,,0
04-12-2018,07:00:00,74.8,3600,,0
04-12-2018,08:00:00,80.6,3600,,0
04-12-2018,09:00:00,72.6,3600,,0
04-12-2018,10:00:00,68.3,3600,,0
04-12-2018,11:00:00,68.2,3600,,0
04-12-2018,12:00:00,67.9,3600,,0
04-12-2018,13:00:00,68.3,3600,,0
04-12-2018,14:00:00,67.7,3600,,0
04-12-2018,15:00:00,68.3,3600,,0
04-12-2018,16:00:00,67.9,3600,,0
04-12-2018,17:00:00,67.7,3600,,0
04-12-2018,18:00:00,68.0,3600,,0
04-12-2018,19:00:00,67.8,3600,,0
04-12-2018,20:00:00,66.7,3600,,0
04-12-2018,21:00:00,65.9,3600,,0
04-12-2018,22:00:00,65.6,3600,,0
04-12-2018,23:00:00,65.2,3600,,0
05-12-2018,00:00:00,64.2,3600,,0
05-12-2018,01:00:00,64.1,3600,,0
05-12-2018,02:00:00,63.3,3600,,0
05-12-2018,03:00:00,66.5,3600,,0
05-12-2018,04:00:00,65.3,3600,,0
05-12-2018,05:00:00,66.7,3600,,0
05-12-2018,06:00:00,68.4,3600,,0
05-12-2018,07:00:00,69.0,3600,,0
05-12-2018,08:00:00,68.9,3600,,0
05-12-2018,09:00:00,69.0,3600,,0
05-12-2018,10:00:00,68.4,3600,,0
05-12-2018,11:00:00,67.9,3600,,0
05-12-2018,12:00:00,68.4,3600,,0
05-12-2018,13:00:00,68.2,3600,,0
05-12-2018,14:00:00,68.8,3600,,0
05-12-2018,15:00:00,68.4,3600,,0
05-12-2018,16:00:00,68.1,3600,,0
05-12-2018,17:00:00,68.0,3600,,0
05-12-2018,18:00:00,70.6,3600,,0
05-12-2018,19:00:00,67.9,3600,,0
05-12-2018,20:00:00,66.6,3600,,0
05-12-2018,21:00:00,66.1,3600,,0
05-12-2018,22:00:00,65.8,3600,,0
05-12-2018,23:00:00,65.5,3600,,0
06-12-2018,00:00:00,64.5,3600,,0
06-12-2018,01:00:00,63.6,3600,,0
06-12-2018,02:00:00,63.7,3600,,0
06-12-2018,03:00:00,67.6,3600,,0
06-12-2018,04:00:00,65.1,3600,,0
06-12-2018,05:00:00,66.5,3600,,0
06-12-2018,06:00:00,68.3,3600,,0
06-12-2018,07:00:00,69.8,3600,,0
06-12-2018,08:00:00,68.5,3600,,0
06-12-2018,09:00:00,68.6,3600,,0
06-12-2018,10:00:00,69.0,3600,,0
06-12-2018,11:00:00,68.1,3600,,0
06-12-2018,12:00:00,68.7,3600,,0
06-12-2018,13:00:00,68.5,3600,,0
06-12-2018,14:00:00,70.3,3600,,0
06-12-2018,15:00:00,69.3,3600,,0
06-12-2018,16:00:00,67.9,3600,,0
06-12-2018,17:00:00,67.8,3600,,0
06-12-2018,18:00:00,68.0,3600,,0
06-12-2018,19:00:00,67.8,3600,,0
06-12-2018,20:00:00,66.7,3600,,0
06-12-2018,21:00:00,65.7,3600,,0
06-12-2018,22:00:00,66.4,3600,,0
06-12-2018,23:00:00,65.6,3600,,0
07-12-2018,00:00:00,64.5,3600,,0
07-12-2018,01:00:00,63.9,3600,,0
07-12-2018,02:00:00,63.6,3600,,0
07-12-2018,03:00:00,66.0,3600,,0
07-12-2018,04:00:00,65.4,3600,,0
07-12-2018,05:00:00,66.8,3600,,0
07-12-2018,06:00:00,68.3,3600,,0
07-12-2018,07:00:00,68.9,3600,,0
07-12-2018,08:00:00,73.4,3600,,0
07-12-2018,09:00:00,68.3,3600,,0
07-12-2018,10:00:00,68.0,3600,,0
07-12-2018,11:00:00,70.1,3600,,0
07-12-2018,12:00:00,69.0,3600,,0
07-12-2018,13:00:00,68.9,3600,,0
07-12-2018,14:00:00,68.4,3600,,0
07-12-2018,15:00:00,68.4,3600,,0
07-12-2018,16:00:00,68.3,3600,,0
07-12-2018,17:00:00,68.1,3600,,0
07-12-2018,18:00:00,68.5,3600,,0
07-12-2018,19:00:00,67.7,3600,,0
07-12-2018,20:00:00,67.4,3600,,0
07-12-2018,21:00:00,70.1,3600,,0
07-12-2018,22:00:00,72.0,3600,,0
07-12-2018,23:00:00,73.1,3600,,0
08-12-2018,00:00:00,74.6,3600,,0
08-12-2018,01:00:00,70.7,3600,,0
08-12-2018,02:00:00,66.7,3600,,0
08-12-2018,03:00:00,68.1,3600,,0
08-12-2018,04:00:00,65.5,3600,,0
08-12-2018,05:00:00,65.2,3600,,0
08-12-2018,06:00:00,68.2,3600,,0
08-12-2018,07:00:00,66.1,3600,,0
08-12-2018,08:00:00,66.3,3600,,0
08-12-2018,09:00:00,69.9,3600,,0
08-12-2018,10:00:00,66.7,3600,,0
08-12-2018,11:00:00,66.7,3600,,0
08-12-2018,12:00:00,66.5,3600,,0
08-12-2018,13:00:00,66.6,3600,,0
08-12-2018,14:00:00,66.5,3600,,0
08-12-2018,15:00:00,66.8,3600,,0
08-12-2018,16:00:00,66.9,3600,,0
08-12-2018,17:00:00,67.5,3600,,0
08-12-2018,18:00:00,67.7,3600,,0
08-12-2018,19:00:00,67.5,3600,,0
08-12-2018,20:00:00,67.6,3600,,0
08-12-2018,21:00:00,71.5,3600,,0
08-12-2018,22:00:00,74.8,3600,,0
08-12-2018,23:00:00,73.6,3600,,0
09-12-2018,00:00:00,74.0,3600,,0
09-12-2018,01:00:00,70.4,3600,,0
09-12-2018,02:00:00,67.3,3600,,0
09-12-2018,03:00:00,69.0,3600,,0
09-12-2018,04:00:00,66.5,3600,,0
09-12-2018,05:00:00,65.6,3600,,0
09-12-2018,06:00:00,66.3,3600,,0
09-12-2018,07:00:00,68.2,3600,,0
09-12-2018,08:00:00,69.7,3600,,0
09-12-2018,09:00:00,67.0,3600,,0
09-12-2018,10:00:00,67.4,3600,,0
09-12-2018,11:00:00,67.5,3600,,0
09-12-2018,12:00:00,69.7,3600,,0
09-12-2018,13:00:00,67.6,3600,,0
09-12-2018,14:00:00,66.5,3600,,0
09-12-2018,15:00:00,66.8,3600,,0
09-12-2018,16:00:00,66.8,3600,,0
09-12-2018,17:00:00,66.9,3600,,0
09-12-2018,18:00:00,67.3,3600,,0
09-12-2018,19:00:00,66.6,3600,,0
09-12-2018,20:00:00,66.4,3600,,0
09-12-2018,21:00:00,66.6,3600,,0
09-12-2018,22:00:00,66.4,3600,,0
09-12-2018,23:00:00,66.5,3600,,0
10-12-2018,00:00:00,66.3,3600,,0
10-12-2018,01:00:00,65.0,3600,,0
10-12-2018,02:00:00,66.5,3600,,0
10-12-2018,03:00:00,64.7,3600,,0
10-12-2018,04:00:00,66.1,3600,,0
10-12-2018,05:00:00,67.2,3600,,0
10-12-2018,06:00:00,69.2,3600,,0
10-12-2018,07:00:00,70.5,3600,,0
10-12-2018,08:00:00,70.3,3600,,0
10-12-2018,09:00:00,69.1,3600,,0
10-12-2018,10:00:00,67.6,3600,,0
10-12-2018,11:00:00,68.0,3600,,0
10-12-2018,12:00:00,67.7,3600,,0
10-12-2018,13:00:00,68.0,3600,,0
10-12-2018,14:00:00,71.4,3600,,0
10-12-2018,15:00:00,68.7,3600,,0
10-12-2018,16:00:00,68.8,3600,,0
10-12-2018,17:00:00,68.2,3600,,0
10-12-2018,18:00:00,68.1,3600,,0
10-12-2018,19:00:00,69.3,3600,,0
10-12-2018,20:00:00,67.0,3600,,0
10-12-2018,21:00:00,66.4,3600,,0
10-12-2018,22:00:00,68.7,3600,,0
10-12-2018,23:00:00,65.6,3600,,0
11-12-2018,00:00:00,68.3,3600,,0
11-12-2018,01:00:00,64.6,3600,,0
11-12-2018,02:00:00,64.6,3600,,0
11-12-2018,03:00:00,64.7,3600,,0
11-12-2018,04:00:00,65.9,3600,,0
11-12-2018,05:00:00,67.3,3600,,0
11-12-2018,06:00:00,68.5,3600,,0
11-12-2018,07:00:00,68.8,3600,,0
11-12-2018,08:00:00,68.8,3600,,0
11-12-2018,09:00:00,74.8,3600,,0
11-12-2018,10:00:00,81.0,3600,,0
11-12-2018,11:00:00,74.4,3600,,0
11-12-2018,12:00:00,75.8,3600,,0
11-12-2018,13:00:00,70.7,3600,,0
11-12-2018,14:00:00,76.1,3600,,0
11-12-2018,15:00:00,68.5,3600,,0
11-12-2018,16:00:00,68.2,3600,,0
11-12-2018,17:00:00,68.1,3600,,0
11-12-2018,18:00:00,68.1,3600,,0
11-12-2018,19:00:00,68.3,3600,,0
11-12-2018,20:00:00,67.2,3600,,0
11-12-2018,21:00:00,66.6,3600,,0
11-12-2018,22:00:00,66.7,3600,,0
11-12-2018,23:00:00,65.7,3600,,0
12-12-2018,00:00:00,65.3,3600,,0
12-12-2018,01:00:00,64.8,3600,,0
12-12-2018,02:00:00,64.5,3600,,0
12-12-2018,03:00:00,68.1,3600,,0
12-12-2018,04:00:00,65.9,3600,,0
12-12-2018,05:00:00,67.2,3600,,0
12-12-2018,06:00:00,68.4,3600,,0
12-12-2018,07:00:00,77.1,3600,,0
12-12-2018,08:00:00,76.7,3600,,0
12-12-2018,09:00:00,69.5,3600,,0
12-12-2018,10:00:00,68.3,3600,,0
12-12-2018,11:00:00,68.2,3600,,0
12-12-2018,12:00:00,68.5,3600,,0
12-12-2018,13:00:00,68.9,3600,,0
12-12-2018,14:00:00,69.1,3600,,0
12-12-2018,15:00:00,68.2,3600,,0
12-12-2018,16:00:00,68.2,3600,,0
12-12-2018,17:00:00,69.2,3600,,0
12-12-2018,18:00:00,68.3,3600,,0
12-12-2018,19:00:00,67.9,3600,,0
12-12-2018,20:00:00,66.8,3600,,0
12-12-2018,21:00:00,66.6,3600,,0
12-12-2018,22:00:00,67.4,3600,,0
12-12-2018,23:00:00,65.8,3600,,0
13-12-2018,00:00:00,65.5,3600,,0
13-12-2018,01:00:00,64.6,3600,,0
13-12-2018,02:00:00,64.3,3600,,0
13-12-2018,03:00:00,67.8,3600,,0
13-12-2018,04:00:00,65.7,3600,,0
13-12-2018,05:00:00,67.0,3600,,0
13-12-2018,06:00:00,68.5,3600,,0
13-12-2018,07:00:00,69.9,3600,,0
13-12-2018,08:00:00,72.3,3600,,0
13-12-2018,09:00:00,68.9,3600,,0
13-12-2018,10:00:00,68.7,3600,,0
13-12-2018,11:00:00,68.4,3600,,0
13-12-2018,12:00:00,68.7,3600,,0
13-12-2018,13:00:00,68.3,3600,,0
13-12-2018,14:00:00,68.2,3600,,0
13-12-2018,15:00:00,68.4,3600,,0
13-12-2018,16:00:00,68.6,3600,,0
13-12-2018,17:00:00,68.1,3600,,0
13-12-2018,18:00:00,68.1,3600,,0
13-12-2018,19:00:00,70.9,3600,,0
13-12-2018,20:00:00,67.1,3600,,0
13-12-2018,21:00:00,66.6,3600,,0
13-12-2018,22:00:00,66.5,3600,,0
13-12-2018,23:00:00,66.4,3600,,0
14-12-2018,00:00:00,65.5,3600,,0
14-12-2018,01:00:00,65.1,3600,,0
14-12-2018,02:00:00,64.5,3600,,0
14-12-2018,03:00:00,66.6,3600,,0
14-12-2018,04:00:00,65.8,3600,,0
14-12-2018,05:00:00,66.9,3600,,0
14-12-2018,06:00:00,69.2,3600,,0
14-12-2018,07:00:00,69.1,3600,,0
14-12-2018,08:00:00,68.9,3600,,0
14-12-2018,09:00:00,68.4,3600,,0
14-12-2018,10:00:00,68.7,3600,,0
14-12-2018,11:00:00,68.1,3600,,0
14-12-2018,12:00:00,69.6,3600,,0
14-12-2018,13:00:00,68.5,3600,,0
14-12-2018,14:00:00,68.3,3600,,0
14-12-2018,15:00:00,68.5,3600,,0
14-12-2018,16:00:00,68.0,3600,,0
14-12-2018,17:00:00,68.3,3600,,0
14-12-2018,18:00:00,68.4,3600,,0
14-12-2018,19:00:00,68.3,3600,,0
14-12-2018,20:00:00,68.3,3600,,0
14-12-2018,21:00:00,69.3,3600,,0
14-12-2018,22:00:00,71.0,3600,,0
14-12-2018,23:00:00,71.7,3600,,0
15-12-2018,00:00:00,71.6,3600,,0
15-12-2018,01:00:00,69.7,3600,,0
15-12-2018,02:00:00,66.0,3600,,0
15-12-2018,03:00:00,65.6,3600,,0
15-12-2018,04:00:00,66.0,3600,,0
15-12-2018,05:00:00,66.8,3600,,0
15-12-2018,06:00:00,67.3,3600,,0
15-12-2018,07:00:00,68.3,3600,,0
15-12-2018,08:00:00,68.5,3600,,0
15-12-2018,09:00:00,68.3,3600,,0
15-12-2018,10:00:00,68.2,3600,,0
15-12-2018,11:00:00,70.2,3600,,0
15-12-2018,12:00:00,68.7,3600,,0
15-12-2018,13:00:00,71.0,3600,,0
15-12-2018,14:00:00,67.6,3600,,0
15-12-2018,15:00:00,68.6,3600,,0
15-12-2018,16:00:00,67.7,3600,,0
15-12-2018,17:00:00,68.0,3600,,0
15-12-2018,18:00:00,67.8,3600,,0
15-12-2018,19:00:00,67.9,3600,,0
15-12-2018,20:00:00,67.9,3600,,0
15-12-2018,21:00:00,71.3,3600,,0
15-12-2018,22:00:00,74.8,3600,,0
15-12-2018,23:00:00,73.3,3600,,0
16-12-2018,00:00:00,73.0,3600,,0
16-12-2018,01:00:00,71.1,3600,,0
16-12-2018,02:00:00,66.7,3600,,0
16-12-2018,03:00:00,68.4,3600,,0
16-12-2018,04:00:00,65.4,3600,,0
16-12-2018,05:00:00,65.6,3600,,0
16-12-2018,06:00:00,66.2,3600,,0
16-12-2018,07:00:00,68.3,3600,,0
16-12-2018,08:00:00,67.2,3600,,0
16-12-2018,09:00:00,67.3,3600,,0
16-12-2018,10:00:00,67.2,3600,,0
16-12-2018,11:00:00,67.4,3600,,0
16-12-2018,12:00:00,67.2,3600,,0
16-12-2018,13:00:00,67.2,3600,,0
16-12-2018,14:00:00,67.5,3600,,0
16-12-2018,15:00:00,67.4,3600,,0
16-12-2018,16:00:00,67.1,3600,,0
16-12-2018,17:00:00,67.5,3600,,0
16-12-2018,18:00:00,67.6,3600,,0
16-12-2018,19:00:00,67.3,3600,,0
16-12-2018,20:00:00,66.7,3600,,0
16-12-2018,21:00:00,66.4,3600,,0
16-12-2018,22:00:00,66.2,3600,,0
16-12-2018,23:00:00,66.1,3600,,0
17-12-2018,00:00:00,65.2,3600,,0
17-12-2018,01:00:00,64.9,3600,,0
17-12-2018,02:00:00,66.6,3600,,0
17-12-2018,03:00:00,64.7,3600,,0
17-12-2018,04:00:00,66.0,3600,,0
17-12-2018,05:00:00,67.1,3600,,0
17-12-2018,06:00:00,70.6,3600,,0
17-12-2018,07:00:00,68.8,3600,,0
17-12-2018,08:00:00,71.5,3600,,0
17-12-2018,09:00:00,68.5,3600,,0
17-12-2018,10:00:00,68.4,3600,,0
17-12-2018,11:00:00,68.6,3600,,0
17-12-2018,12:00:00,69.4,3600,,0
17-12-2018,13:00:00,68.7,3600,,0
17-12-2018,14:00:00,68.9,3600,,0
17-12-2018,15:00:00,69.2,3600,,0
17-12-2018,16:00:00,69.0,3600,,0
17-12-2018,17:00:00,68.8,3600,,0
17-12-2018,18:00:00,69.0,3600,,0
17-12-2018,19:00:00,71.0,3600,,0
17-12-2018,20:00:00,69.4,3600,,0
17-12-2018,21:00:00,67.6,3600,,0
17-12-2018,22:00:00,67.4,3600,,0
17-12-2018,23:00:00,66.7,3600,,0
18-12-2018,00:00:00,65.8,3600,,0
18-12-2018,01:00:00,67.5,3600,,0
18-12-2018,02:00:00,65.1,3600,,0
18-12-2018,03:00:00,65.4,3600,,0
18-12-2018,04:00:00,66.6,3600,,0
