,PanelID,X,Y,Max_Visibi,Average_Da,freguesia,concelho,distrito
46,64,-9.169503,38.78686,162,4675.0,Olival do Basto,Odivelas,Lisbon
47,65,-8.56801,40.893312,180,5506.0,Feira,Santa Maria da Feira,Aveiro
48,66,-8.96702,39.00934,180,3095.0,Carregado,Alenquer,Lisbon
49,67,-9.169502,38.786856,162,18836.0,Olival do Basto,Odivelas,Lisbon
50,68,-8.568013,40.89332,180,5509.0,Feira,Santa Maria da Feira,Aveiro
51,69,-8.967865,39.001073,180,7579.0,Castanheira do Ribatejo,Vila Franca de Xira,Lisbon
52,70,-9.195895,38.77597,180,12428.0,Pontinha,Odivelas,Lisbon
53,71,-8.568303,40.911189,180,2057.0,Feira,Santa Maria da Feira,Aveiro
54,72,-8.248158,37.115797,162,13657.0,Ferreiras,Albufeira,Faro
55,73,-8.967852,39.001078,180,3905.0,Castanheira do Ribatejo,Vila Franca de Xira,Lisbon
56,74,-9.195892,38.775961,180,27364.0,Pontinha,Odivelas,Lisbon
57,75,-8.568303,40.911191,180,5102.0,Feira,Santa Maria da Feira,Aveiro
58,76,-8.248165,37.115795,162,20836.0,Ferreiras,Albufeira,Faro
59,77,-8.976317,38.976517,180,18175.0,Castanheira do Ribatejo,Vila Franca de Xira,Lisbon
60,78,-9.226021,38.742603,180,17049.0,Amadora,Amadora,Lisbon
61,79,-8.582169,41.009079,180,9671.0,Nogueira da Regedoura,Santa Maria da Feira,Aveiro
62,81,-8.97633,38.976528,180,23680.0,Castanheira do Ribatejo,Vila Franca de Xira,Lisbon
63,82,-9.226031,38.742605,180,6600.0,Amadora,Amadora,Lisbon
64,83,-8.582169,41.009079,180,21470.0,Nogueira da Regedoura,Santa Maria da Feira,Aveiro
65,85,-9.005991,38.933756,180,23515.0,Alhandra,Vila Franca de Xira,Lisbon
66,86,-9.226781,38.742709,180,9939.0,Amadora,Amadora,Lisbon
67,87,-8.582939,41.000538,180,5242.0,Nogueira da Regedoura,Santa Maria da Feira,Aveiro
68,88,-9.154678,38.637478,180,22703.0,Corroios,Seixal,Setubal
69,89,-9.005991,38.933756,180,18443.0,Alhandra,Vila Franca de Xira,Lisbon
70,90,-9.226787,38.742706,180,14476.0,Amadora,Amadora,Lisbon
71,91,-8.582937,41.000541,180,8185.0,Nogueira da Regedoura,Santa Maria da Feira,Aveiro
72,92,-9.154677,38.637478,180,21814.0,Corroios,Seixal,Setubal
73,93,-9.03293,38.909445,180,15442.0,Sobralinho,Vila Franca de Xira,Lisbon
74,94,-9.156684,38.798544,180,8731.0,Povoa de Santo Adriao,Odivelas,Lisbon
75,95,-8.583577,41.001103,180,4132.0,Nogueira da Regedoura,Santa Maria da Feira,Aveiro
76,96,-9.163778,38.644849,180,4866.0,Corroios,Seixal,Setubal
77,97,-9.032929,38.909445,180,9206.0,Sobralinho,Vila Franca de Xira,Lisbon
78,98,-9.156687,38.798542,180,7201.0,Povoa de Santo Adriao,Odivelas,Lisbon
79,99,-8.583576,41.001103,180,7428.0,Nogueira da Regedoura,Santa Maria da Feira,Aveiro
80,100,-9.163781,38.644849,180,13614.0,Corroios,Seixal,Setubal
81,101,-9.034162,38.909325,180,13149.0,Sobralinho,Vila Franca de Xira,Lisbon
82,102,-9.11765,38.786751,180,10864.0,Sacavem,Loures,Lisbon
83,103,-8.585991,40.990135,180,3752.0,Pacos de Brandao,Santa Maria da Feira,Aveiro
84,104,-8.251277,37.122252,180,12004.0,Ferreiras,Albufeira,Faro
85,105,-9.034166,38.909324,180,12601.0,Sobralinho,Vila Franca de Xira,Lisbon
86,106,-9.11769,38.786765,180,16078.0,Sacavem,Loures,Lisbon
87,107,-8.585992,40.990137,180,3682.0,Pacos de Brandao,Santa Maria da Feira,Aveiro
88,108,-8.251278,37.122251,180,14232.0,Ferreiras,Albufeira,Faro
89,109,-9.026989,38.913344,180,14893.0,Sobralinho,Vila Franca de Xira,Lisbon
90,110,-9.110933,38.788152,180,17966.0,Sacavem,Loures,Lisbon
91,111,-8.571728,40.971412,180,21754.0,Pacos de Brandao,Santa Maria da Feira,Aveiro
92,112,-8.254932,37.126812,180,5922.0,Ferreiras,Albufeira,Faro
93,113,-9.026989,38.913344,180,10349.0,Sobralinho,Vila Franca de Xira,Lisbon
94,114,-9.110934,38.788152,180,16524.0,Sacavem,Loures,Lisbon
95,115,-8.571723,40.971406,180,14688.0,Pacos de Brandao,Santa Maria da Feira,Aveiro
96,116,-8.254933,37.126813,180,5019.0,Ferreiras,Albufeira,Faro
97,117,-9.038253,38.906039,180,24651.0,Sobralinho,Vila Franca de Xira,Lisbon
98,118,-9.092177,38.844913,180,16148.0,Santa Iria da Azoia,Loures,Lisbon
99,119,-8.576178,40.979789,180,38564.0,Pacos de Brandao,Santa Maria da Feira,Aveiro
100,120,-8.277852,37.128976,169,17682.0,Guia,Albufeira,Faro
101,121,-9.038246,38.906045,180,13487.0,Sobralinho,Vila Franca de Xira,Lisbon
102,122,-9.092176,38.844918,180,7742.0,Santa Iria da Azoia,Loures,Lisbon
103,123,-8.576177,40.979787,180,21434.0,Pacos de Brandao,Santa Maria da Feira,Aveiro
104,124,-8.277849,37.128975,169,32049.0,Guia,Albufeira,Faro
105,125,-9.040419,38.905382,180,17502.0,Sobralinho,Vila Franca de Xira,Lisbon
106,126,-9.086401,38.851454,180,18430.0,Santa Iria da Azoia,Loures,Lisbon
107,127,-9.147853,38.634142,180,8801.0,Corroios,Seixal,Setubal
108,128,-9.040419,38.905382,180,16339.0,Sobralinho,Vila Franca de Xira,Lisbon
109,129,-9.086402,38.851457,180,24299.0,Santa Iria da Azoia,Loures,Lisbon
110,130,-9.147851,38.634143,180,7806.0,Corroios,Seixal,Setubal
111,132,-9.129113,38.799917,180,10410.0,Camarate,Loures,Lisbon
112,133,-8.623246,41.01575,180,2631.0,Espinho,Espinho,Aveiro
113,134,-8.982531,38.725311,180,6653.0,Montijo,Montijo,Setubal
114,136,-9.129117,38.799918,180,14622.0,Camarate,Loures,Lisbon
115,137,-8.623276,41.015745,180,5313.0,Espinho,Espinho,Aveiro
116,138,-8.982534,38.725313,180,9745.0,Montijo,Montijo,Setubal
117,139,-9.047175,38.895857,180,11587.0,Sobralinho,Vila Franca de Xira,Lisbon
118,140,-9.275315,38.748094,180,15598.0,Barcarena,Oeiras,Lisbon
119,141,-9.162559,38.642854,180,6563.0,Corroios,Seixal,Setubal
120,142,-9.047173,38.895855,180,8564.0,Sobralinho,Vila Franca de Xira,Lisbon
121,143,-9.275312,38.748092,180,10044.0,Barcarena,Oeiras,Lisbon
122,144,-9.162565,38.642859,180,14851.0,Corroios,Seixal,Setubal
123,145,-9.276078,38.747471,180,10314.0,Barcarena,Oeiras,Lisbon
124,146,-8.215559,37.178785,180,2380.0,Ferreiras,Albufeira,Faro
125,147,-9.276086,38.747472,180,10859.0,Barcarena,Oeiras,Lisbon
126,148,-8.215576,37.178787,180,810.0,Ferreiras,Albufeira,Faro
127,149,-9.130454,38.800697,180,19183.0,Camarate,Loures,Lisbon
128,150,-8.244034,37.136194,180,2497.0,Ferreiras,Albufeira,Faro
129,151,-9.130463,38.800696,180,11513.0,Camarate,Loures,Lisbon
130,152,-8.244027,37.136192,180,2405.0,Ferreiras,Albufeira,Faro
131,153,-8.572399,41.226368,180,6767.0,Ermesinde,Valongo,Porto
132,155,-8.572401,41.226363,180,5664.0,Ermesinde,Valongo,Porto
133,157,-8.487651,40.213789,180,2205.0,Coimbra,Coimbra,Coimbra
134,158,-8.572198,41.224518,180,10252.0,Ermesinde,Valongo,Porto
135,160,-8.487648,40.213783,180,3511.0,Coimbra,Coimbra,Coimbra
136,161,-8.572159,41.224513,180,12387.0,Ermesinde,Valongo,Porto
137,163,-8.561454,41.280153,180,5253.0,Sao Romao do Coronado,Trofa,Porto
138,164,-8.195072,37.162349,180,1556.0,Boliqueime,Loule,Faro
139,165,-8.561454,41.280157,180,7893.0,Sao Romao do Coronado,Trofa,Porto
140,166,-8.195061,37.162348,180,1654.0,Boliqueime,Loule,Faro
141,167,-8.490516,40.399461,180,2952.0,Mealhada,Mealhada,Aveiro
142,168,-8.539042,41.296392,180,8535.0,Sao Romao do Coronado,Trofa,Porto
143,169,-8.490511,40.399453,180,8300.0,Mealhada,Mealhada,Aveiro
144,170,-8.539035,41.296399,180,8936.0,Sao Romao do Coronado,Trofa,Porto
145,171,-8.492306,40.365353,180,5846.0,Mealhada,Mealhada,Aveiro
146,172,-8.537752,41.303036,180,1244.0,Sao Romao do Coronado,Trofa,Porto
147,173,-8.492305,40.365351,180,6768.0,Mealhada,Mealhada,Aveiro
148,174,-8.537749,41.303037,180,4373.0,Sao Romao do Coronado,Trofa,Porto
149,176,-9.435792,38.705258,71,4108.0,Cascais,Cascais,Lisbon
150,177,-9.430597,38.709762,71,1991.0,Cascais,Cascais,Lisbon
151,178,-9.430597,38.709765,71,1992.0,Cascais,Cascais,Lisbon
152,179,-9.448292,38.709374,71,647.0,Cascais,Cascais,Lisbon
153,180,-9.448284,38.709367,71,551.0,Cascais,Cascais,Lisbon
154,181,-9.321016,38.724489,71,490.0,Porto Salvo,Oeiras,Lisbon
155,182,-9.321016,38.724497,71,539.0,Porto Salvo,Oeiras,Lisbon
156,183,-9.438332,38.701295,72,5575.0,Cascais,Cascais,Lisbon
157,184,-9.438311,38.701297,72,3453.0,Cascais,Cascais,Lisbon
158,185,-9.326323,38.699552,71,8562.0,Sao Domingos de Rana,Cascais,Lisbon
159,186,-9.326322,38.699553,71,793.0,Sao Domingos de Rana,Cascais,Lisbon
160,187,-9.377516,38.707745,71,4459.0,Estoril,Cascais,Lisbon
161,188,-9.377502,38.707761,71,4458.0,Estoril,Cascais,Lisbon
162,189,-9.434784,38.710026,71,1010.0,Cascais,Cascais,Lisbon
163,190,-9.434783,38.710024,71,636.0,Cascais,Cascais,Lisbon
164,191,-9.417801,38.710506,71,1844.0,Monte Estoril,Cascais,Lisbon
165,192,-9.417808,38.710498,71,1583.0,Monte Estoril,Cascais,Lisbon
166,193,-9.338774,38.694877,71,7049.0,Sao Domingos de Rana,Cascais,Lisbon
167,194,-9.338775,38.694876,71,8347.0,Sao Domingos de Rana,Cascais,Lisbon
168,195,-9.339615,38.738422,71,4958.0,Rio de Mouro,Sintra,Lisbon
169,196,-9.339614,38.738425,71,5107.0,Rio de Mouro,Sintra,Lisbon
170,197,-9.411081,38.722988,71,2246.0,Alcabideche,Cascais,Lisbon
171,198,-9.411079,38.722999,71,2310.0,Alcabideche,Cascais,Lisbon
172,199,-9.405162,38.713298,71,4251.0,Estoril,Cascais,Lisbon
173,200,-9.405161,38.713294,71,4511.0,Estoril,Cascais,Lisbon
174,201,-9.465871,38.721558,71,1703.0,Cascais,Cascais,Lisbon
175,202,-9.465873,38.721561,71,5326.0,Cascais,Cascais,Lisbon
176,203,-9.404517,38.706689,71,4496.0,Estoril,Cascais,Lisbon
177,204,-9.404517,38.706684,71,4048.0,Estoril,Cascais,Lisbon
178,205,-9.446463,38.714881,71,1169.0,Cascais,Cascais,Lisbon
179,206,-9.446472,38.714879,71,1856.0,Cascais,Cascais,Lisbon
180,207,-9.330148,38.683491,71,5032.0,Carcavelos,Oeiras,Lisbon
181,208,-9.330148,38.68349,71,6163.0,Carcavelos,Oeiras,Lisbon
182,209,-9.422424,38.71109,71,4216.0,Monte Estoril,Cascais,Lisbon
183,210,-9.422425,38.711086,71,4728.0,Monte Estoril,Cascais,Lisbon
184,211,-9.468382,38.726869,71,3500.0,Cascais,Cascais,Lisbon
185,212,-9.46838,38.726867,71,4061.0,Cascais,Cascais,Lisbon
186,213,-9.356071,38.690367,71,4897.0,Parede,Cascais,Lisbon
187,214,-9.356072,38.690368,71,4905.0,Parede,Cascais,Lisbon
188,215,-9.356214,38.690395,71,1231.0,Parede,Cascais,Lisbon
189,216,-9.356214,38.690394,71,3043.0,Parede,Cascais,Lisbon
190,217,-9.444882,38.730352,71,14631.0,Alcabideche,Cascais,Lisbon
191,218,-9.444883,38.730351,71,9478.0,Alcabideche,Cascais,Lisbon
192,219,-9.331952,38.7193,71,11122.0,Sao Domingos de Rana,Cascais,Lisbon
193,220,-9.331953,38.7193,71,11939.0,Sao Domingos de Rana,Cascais,Lisbon
194,221,-9.38735,38.703093,71,5064.0,Estoril,Cascais,Lisbon
195,222,-9.387357,38.703094,71,5724.0,Estoril,Cascais,Lisbon
196,224,-9.424166,38.715554,71,3005.0,Monte Estoril,Cascais,Lisbon
197,225,-9.424167,38.715555,71,5783.0,Monte Estoril,Cascais,Lisbon
198,226,-9.37814,38.706849,71,3697.0,Estoril,Cascais,Lisbon
199,227,-9.378141,38.706849,71,4505.0,Estoril,Cascais,Lisbon
200,228,-9.423884,38.712143,71,5818.0,Monte Estoril,Cascais,Lisbon
201,229,-9.423885,38.712144,71,5232.0,Monte Estoril,Cascais,Lisbon
202,230,-9.42202,38.711265,71,7914.0,Monte Estoril,Cascais,Lisbon
203,231,-9.422019,38.711265,71,7772.0,Monte Estoril,Cascais,Lisbon
204,232,-9.421737,38.716318,71,669.0,Monte Estoril,Cascais,Lisbon
205,233,-9.421731,38.716318,71,543.0,Monte Estoril,Cascais,Lisbon
206,234,-9.418234,38.719338,71,731.0,Monte Estoril,Cascais,Lisbon
207,235,-9.418236,38.719339,71,1791.0,Monte Estoril,Cascais,Lisbon
208,236,-9.341221,38.713487,71,5962.0,Sao Domingos de Rana,Cascais,Lisbon
209,237,-9.341219,38.713486,71,6317.0,Sao Domingos de Rana,Cascais,Lisbon
210,238,-9.342183,38.714147,71,5837.0,Sao Domingos de Rana,Cascais,Lisbon
211,239,-9.342183,38.714146,71,7718.0,Sao Domingos de Rana,Cascais,Lisbon
212,240,-9.333915,38.724788,71,6004.0,Sao Domingos de Rana,Cascais,Lisbon
213,241,-9.333916,38.72479,71,6039.0,Sao Domingos de Rana,Cascais,Lisbon
214,242,-9.349012,38.715904,71,2343.0,Parede,Cascais,Lisbon
215,243,-9.349012,38.715901,71,3890.0,Parede,Cascais,Lisbon
216,244,-9.411097,38.72981,71,5423.0,Alcabideche,Cascais,Lisbon
217,245,-9.411099,38.729795,71,5413.0,Alcabideche,Cascais,Lisbon
218,246,-9.379672,38.705586,71,2040.0,Estoril,Cascais,Lisbon
219,247,-9.379675,38.705582,71,4918.0,Estoril,Cascais,Lisbon
220,248,-9.443211,38.724731,71,14535.0,Cascais,Cascais,Lisbon
221,249,-9.443211,38.724729,71,15735.0,Cascais,Cascais,Lisbon
222,250,-9.40685,38.71971,71,1887.0,Alcabideche,Cascais,Lisbon
223,251,-9.406853,38.719722,71,2475.0,Alcabideche,Cascais,Lisbon
224,252,-9.445208,38.730747,71,310.0,Alcabideche,Cascais,Lisbon
225,253,-9.445208,38.730748,71,10139.0,Alcabideche,Cascais,Lisbon
226,254,-9.328662,38.695533,71,7049.0,Sao Domingos de Rana,Cascais,Lisbon
227,255,-9.328669,38.695531,71,11092.0,Sao Domingos de Rana,Cascais,Lisbon
228,256,-9.420792,38.709689,71,6756.0,Monte Estoril,Cascais,Lisbon
229,257,-9.420792,38.709688,71,3078.0,Monte Estoril,Cascais,Lisbon
230,258,-9.375214,38.70898,71,4023.0,Estoril,Cascais,Lisbon
231,259,-9.37521,38.708981,71,2394.0,Estoril,Cascais,Lisbon
232,260,-9.341359,38.692061,72,6667.0,Parede,Cascais,Lisbon
233,261,-9.341361,38.692056,72,10110.0,Parede,Cascais,Lisbon
234,262,-9.340748,38.702813,72,4806.0,Sao Domingos de Rana,Cascais,Lisbon
235,263,-9.340739,38.702782,72,4341.0,Sao Domingos de Rana,Cascais,Lisbon
236,264,-9.341526,38.695833,72,5534.0,Parede,Cascais,Lisbon
237,265,-9.341522,38.695815,72,11824.0,Parede,Cascais,Lisbon
238,266,-9.418146,38.710326,71,2711.0,Monte Estoril,Cascais,Lisbon
239,267,-9.418145,38.710325,71,4311.0,Monte Estoril,Cascais,Lisbon
240,268,-9.333855,38.690465,72,11453.0,Carcavelos,Oeiras,Lisbon
241,269,-9.333849,38.690463,72,12540.0,Carcavelos,Oeiras,Lisbon
242,270,-9.336084,38.723315,71,5805.0,Sao Domingos de Rana,Cascais,Lisbon
243,271,-9.336087,38.723313,71,5947.0,Sao Domingos de Rana,Cascais,Lisbon
244,272,-9.33629,38.723349,71,7792.0,Sao Domingos de Rana,Cascais,Lisbon
245,273,-9.33629,38.723351,71,8460.0,Sao Domingos de Rana,Cascais,Lisbon
246,274,-9.313015,38.737093,71,3468.0,Porto Salvo,Oeiras,Lisbon
247,275,-9.313016,38.737091,71,1405.0,Porto Salvo,Oeiras,Lisbon
248,276,-9.368624,38.735552,71,344.0,Alcabideche,Cascais,Lisbon
249,277,-9.368624,38.735552,71,848.0,Alcabideche,Cascais,Lisbon
250,278,-9.339449,38.694827,71,7987.0,Sao Domingos de Rana,Cascais,Lisbon
251,279,-9.339475,38.69483,71,11027.0,Sao Domingos de Rana,Cascais,Lisbon
252,280,-9.330644,38.699231,71,690.0,Sao Domingos de Rana,Cascais,Lisbon
253,281,-9.330642,38.699231,71,2701.0,Sao Domingos de Rana,Cascais,Lisbon
254,282,-9.363296,38.729385,71,1349.0,Parede,Cascais,Lisbon
255,283,-9.363296,38.729385,71,1181.0,Parede,Cascais,Lisbon
256,284,-9.354072,38.692293,71,4061.0,Parede,Cascais,Lisbon
257,285,-9.354062,38.692272,71,6947.0,Parede,Cascais,Lisbon
258,286,-9.360124,38.700142,71,7645.0,Parede,Cascais,Lisbon
259,287,-9.360142,38.700156,71,5829.0,Parede,Cascais,Lisbon
260,288,-9.35921,38.691935,71,3915.0,Parede,Cascais,Lisbon
261,289,-9.359211,38.691934,71,803.0,Parede,Cascais,Lisbon
262,290,-9.359223,38.691873,71,4412.0,Parede,Cascais,Lisbon
263,291,-9.359227,38.69187,71,226.0,Parede,Cascais,Lisbon
264,292,-9.359239,38.691809,71,4587.0,Parede,Cascais,Lisbon
265,294,-9.359269,38.69175,71,3391.0,Parede,Cascais,Lisbon
266,296,-9.336612,38.690995,72,6157.0,Sao Domingos de Rana,Cascais,Lisbon
267,297,-9.336611,38.690997,72,7019.0,Sao Domingos de Rana,Cascais,Lisbon
268,298,-9.341052,38.699716,72,5532.0,Sao Domingos de Rana,Cascais,Lisbon
269,299,-9.341051,38.699721,72,6427.0,Sao Domingos de Rana,Cascais,Lisbon
270,300,-9.438635,38.69713,72,2190.0,Cascais,Cascais,Lisbon
271,301,-9.438634,38.697134,72,1333.0,Cascais,Cascais,Lisbon
272,302,-9.3421,38.682687,72,8807.0,Parede,Cascais,Lisbon
273,303,-9.3421,38.682686,72,7660.0,Parede,Cascais,Lisbon
274,304,-9.433612,38.708781,72,5374.0,Cascais,Cascais,Lisbon
275,305,-9.433604,38.708764,72,4620.0,Cascais,Cascais,Lisbon
276,306,-9.41457,38.711839,72,3230.0,Monte Estoril,Cascais,Lisbon
277,307,-9.414572,38.711837,72,3634.0,Monte Estoril,Cascais,Lisbon
278,308,-9.391824,38.744876,72,3212.0,Alcabideche,Cascais,Lisbon
279,309,-9.391824,38.744876,72,3304.0,Alcabideche,Cascais,Lisbon
280,310,-9.353255,38.704494,72,6478.0,Parede,Cascais,Lisbon
281,311,-9.353253,38.704518,72,7103.0,Parede,Cascais,Lisbon
282,312,-9.33953,38.682686,72,10156.0,Parede,Cascais,Lisbon
283,313,-9.339513,38.682684,72,11956.0,Parede,Cascais,Lisbon
284,314,-9.339271,38.690396,72,10175.0,Parede,Cascais,Lisbon
285,315,-9.33927,38.690397,72,10397.0,Parede,Cascais,Lisbon
286,316,-9.38604,38.704683,72,3372.0,Estoril,Cascais,Lisbon
287,317,-9.386037,38.704683,72,2957.0,Estoril,Cascais,Lisbon
288,318,-9.350606,38.722294,71,6377.0,Parede,Cascais,Lisbon
289,319,-9.350608,38.722295,71,4154.0,Parede,Cascais,Lisbon
290,320,-9.448758,38.751636,71,1108.0,Alcabideche,Cascais,Lisbon
291,321,-9.448759,38.75163,71,2566.0,Alcabideche,Cascais,Lisbon
292,322,-9.409856,38.733004,71,7073.0,Alcabideche,Cascais,Lisbon
293,323,-9.409864,38.732987,71,5052.0,Alcabideche,Cascais,Lisbon
294,324,-9.407441,38.735382,71,6179.0,Alcabideche,Cascais,Lisbon
295,325,-9.407439,38.735384,71,6693.0,Alcabideche,Cascais,Lisbon
296,326,-9.407614,38.735372,71,7398.0,Alcabideche,Cascais,Lisbon
297,327,-9.407613,38.735375,71,6601.0,Alcabideche,Cascais,Lisbon
298,328,-9.339205,38.737101,71,3497.0,Sao Domingos de Rana,Cascais,Lisbon
299,329,-9.339191,38.73709,71,2768.0,Sao Domingos de Rana,Cascais,Lisbon
300,330,-9.355237,38.728191,71,2576.0,Parede,Cascais,Lisbon
301,331,-9.355235,38.72819,71,2118.0,Parede,Cascais,Lisbon
302,332,-9.394926,38.737618,72,3694.0,Alcabideche,Cascais,Lisbon
303,333,-9.394927,38.737619,72,6062.0,Alcabideche,Cascais,Lisbon
304,334,-9.395487,38.737617,72,7669.0,Alcabideche,Cascais,Lisbon
305,335,-9.39548,38.737631,72,7825.0,Alcabideche,Cascais,Lisbon
306,336,-9.384965,38.706549,71,3940.0,Estoril,Cascais,Lisbon
307,337,-9.384964,38.70655,71,2577.0,Estoril,Cascais,Lisbon
308,338,-9.417001,38.722993,71,4473.0,Alcabideche,Cascais,Lisbon
309,339,-9.417001,38.722991,71,4883.0,Alcabideche,Cascais,Lisbon
310,340,-9.41722,38.722863,71,4470.0,Alcabideche,Cascais,Lisbon
311,341,-9.417219,38.722861,71,4640.0,Alcabideche,Cascais,Lisbon
312,342,-9.347593,38.718766,71,4579.0,Sao Domingos de Rana,Cascais,Lisbon
313,343,-9.347592,38.718765,71,4560.0,Sao Domingos de Rana,Cascais,Lisbon
314,344,-9.348281,38.685055,71,4426.0,Parede,Cascais,Lisbon
315,345,-9.348281,38.685055,71,4532.0,Parede,Cascais,Lisbon
316,346,-9.355122,38.694456,71,4227.0,Parede,Cascais,Lisbon
317,347,-9.355121,38.694455,71,4643.0,Parede,Cascais,Lisbon
318,348,-9.356917,38.697785,71,4722.0,Parede,Cascais,Lisbon
319,349,-9.356918,38.697785,71,5901.0,Parede,Cascais,Lisbon
320,350,-9.358455,38.698968,71,5320.0,Parede,Cascais,Lisbon
321,351,-9.358457,38.698971,71,5267.0,Parede,Cascais,Lisbon
322,352,-9.355154,38.700732,71,5292.0,Parede,Cascais,Lisbon
323,353,-9.355141,38.70071,71,2869.0,Parede,Cascais,Lisbon
324,354,-9.353309,38.697405,71,3834.0,Parede,Cascais,Lisbon
325,355,-9.353309,38.697402,71,6824.0,Parede,Cascais,Lisbon
326,356,-9.353488,38.694567,71,4732.0,Parede,Cascais,Lisbon
327,357,-9.353485,38.694564,71,5487.0,Parede,Cascais,Lisbon
328,358,-9.418276,38.700433,71,61.0,Monte Estoril,Cascais,Lisbon
329,359,-9.418247,38.700441,71,5201.0,Monte Estoril,Cascais,Lisbon
330,360,-9.355102,38.702234,71,5451.0,Parede,Cascais,Lisbon
331,361,-9.355101,38.702234,71,4747.0,Parede,Cascais,Lisbon
332,362,-9.458081,38.717301,71,2580.0,Cascais,Cascais,Lisbon
333,363,-9.458079,38.7173,71,2807.0,Cascais,Cascais,Lisbon
334,364,-9.451617,38.715332,71,1235.0,Cascais,Cascais,Lisbon
335,365,-9.451597,38.715318,71,1880.0,Cascais,Cascais,Lisbon
336,366,-9.376297,38.738266,71,3096.0,Alcabideche,Cascais,Lisbon
337,367,-9.376294,38.738267,71,2444.0,Alcabideche,Cascais,Lisbon
338,368,-9.424096,38.715857,71,5171.0,Monte Estoril,Cascais,Lisbon
339,369,-9.424096,38.715859,71,2029.0,Monte Estoril,Cascais,Lisbon
340,370,-9.336556,38.730396,71,4920.0,Sao Domingos de Rana,Cascais,Lisbon
341,371,-9.336557,38.730396,71,5242.0,Sao Domingos de Rana,Cascais,Lisbon
342,372,-9.442472,38.723562,71,15246.0,Cascais,Cascais,Lisbon
343,373,-9.442473,38.723562,71,9733.0,Cascais,Cascais,Lisbon
344,374,-9.410131,38.709753,71,962.0,Monte Estoril,Cascais,Lisbon
